rd_seed,L,p,N,Lamb,Epsilon0,Recall,Precision,F1 score, max Error, norm Error, BIC,runtime(s),seed,n_by_p
1994.0,10.0,250.0,5000.0,0.1,0.1,0.525614088319515,0.139333107552661,0.220015763167209,0.849604188719914,2.04029673699174,131242505.10805,28.672,1994.0,10.0
1995.0,10.0,250.0,5000.0,0.1,0.1,0.528886013617637,0.137649999330146,0.218306777524063,0.837557196137906,2.04377092011245,133345267.492092,28.628,1995.0,10.0
1996.0,10.0,250.0,5000.0,0.1,0.1,0.527932138790643,0.136943203221699,0.217246482748729,0.854157069267742,2.04502823020602,133752672.882142,27.144,1996.0,10.0
1997.0,10.0,250.0,5000.0,0.1,0.1,0.532791039161142,0.136974572728825,0.217746909179769,0.867300207241848,2.04717053676044,134797827.072841,26.228,1997.0,10.0
1998.0,10.0,250.0,5000.0,0.1,0.1,0.529867117232167,0.136394905358613,0.216750980543957,0.859209621248451,2.04969193678652,134678635.825087,26.344,1998.0,10.0
