rd_seed,Alg,t,p,n,Cat,nu_0,mu,gamma,precision,recall,F1,Time,BIC,BIC_mean
10195,Cat_alg,20,250,250.0,Cat1,0.001,0.001,1,0.0185359752007686,0.6301355792933443,0.0360126088156048,220.41436672210693,10088767.63422162,10081887.78642241
10195,Cat_alg,20,250,1250.0,Cat1,0.001,0.001,1,0.2317735263702171,0.3683237469186524,0.2845128530625198,250.65524101257324,6590149.199135457,6591231.350141668
10195,Cat_alg,20,250,2500.0,Cat1,0.001,0.001,1,0.8618825264192677,0.3602095316351684,0.5080767837739949,183.8875458240509,12526673.396616887,12526813.81474609
10195,Cat_alg,20,250,3750.0,Cat1,0.001,0.001,1,0.9883957064113722,0.3499383730484798,0.516877797163013,188.77785968780518,18725387.92826303,18725441.57972777
10195,Cat_alg,20,250,5000.0,Cat1,0.001,0.001,1,0.997098926602843,0.3530197206244864,0.5214291132519153,199.47790145874023,24935020.8324426,24934905.933764383
10195,Cat_alg,20,250,6250.0,Cat1,0.001,0.001,1,0.9991240875912408,0.3514790468364832,0.520021274979105,189.71655130386353,31150321.90463504,31150123.43767832
10195,Cat_alg,20,250,7500.0,Cat1,0.0005,0.001,1,0.99154983675821,0.5302999178307313,0.691025898413973,185.78441786766052,37349890.699604295,37350378.18688242
2338,Cat_alg,20,250,250.0,Cat1,0.001,0.001,1,0.018852062416838,0.6403040262941659,0.0366257755217146,202.27429366111755,10081319.321537118,10066179.051113054
2338,Cat_alg,20,250,1250.0,Cat1,0.001,0.001,1,0.2372458764863828,0.3811626951520131,0.2924580345180865,243.04730772972107,6596237.567954328,6594818.184544721
2338,Cat_alg,20,250,2500.0,Cat1,0.001,0.001,1,0.8443373493975903,0.3599013968775678,0.5046809736425176,180.40804386138916,12524894.998226494,12524164.441674046
2338,Cat_alg,20,250,3750.0,Cat1,0.001,0.001,1,0.9890202702702704,0.3608258011503698,0.5287477423239013,196.1390950679779,18717266.90281112,18716931.60412508
2338,Cat_alg,20,250,5000.0,Cat1,0.001,0.001,1,0.9976911976911976,0.3550739523418241,0.5237482008938718,188.48178696632385,24925856.021364167,24925760.81780156
2338,Cat_alg,20,250,6250.0,Cat1,0.001,0.001,1,0.9982311320754716,0.3477814297452752,0.515843997562462,217.12106442451477,31136846.31711923,31137100.58224932
2338,Cat_alg,20,250,7500.0,Cat1,0.0005,0.001,1,0.9902893765779764,0.5237263763352507,0.6851192475646625,189.81526708602905,37337970.86563493,37338026.72880742
339,Cat_alg,20,250,250.0,Cat1,0.001,0.001,1,0.0186875534070287,0.6356820049301561,0.0363077446548886,201.00210785865784,10095149.231286868,10083374.41617749
339,Cat_alg,20,250,1250.0,Cat1,0.001,0.001,1,0.2374420401854714,0.3786976170912078,0.2918777707409752,183.5269582271576,6598154.819635121,6598048.4552031
339,Cat_alg,20,250,2500.0,Cat1,0.001,0.001,1,0.8555610236220472,0.3571281840591618,0.5039130434782608,197.84525752067566,12532122.192266067,12532199.120371342
339,Cat_alg,20,250,3750.0,Cat1,0.001,0.001,1,0.9883551673944688,0.3487058340180772,0.5155265355705717,188.4381628036499,18723233.74402619,18722817.604232542
339,Cat_alg,20,250,5000.0,Cat1,0.001,0.001,1,0.9976642335766424,0.3509654889071487,0.519261454296786,184.55589890480042,24930153.87083437,24930162.552920453
339,Cat_alg,20,250,6250.0,Cat1,0.001,0.001,1,0.9982290436835892,0.3473705834018077,0.5153916488875342,194.35549211502075,31136984.363514945,31137362.413052592
339,Cat_alg,20,250,7500.0,Cat1,0.0005,0.001,1,0.991150442477876,0.5291700903861956,0.6899691978036695,196.60957050323486,37345226.87749465,37345681.46900608
40,Cat_alg,20,250,250.0,Cat1,0.001,0.001,1,0.0184860354997318,0.626746096959737,0.0359128134352295,241.46267819404602,10064593.0309649,10046314.826135697
40,Cat_alg,20,250,1250.0,Cat1,0.001,0.001,1,0.2411726804123711,0.3844494658997535,0.2964048146974976,176.30668592453003,6593127.150803829,6593111.170342612
40,Cat_alg,20,250,2500.0,Cat1,0.001,0.001,1,0.8603406326034063,0.3631881676253081,0.510761230680341,205.21488785743713,12526249.059640916,12526307.725710357
40,Cat_alg,20,250,3750.0,Cat1,0.001,0.001,1,0.9894736842105264,0.3572308956450287,0.5249415138480115,190.36048817634583,18722176.997223303,18721920.836020622
40,Cat_alg,20,250,5000.0,Cat1,0.001,0.001,1,0.9962010520163648,0.3501437962202136,0.5181638546891625,190.32835721969604,24928721.903219573,24928090.349907443
40,Cat_alg,20,250,6250.0,Cat1,0.001,0.001,1,0.9973607038123168,0.3493221035332785,0.5174197474516963,262.74009919166565,31132673.353070386,31133015.50510732
40,Cat_alg,20,250,7500.0,Cat1,0.0005,0.001,1,0.9901373041964804,0.5258833196384552,0.6869256054202724,187.9269790649414,37340548.20225518,37341658.746574685
51341,Cat_alg,20,250,250.0,Cat1,0.001,0.001,1,0.0188391007768889,0.6371199671322926,0.0365960861126024,206.1971538066864,10041871.756129544,10043734.691722464
51341,Cat_alg,20,250,1250.0,Cat1,0.001,0.001,1,0.2338387362811647,0.378594905505341,0.2891093768383074,209.29383659362793,6592982.612720804,6591426.78831987
51341,Cat_alg,20,250,2500.0,Cat1,0.001,0.001,1,0.8627353815659068,0.3576417419884963,0.5056636654080743,190.17776226997375,12515535.596522566,12516408.619704124
51341,Cat_alg,20,250,3750.0,Cat1,0.001,0.001,1,0.9881021474172954,0.3497329498767461,0.5166135639508421,193.79937434196472,18712201.76322392,18712108.00553172
51341,Cat_alg,20,250,5000.0,Cat1,0.001,0.001,1,0.9955921245959448,0.347986852917009,0.515716568993074,186.79236245155334,24927724.21946598,24927174.1217084
51341,Cat_alg,20,250,6250.0,Cat1,0.001,0.001,1,0.9979550102249488,0.3508627773212818,0.5191883881753933,187.2039566040039,31135568.755538136,31135990.14537296
51341,Cat_alg,20,250,7500.0,Cat1,0.0005,0.001,1,0.9896353166986565,0.5295809367296631,0.6899504884249966,190.84021401405334,37343424.60147588,37343594.93296647
