t,p,n,nu_0,mu,gamma,no_edges,bic value,Precision_1,Precision_2,Precision_3,precision_avg,Recall_1,Recall_2,Recall_3,recall_avg,F1_1,F1_2,F1_3,F1_avg,Time(sec),mask_diag
3,65,1000,0.0001,1.448118227674536e-06,1,6211.0,177353.08959266177,0.25026178010471206,0.27358490566037735,0.3008385744234801,0.2748864827104436,1.0,0.9886363636363636,0.9965277777777778,0.9949431099873578,0.4003350083752094,0.42857142857142855,0.46215780998389694,0.43076081007115485,2.424222946166992,True
3,65,1000,0.0001,1.6257556664437935e-06,1,6210.0,177329.48410023545,0.25026178010471206,0.27358490566037735,0.3008385744234801,0.2748864827104436,1.0,0.9886363636363636,0.9965277777777778,0.9949431099873578,0.4003350083752094,0.42857142857142855,0.46215780998389694,0.43076081007115485,2.45977783203125,True
3,65,1000,0.0001,1.8251834943190461e-06,1,6208.0,177305.8785240546,0.25026178010471206,0.27358490566037735,0.3001049317943337,0.2746331236897275,1.0,0.9886363636363636,0.9930555555555556,0.9936788874841972,0.4003350083752094,0.42857142857142855,0.46091861402095086,0.4303312346016972,2.4723122119903564,True
3,65,1000,0.0001,2.049074689815846e-06,1,6207.0,177305.87852465865,0.25026178010471206,0.27358490566037735,0.3001049317943337,0.2746331236897275,1.0,0.9886363636363636,0.9930555555555556,0.9936788874841972,0.4003350083752094,0.42857142857142855,0.46091861402095086,0.4303312346016972,2.4157345294952393,True
3,65,1000,0.0001,2.3004301197729215e-06,1,6206.0,177282.27287551665,0.25026178010471206,0.27358490566037735,0.3001049317943337,0.2746331236897275,1.0,0.9886363636363636,0.9930555555555556,0.9936788874841972,0.4003350083752094,0.42857142857142855,0.46091861402095086,0.4303312346016972,2.3942043781280518,True
3,65,1000,0.0001,2.5826187606826746e-06,1,6205.0,177258.66757721582,0.25026178010471206,0.27358490566037735,0.3001049317943337,0.2746331236897275,1.0,0.9886363636363636,0.9930555555555556,0.9936788874841972,0.4003350083752094,0.42857142857142855,0.46091861402095086,0.4303312346016972,2.487046003341675,True
3,65,1000,0.0001,2.899422853882881e-06,1,6205.0,177258.66757721582,0.25026178010471206,0.27358490566037735,0.3001049317943337,0.2746331236897275,1.0,0.9886363636363636,0.9930555555555556,0.9936788874841972,0.4003350083752094,0.42857142857142855,0.46091861402095086,0.4303312346016972,2.4284415245056152,True
3,65,1000,0.0001,3.2550885998350565e-06,1,6199.0,177140.64163036257,0.25026178010471206,0.27358490566037735,0.2992623814541623,0.2743177046885934,1.0,0.9886363636363636,0.9861111111111112,0.9911504424778761,0.4003350083752094,0.42857142857142855,0.4591754244139047,0.42970676897780213,2.4886059761047363,True
3,65,1000,0.0001,3.654383070957262e-06,1,6194.0,177022.6144086084,0.25026178010471206,0.27358490566037735,0.2992623814541623,0.2743177046885934,1.0,0.9886363636363636,0.9861111111111112,0.9911504424778761,0.4003350083752094,0.42857142857142855,0.4591754244139047,0.42970676897780213,2.4118995666503906,True
3,65,1000,0.0001,4.10265810582719e-06,1,6192.0,176975.40870314714,0.25026178010471206,0.27358490566037735,0.2992623814541623,0.2743177046885934,1.0,0.9886363636363636,0.9861111111111112,0.9911504424778761,0.4003350083752094,0.42857142857142855,0.4591754244139047,0.42970676897780213,2.418773651123047,True
3,65,1000,0.0001,4.605922041145113e-06,1,6191.0,176951.80366168157,0.25052410901467503,0.27358490566037735,0.2992623814541623,0.2744137206860343,1.0,0.9886363636363636,0.9861111111111112,0.9911504424778761,0.4006705783738474,0.42857142857142855,0.4591754244139047,0.4298245614035088,2.429400682449341,True
3,65,1000,0.0001,5.170920242896756e-06,1,6190.0,176928.19837269234,0.25052410901467503,0.27358490566037735,0.2992623814541623,0.2744137206860343,1.0,0.9886363636363636,0.9861111111111112,0.9911504424778761,0.4006705783738474,0.42857142857142855,0.4591754244139047,0.4298245614035088,2.4642138481140137,True
3,65,1000,0.0001,5.805225516094907e-06,1,6187.0,176857.38205605512,0.25078698845750264,0.27358490566037735,0.2992623814541623,0.27450980392156865,1.0,0.9886363636363636,0.9861111111111112,0.9911504424778761,0.401006711409396,0.42857142857142855,0.4591754244139047,0.4299424184261036,2.4150755405426025,True
