t,p,n,nu_0,mu,gamma,no_edges,bic value,Precision_1,Precision_2,Precision_3,precision_avg,Recall_1,Recall_2,Recall_3,recall_avg,F1,,,F1_avg,Time(sec),mask_diag
3,65,2000,0.0001,1e-08,1,6238.0,210198.24514203638,0.2492179353493222,0.275,0.3,0.2747481764501563,1.0,1.0,1.0,1.0,0.3989983305509182,0.4313725490196079,0.4615384615384615,0.43106267029972756,2.7344913482666016,True
3,65,2000,0.0001,1.1226677735108136e-08,1,6238.0,210198.24514203638,0.2492179353493222,0.275,0.3,0.2747481764501563,1.0,1.0,1.0,1.0,0.3989983305509182,0.4313725490196079,0.4615384615384615,0.43106267029972756,2.688856363296509,True
3,65,2000,0.0001,1.2603829296797274e-08,1,6238.0,210198.24514203638,0.2492179353493222,0.275,0.3,0.2747481764501563,1.0,1.0,1.0,1.0,0.3989983305509182,0.4313725490196079,0.4615384615384615,0.43106267029972756,2.674365758895874,True
3,65,2000,0.0001,1.4149912974345759e-08,1,6238.0,210198.24514203638,0.2492179353493222,0.275,0.3,0.2747481764501563,1.0,1.0,1.0,1.0,0.3989983305509182,0.4313725490196079,0.4615384615384615,0.43106267029972756,2.529489040374756,True
3,65,2000,0.0001,1.5885651294280526e-08,1,6238.0,210198.24514203638,0.2492179353493222,0.275,0.3,0.2747481764501563,1.0,1.0,1.0,1.0,0.3989983305509182,0.4313725490196079,0.4615384615384615,0.43106267029972756,2.602975368499756,True
3,65,2000,0.0001,1.7834308769319092e-08,1,6238.0,210198.24514203638,0.2492179353493222,0.275,0.3,0.2747481764501563,1.0,1.0,1.0,1.0,0.3989983305509182,0.4313725490196079,0.4615384615384615,0.43106267029972756,2.6574928760528564,True
3,65,2000,0.0001,2.0022003718155845e-08,1,6238.0,210198.24514203638,0.2492179353493222,0.275,0.3,0.2747481764501563,1.0,1.0,1.0,1.0,0.3989983305509182,0.4313725490196079,0.4615384615384615,0.43106267029972756,2.7500674724578857,True
3,65,2000,0.0001,2.2478058335487254e-08,1,6237.0,210173.94666131464,0.2492179353493222,0.275,0.30031282586027114,0.27484364141765116,1.0,1.0,1.0,1.0,0.3989983305509182,0.4313725490196079,0.4619085805934242,0.43118015808122107,2.6489763259887695,True
3,65,2000,0.0001,2.523539170434766e-08,1,6237.0,210173.94666131464,0.2492179353493222,0.275,0.30031282586027114,0.27484364141765116,1.0,1.0,1.0,1.0,0.3989983305509182,0.4313725490196079,0.4619085805934242,0.43118015808122107,2.774521589279175,True
3,65,2000,0.0001,2.8330961018393243e-08,1,6237.0,210173.94666131464,0.2492179353493222,0.275,0.30031282586027114,0.27484364141765116,1.0,1.0,1.0,1.0,0.3989983305509182,0.4313725490196079,0.4619085805934242,0.43118015808122107,2.7169106006622314,True
