rd_seed,Alg,perturb_strength,t,p,n_by_p,Cat,nu_0,mu,gamma,precision,recall,F1,Time,bic,bic_mean
1340,Cat_alg,1.0,5,250,20.0,Cat1,0.0005,0.0001,1,0.1839927331449334,0.7486652977412731,0.2953900996516244,37.933826208114624,372751.44962371903,370133.7029943781
1340,Cat_alg,1.0,5,250,20.0,Cat2,0.0005,0.0001,1,0.1855028075548749,0.7449774497744978,0.2970410331862024, ,367515.956365037,
1340,Direct_alg,1.0,5,250,20.0,Cat1,0.0005,0.0001,1,0.272524199553239,0.7515400410677618,0.4,11.381966352462769,232434.71661028528,231396.2820455861
1340,Direct_alg,1.0,5,250,20.0,Cat2,0.0005,0.0001,1,0.2726590636254501,0.7449774497744978,0.399209051960892,11.358040571212769,230357.84748088705,
1340,Cat_alg,1.0,5,250,20.0,Cat1,0.0005,0.001,1,0.8864656831302117,0.5675564681724846,0.6920380570856285,37.03628635406494,107542.11757602768,106134.49486090738
1340,Cat_alg,1.0,5,250,20.0,Cat2,0.0005,0.001,1,0.8922273024167211,0.5600656006560065,0.68816120906801, ,104726.87214578709,
1340,Direct_alg,1.0,5,250,20.0,Cat1,0.0005,0.001,1,0.7685377685377686,0.455441478439425,0.5719443011861784,11.351404905319214,64274.00953693426,63583.78059907989
1340,Direct_alg,1.0,5,250,20.0,Cat2,0.0005,0.001,1,0.774468085106383,0.4477244772447724,0.5674201091192518,11.43049430847168,62893.55166122552,
1340,Cat_alg,1.0,5,250,20.0,Cat1,0.0001,0.0001,1,0.0347286623389082,0.8919917864476387,0.0668544254120688,39.500850677490234,2084283.449482588,2083791.953030274
1340,Cat_alg,1.0,5,250,20.0,Cat2,0.0001,0.0001,1,0.0350652879221339,0.8995489954899549,0.0674993846911149, ,2083300.45657796,
1340,Direct_alg,1.0,5,250,20.0,Cat1,0.0001,0.0001,1,0.049924180566896,0.8788501026694046,0.0944812362030905,11.577961921691895,1371365.5128632858,1371027.671594038
1340,Direct_alg,1.0,5,250,20.0,Cat2,0.0001,0.0001,1,0.0504840779190481,0.8872488724887249,0.0955324033197951,11.464128732681274,1370689.830324791,
1340,Cat_alg,1.0,5,250,20.0,Cat1,0.0001,0.001,1,0.2669485127585686,0.7260780287474332,0.3903731508059174,37.95993518829346,297684.1192195888,295938.6957695376
1340,Cat_alg,1.0,5,250,20.0,Cat2,0.0001,0.001,1,0.2662712895377129,0.7179171791717918,0.3884636716583472, ,294193.2723194863,
1340,Direct_alg,1.0,5,250,20.0,Cat1,0.0001,0.001,1,0.6699074074074074,0.5942505133470226,0.6298150163220892,11.480396747589111,95403.34074912922,94669.88687814008
1340,Direct_alg,1.0,5,250,20.0,Cat2,0.0001,0.001,1,0.683247301736274,0.5969659696596966,0.637199124726477,11.612397193908691,93936.43300715096,
1340,Cat_alg,1.0,5,250,20.0,Cat1,0.0005,0.0001,1,0.1839927331449334,0.7486652977412731,0.29539009965162444,36.237088680267334,372751.44962371903,370133.70299437805
1340,Cat_alg,1.0,5,250,20.0,Cat2,0.0005,0.0001,1,0.18550280755487494,0.7449774497744978,0.2970410331862024, ,367515.95636503707
1340,Direct_alg,1.0,5,250,20.0,Cat1,0.0005,0.0001,1,0.27252419955323903,0.7515400410677618,0.4,11.134238004684448,232434.71661028528,231396.28204558615
1340,Direct_alg,1.0,5,250,20.0,Cat2,0.0005,0.0001,1,0.27265906362545017,0.7449774497744978,0.399209051960892,11.126203775405884,230357.84748088702
1340,Cat_alg,1.0,5,250,20.0,Cat1,0.0005,0.001,1,0.8864656831302117,0.5675564681724846,0.6920380570856285,36.73462224006653,107542.11757602767,106134.49486090738
1340,Cat_alg,1.0,5,250,20.0,Cat2,0.0005,0.001,1,0.8922273024167211,0.5600656006560065,0.68816120906801, ,104726.87214578709
1340,Direct_alg,1.0,5,250,20.0,Cat1,0.0005,0.001,1,0.7685377685377686,0.45544147843942506,0.5719443011861784,11.106655359268188,64274.00953693426,63583.78059907989
1340,Direct_alg,1.0,5,250,20.0,Cat2,0.0005,0.001,1,0.774468085106383,0.44772447724477243,0.5674201091192518,10.999826192855835,62893.551661225516
1340,Cat_alg,1.0,5,250,20.0,Cat1,0.0001,0.0001,1,0.034728662338908256,0.8919917864476387,0.06685442541206889,37.35718131065369,2084283.449482588,2083791.953030274
1340,Cat_alg,1.0,5,250,20.0,Cat2,0.0001,0.0001,1,0.03506528792213397,0.8995489954899549,0.06749938469111494, ,2083300.45657796
1340,Direct_alg,1.0,5,250,20.0,Cat1,0.0001,0.0001,1,0.04992418056689607,0.8788501026694046,0.0944812362030905,11.117666244506836,1371365.5128632858,1371027.6715940381
