rd_seed,L,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, max Error, norm Error, BIC (last pop),runtime
"1998","10","250","5000","0.0224754472449749","NA","0.999211347339878","0.100334348194122","0.182257756585285","1","1.00097332005828","NA","15.571"
"1998","10","250","5000","0.1","NA","0.999427560874155","0.100353636858206","0.182293317790099","1","1.00035434284962","NA","29.185"
"1998","10","250","5000","0.01","NA","0.999508040376077","0.100368709222176","0.182319552497583","1","1.00167044407117","NA","55.393"
"1998","10","250","5000","0.001","NA","0.999556450807909","0.100363471340875","0.182311876764066","1","1.00291215219519","NA","96.807"
"1998","10","250","5000","1e-04","NA","0.99957679345441","0.100367336699143","0.182318656157127","1","1.00293744430554","NA","138.961"
"1998","10","250","5000","1e-05","NA","0.99957679345441","0.100367637856654","0.182319159069038","1","1.00293776979511","NA","181.775"
