rd_seed,L,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, max Error, norm Error, BIC,runtime
1994,10,250,5000,1,1,0,NA,NA,0.385738645854353,0.212870896968539,12495388.1862398,7.515
1994,10,250,5000,0.70170382867,1,0,NA,NA,0.385738645854353,0.212870896968539,12495388.1862398,8.003
1994,10,250,5000,0.492388263171,1,0,NA,NA,0.385738645854353,0.212870896969181,12495388.1862407,8.791
1994,10,250,5000,0.345510729459,1,0,NA,NA,0.385738645854353,0.21287089712947,12495388.18627,26.495
1994,10,250,5000,0.242446201708,1,0.00064449246746048,1,0.00128814933347875,0.38586953800899,0.212994927638922,12515230.25276,76.171
1994,10,250,5000,0.170125427985,1,0.00674348741877784,0.95,0.0133912990742379,0.421522438492731,0.219409782070958,12702820.1715499,183.859
1994,10,250,5000,0.119377664171,1,0.0154716631302776,0.96,0.0304494571695255,0.470516820524476,0.232565451158427,12961599.1376066,200.259
1994,10,250,5000,0.0837677640068,1,0.0310167378758555,0.952475247524752,0.0600651578426884,0.50804236594485,0.249331695252372,13449340.8272057,250.403
1994,10,250,5000,0.041246263829,1,0.057605862994922,0.912244897959184,0.108329113244064,0.554398760628709,0.279477053797676,14371419.8355497,2372.89
1994,10,250,5000,0.014251026703,1,0.116131141199849,0.744329896907217,0.200761791694432,0.584916678234541,0.305967802526803,17265912.1463805,2435.908
1994,10,250,5000,0.020309176209,1,0.0922225270239427,0.816239316239316,0.165622054977656,0.578013372167613,0.299307996142349,15918659.401598,2448.149
1994,10,250,5000,0.0289426612472,1,0.0721434407095555,0.868217054263566,0.133155356725697,0.568204989248773,0.290589837012777,14987129.1580967,2463.058
1994,10,250,5000,0.0587801607227,1,0.0424776320475313,0.941428571428571,0.0812655996988937,0.535046568314254,0.265679649829026,13821161.3562582,2610.193
1994,10,250,5000,0.0070170382867,1,0.262802342742946,0.194516971279373,0.223205236543074,0.593288298494499,0.314853649745247,54853550.5275972,2857.262
1994,10,250,5000,0.01,1,0.161048157257328,0.381216730038023,0.226127728119912,0.589788685358563,0.310961506516111,25632792.428346,2928.346
1994,10,250,5000,0.00041246263829,1,0.938956069321915,0.101731136166522,0.183466309095747,0.60209755803926,0.330765368086146,303043462.558698,2941.747
1994,10,250,5000,0.00242446201708,1,0.662090924854987,0.111749756677841,0.191068824411084,0.599013909749849,0.32366312327493,198860266.848009,2963.624
