rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1339,30,2000,1.000000e-04,1.000000e-04,1.000000e+00,2398133739.044,0.675,0.055,0.102,93.228,0.912,24.503 
1339,30,2000,5.000000e-04,1.000000e-04,1.000000e+00,2399058187.651,0.135,0.947,0.237,93.228,0.913,23.431 
1339,30,2000,1.000000e-03,1.000000e-04,1.000000e+00,2407012315.826,0.006,0.975,0.013,93.228,0.913,22.802 
1339,30,2000,5.000000e-03,1.000000e-04,1.000000e+00,2407218936.390,0.000,NaN,NaN,93.228,0.914,23.030 
1339,30,2000,1.000000e-04,2.000000e-04,1.000000e+00,2390886276.760,0.676,0.083,0.148,93.234,0.912,22.467 
1339,30,2000,5.000000e-04,2.000000e-04,1.000000e+00,2398514758.722,0.135,0.949,0.236,93.234,0.913,22.655 
1339,30,2000,1.000000e-03,2.000000e-04,1.000000e+00,2406315582.788,0.005,0.975,0.010,93.234,0.914,22.297 
1339,30,2000,5.000000e-03,2.000000e-04,1.000000e+00,2406511053.656,0.000,NaN,NaN,93.234,0.914,22.599 
1339,30,2000,1.000000e-04,5.000000e-04,1.000000e+00,2380312223.013,0.673,0.306,0.421,93.247,0.913,22.234 
1339,30,2000,5.000000e-04,5.000000e-04,1.000000e+00,2397422334.242,0.129,0.948,0.227,93.247,0.914,22.634 
1339,30,2000,1.000000e-03,5.000000e-04,1.000000e+00,2404872432.017,0.005,0.968,0.010,93.247,0.915,22.684 
1339,30,2000,5.000000e-03,5.000000e-04,1.000000e+00,2405037628.333,0.000,NaN,NaN,93.247,0.915,22.998 
1339,30,2000,1.000000e-04,1.000000e-03,1.000000e+00,2377880100.379,0.672,0.646,0.659,93.263,0.914,22.287 
1339,30,2000,5.000000e-04,1.000000e-03,1.000000e+00,2396634998.919,0.125,0.948,0.220,93.263,0.915,22.831 
1339,30,2000,1.000000e-03,1.000000e-03,1.000000e+00,2403675368.324,0.005,0.974,0.009,93.263,0.915,22.463 
1339,30,2000,5.000000e-03,1.000000e-03,1.000000e+00,2403806089.718,0.000,NaN,NaN,93.263,0.915,22.852 
1339,30,2000,1.000000e-04,1.000000e-02,1.000000e+00,2380970266.391,0.512,0.652,0.574,93.381,0.917,25.463 
1339,30,2000,5.000000e-04,1.000000e-02,1.000000e+00,2397636214.528,0.078,0.951,0.144,93.381,0.918,22.960 
1339,30,2000,1.000000e-03,1.000000e-02,1.000000e+00,2401549619.294,0.002,0.975,0.003,93.381,0.918,23.483 
1339,30,2000,5.000000e-03,1.000000e-02,1.000000e+00,2401567449.390,0.000,NaN,NaN,93.381,0.918,23.500 
