rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1339,15,2000,1.000000e-04,1.000000e-04,1.000000e+00,1192592088.752,0.781,0.663,0.717,93.191,0.909,27.053 
1339,15,2000,5.000000e-04,1.000000e-04,1.000000e+00,1199386565.601,0.259,0.930,0.405,93.191,0.910,24.207 
1339,15,2000,1.000000e-03,1.000000e-04,1.000000e+00,1205456593.060,0.062,0.964,0.116,93.191,0.911,24.721 
1339,15,2000,5.000000e-03,1.000000e-04,1.000000e+00,1207066817.862,0.000,NaN,NaN,93.191,0.911,23.879 
1339,15,2000,1.000000e-04,2.000000e-04,1.000000e+00,1191968633.017,0.777,0.666,0.717,93.200,0.909,25.274 
1339,15,2000,5.000000e-04,2.000000e-04,1.000000e+00,1198719403.409,0.255,0.930,0.400,93.200,0.911,24.592 
1339,15,2000,1.000000e-03,2.000000e-04,1.000000e+00,1204689677.588,0.057,0.969,0.107,93.200,0.911,24.975 
1339,15,2000,5.000000e-03,2.000000e-04,1.000000e+00,1206233580.618,0.000,NaN,NaN,93.200,0.912,23.906 
1339,15,2000,1.000000e-04,5.000000e-04,1.000000e+00,1190679064.883,0.766,0.672,0.716,93.222,0.911,25.738 
1339,15,2000,5.000000e-04,5.000000e-04,1.000000e+00,1197335795.320,0.250,0.931,0.394,93.222,0.912,24.799 
1339,15,2000,1.000000e-03,5.000000e-04,1.000000e+00,1203061891.688,0.051,0.968,0.097,93.222,0.913,25.372 
1339,15,2000,5.000000e-03,5.000000e-04,1.000000e+00,1204440464.995,0.000,NaN,NaN,93.222,0.913,24.304 
1339,15,2000,1.000000e-04,1.000000e-03,1.000000e+00,1189698930.951,0.765,0.675,0.717,93.249,0.912,26.123 
1339,15,2000,5.000000e-04,1.000000e-03,1.000000e+00,1196207283.027,0.241,0.930,0.382,93.249,0.914,25.254 
1339,15,2000,1.000000e-03,1.000000e-03,1.000000e+00,1201658566.775,0.048,0.966,0.091,93.249,0.914,25.366 
1339,15,2000,5.000000e-03,1.000000e-03,1.000000e+00,1202847594.078,0.000,NaN,NaN,93.249,0.914,22.907 
1339,15,2000,1.000000e-04,1.000000e-02,1.000000e+00,1190651013.519,0.607,0.639,0.623,93.383,0.917,28.076 
1339,15,2000,5.000000e-04,1.000000e-02,1.000000e+00,1196733428.511,0.158,0.932,0.270,93.383,0.918,25.403 
1339,15,2000,1.000000e-03,1.000000e-02,1.000000e+00,1200421684.984,0.020,0.976,0.039,93.383,0.918,25.302 
1339,15,2000,5.000000e-03,1.000000e-02,1.000000e+00,1200767425.637,0.000,NaN,NaN,93.383,0.918,23.629 
