rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1339,1,2000,1.000000e-04,1.000000e-04,1.000000e+00,-Inf,0.997,0.001,0.002,86.475,1.179,28.681 
1339,1,2000,5.000000e-04,1.000000e-04,1.000000e+00,-Inf,0.970,0.001,0.003,86.475,1.120,26.416 
1339,1,2000,1.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.932,0.002,0.004,86.475,1.070,25.906 
1339,1,2000,5.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.661,0.140,0.189,86.475,0.992,25.197 
1339,1,2000,1.000000e-04,2.000000e-04,1.000000e+00,-Inf,0.992,0.001,0.002,88.822,0.890,25.756 
1339,1,2000,5.000000e-04,2.000000e-04,1.000000e+00,-Inf,0.948,0.002,0.004,88.822,0.863,25.511 
1339,1,2000,1.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.894,0.005,0.010,88.822,0.852,26.237 
1339,1,2000,5.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.525,0.938,0.673,88.822,0.849,24.666 
1339,1,2000,1.000000e-04,5.000000e-04,1.000000e+00,-Inf,0.986,0.001,0.002,90.879,0.824,26.005 
1339,1,2000,5.000000e-04,5.000000e-04,1.000000e+00,-Inf,0.908,0.004,0.008,90.879,0.818,25.115 
1339,1,2000,1.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.804,0.065,0.121,90.879,0.818,24.561 
1339,1,2000,5.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.354,0.975,0.518,90.879,0.821,24.112 
1339,1,2000,1.000000e-04,1.000000e-03,1.000000e+00,-Inf,0.978,0.001,0.003,91.908,0.843,25.788 
1339,1,2000,5.000000e-04,1.000000e-03,1.000000e+00,-Inf,0.849,0.013,0.026,91.908,0.842,24.738 
1339,1,2000,1.000000e-03,1.000000e-03,1.000000e+00,-Inf,0.702,0.555,0.620,91.908,0.842,24.150 
1339,1,2000,5.000000e-03,1.000000e-03,1.000000e+00,-Inf,0.226,0.979,0.366,91.908,0.845,23.840 
1339,1,2000,1.000000e-04,1.000000e-02,1.000000e+00,599786347.925,0.848,0.002,0.005,93.396,0.917,35.532 
1339,1,2000,5.000000e-04,1.000000e-02,1.000000e+00,90937521.828,0.467,0.061,0.108,93.396,0.917,25.613 
1339,1,2000,1.000000e-03,1.000000e-02,1.000000e+00,80048954.186,0.294,0.884,0.441,93.396,0.918,25.598 
1339,1,2000,5.000000e-03,1.000000e-02,1.000000e+00,80017126.084,0.001,0.975,0.002,93.396,0.918,24.407 
