rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1339,25,2000,1.000000e-04,1.000000e-04,1.000000e+00,2160973642.588,0.708,0.006,0.013,93.222,0.911,23.631 
1339,25,2000,5.000000e-04,1.000000e-04,1.000000e+00,1998662805.378,0.161,0.945,0.276,93.222,0.913,22.270 
1339,25,2000,1.000000e-03,1.000000e-04,1.000000e+00,2006509747.112,0.014,0.980,0.027,93.222,0.913,22.609 
1339,25,2000,5.000000e-03,1.000000e-04,1.000000e+00,2006966240.413,0.000,NaN,NaN,93.222,0.913,22.966 
1339,25,2000,1.000000e-04,2.000000e-04,1.000000e+00,2146910233.595,0.706,0.007,0.014,93.228,0.912,22.102 
1339,25,2000,5.000000e-04,2.000000e-04,1.000000e+00,1998100524.125,0.158,0.945,0.271,93.228,0.913,22.583 
1339,25,2000,1.000000e-03,2.000000e-04,1.000000e+00,2005810270.515,0.013,0.982,0.025,93.228,0.913,22.359 
1339,25,2000,5.000000e-03,2.000000e-04,1.000000e+00,2006240547.631,0.000,NaN,NaN,93.228,0.913,23.045 
1339,25,2000,1.000000e-04,5.000000e-04,1.000000e+00,2089567809.275,0.703,0.011,0.021,93.244,0.912,22.095 
1339,25,2000,5.000000e-04,5.000000e-04,1.000000e+00,1996971561.473,0.157,0.946,0.269,93.244,0.914,22.386 
1339,25,2000,1.000000e-03,5.000000e-04,1.000000e+00,2004344600.954,0.011,0.978,0.022,93.244,0.914,22.365 
1339,25,2000,5.000000e-03,5.000000e-04,1.000000e+00,2004714947.618,0.000,NaN,NaN,93.244,0.914,22.945 
1339,25,2000,1.000000e-04,1.000000e-03,1.000000e+00,2009053327.783,0.699,0.039,0.075,93.261,0.913,22.080 
1339,25,2000,5.000000e-04,1.000000e-03,1.000000e+00,1996132705.008,0.153,0.942,0.263,93.261,0.915,22.359 
1339,25,2000,1.000000e-03,1.000000e-03,1.000000e+00,2003115550.862,0.010,0.974,0.020,93.261,0.915,22.286 
1339,25,2000,5.000000e-03,1.000000e-03,1.000000e+00,2003416623.251,0.000,NaN,NaN,93.261,0.915,22.871 
1339,25,2000,1.000000e-04,1.000000e-02,1.000000e+00,1984426373.763,0.545,0.524,0.534,93.382,0.917,30.986 
1339,25,2000,5.000000e-04,1.000000e-02,1.000000e+00,1997173012.418,0.097,0.944,0.176,93.382,0.918,26.396 
1339,25,2000,1.000000e-03,1.000000e-02,1.000000e+00,2001243039.809,0.002,0.975,0.004,93.382,0.918,26.268 
1339,25,2000,5.000000e-03,1.000000e-02,1.000000e+00,2001303677.040,0.000,NaN,NaN,93.382,0.918,25.250 
