rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1339,2.500000e-01,2000,1.000000e-04,1.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,1239.910,607.959,35.764 
1339,2.500000e-01,2000,5.000000e-04,1.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,1239.907,607.899,33.445 
1339,2.500000e-01,2000,1.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.999,0.001,0.002,1239.902,607.823,34.097 
1339,2.500000e-01,2000,5.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.997,0.001,0.002,1239.865,607.216,33.757 
1339,2.500000e-01,2000,1.000000e-04,2.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,661.133,352.097,34.070 
1339,2.500000e-01,2000,5.000000e-04,2.000000e-04,1.000000e+00,-Inf,0.999,0.001,0.002,661.129,352.037,33.341 
1339,2.500000e-01,2000,1.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.998,0.001,0.002,661.126,351.962,33.372 
1339,2.500000e-01,2000,5.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.993,0.001,0.002,661.095,351.362,33.354 
1339,2.500000e-01,2000,1.000000e-04,5.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,328.237,159.600,33.108 
1339,2.500000e-01,2000,5.000000e-04,5.000000e-04,1.000000e+00,-Inf,0.999,0.001,0.002,328.236,159.540,33.157 
1339,2.500000e-01,2000,1.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.997,0.001,0.002,328.235,159.466,31.861 
1339,2.500000e-01,2000,5.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.984,0.001,0.002,328.229,158.873,32.658 
1339,2.500000e-01,2000,1.000000e-04,1.000000e-03,1.000000e+00,-Inf,1.000,0.001,0.002,193.574,94.418,31.658 
1339,2.500000e-01,2000,5.000000e-04,1.000000e-03,1.000000e+00,-Inf,0.998,0.001,0.002,193.574,94.359,31.495 
1339,2.500000e-01,2000,1.000000e-04,1.000000e-02,1.000000e+00,862622301.086,0.929,0.002,0.003,93.316,0.912,37.145 
1339,2.500000e-01,2000,5.000000e-04,1.000000e-02,1.000000e+00,84818475.089,0.601,0.013,0.026,93.316,0.912,32.977 
1339,2.500000e-01,2000,1.000000e-03,1.000000e-02,1.000000e+00,91052107.655,0.428,0.009,0.017,93.316,0.912,47.082 
1339,2.500000e-01,2000,5.000000e-03,1.000000e-02,1.000000e+00,20156809.879,0.068,0.948,0.128,93.316,0.913,53.531 
