rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1339,5.000000e-01,2000,1.000000e-04,1.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,745.885,376.865,33.037 
1339,5.000000e-01,2000,5.000000e-04,1.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,745.877,376.778,31.967 
1339,5.000000e-01,2000,1.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.999,0.001,0.002,745.867,376.670,31.578 
1339,5.000000e-01,2000,5.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.993,0.001,0.002,745.789,375.804,31.080 
1339,5.000000e-01,2000,1.000000e-04,2.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,561.891,282.253,31.868 
1339,5.000000e-01,2000,5.000000e-04,2.000000e-04,1.000000e+00,-Inf,0.999,0.001,0.002,561.887,282.167,31.757 
1339,5.000000e-01,2000,1.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.998,0.001,0.002,561.883,282.059,31.474 
1339,5.000000e-01,2000,5.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.989,0.001,0.002,561.848,281.198,31.292 
1339,5.000000e-01,2000,1.000000e-04,5.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,301.153,179.488,31.128 
1339,5.000000e-01,2000,5.000000e-04,5.000000e-04,1.000000e+00,-Inf,0.998,0.001,0.002,301.149,179.403,30.610 
1339,5.000000e-01,2000,1.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.995,0.001,0.002,301.145,179.298,30.389 
1339,5.000000e-01,2000,5.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.974,0.001,0.002,301.115,178.461,31.087 
1339,5.000000e-01,2000,1.000000e-04,1.000000e-03,1.000000e+00,-Inf,1.000,0.001,0.002,140.967,56.033,28.427 
1339,5.000000e-01,2000,5.000000e-04,1.000000e-03,1.000000e+00,-Inf,0.996,0.001,0.002,140.967,55.949,28.429 
1339,5.000000e-01,2000,1.000000e-03,1.000000e-03,1.000000e+00,-Inf,0.991,0.001,0.002,140.967,55.845,28.281 
1339,5.000000e-01,2000,5.000000e-03,1.000000e-03,1.000000e+00,-Inf,0.944,0.001,0.002,140.967,55.029,28.570 
1339,5.000000e-01,2000,1.000000e-04,1.000000e-02,1.000000e+00,730848696.177,0.901,0.002,0.004,93.375,0.916,30.274 
1339,5.000000e-01,2000,5.000000e-04,1.000000e-02,1.000000e+00,40846308.759,0.515,0.660,0.578,93.375,0.916,24.504 
1339,5.000000e-01,2000,1.000000e-03,1.000000e-02,1.000000e+00,40359676.131,0.351,0.857,0.498,93.375,0.917,23.635 
1339,5.000000e-01,2000,5.000000e-03,1.000000e-02,1.000000e+00,40034326.883,0.018,0.964,0.036,93.375,0.917,23.548 
