rd_seed,L,p,N,Lamb,Epsilon0,Recall,Precision,F1 score, max Error, norm Error, BIC,runtime(s)
1998,10,250,5000,100,0.1,0,NA,NA,0.385738645854353,1,Inf,27.852
1998,10,250,5000,93.2930402628469,0.1,0,NA,NA,0.385738645854353,1,Inf,27.376
1998,10,250,5000,87.0359136148516,0.1,0,NA,NA,0.385738645854353,1,Inf,27.671
1998,10,250,5000,81.1984499318401,0.1,0,NA,NA,0.385738645854353,1,Inf,27.624
1998,10,250,5000,75.7525025877191,0.1,0,NA,NA,0.385738645854353,1,Inf,27.484
1998,10,250,5000,70.6718127392749,0.1,0,NA,NA,0.385738645854353,1,Inf,27.527
1998,10,250,5000,65.9318827133355,0.1,0,NA,NA,0.385738645854353,1,Inf,27.496
1998,10,250,5000,61.509857885805,0.1,0,NA,NA,0.385738645854353,1,Inf,27.304
1998,10,250,5000,57.384416483024,0.1,0,NA,NA,0.385738645854353,1,Inf,27.409
1998,10,250,5000,53.5356667741072,0.1,0,NA,NA,0.385738645854353,1,Inf,27.26
1998,10,250,5000,49.9450511585514,0.1,0,NA,NA,0.385738645854353,1,Inf,27.366
1998,10,250,5000,46.5952566866468,0.1,0,NA,NA,0.385738645854353,1,Inf,27.514
1998,10,250,5000,43.4701315812502,0.1,0,NA,NA,0.385738645854353,1,Inf,27.562
1998,10,250,5000,40.5546073584083,0.1,0,NA,NA,0.385738645854353,1,Inf,27.481
1998,10,250,5000,37.8346261713193,0.1,0,NA,NA,0.385738645854353,1,Inf,27.422
1998,10,250,5000,35.2970730273065,0.1,0,NA,NA,0.385738645854353,1,Inf,27.252
1998,10,250,5000,32.9297125509715,0.1,0,NA,NA,0.385738645854353,1,Inf,27.454
1998,10,250,5000,30.7211299886176,0.1,0,NA,NA,0.385738645854353,1,Inf,27.275
1998,10,250,5000,28.6606761694825,0.1,0,NA,NA,0.385738645854353,1,27066756.4319102,27.3620000000001
1998,10,250,5000,26.7384161583995,0.1,0,NA,NA,0.385738645854353,1,22842006.0364332,27.509
1998,10,250,5000,24.9450813523032,0.1,0,NA,NA,0.385738645854353,1,20270952.2019367,27.548
1998,10,250,5000,23.2720247896041,0.1,0,NA,NA,0.385738645854353,1,18517609.3637188,27.461
1998,10,250,5000,21.711179456945,0.1,3.17863954227591e-05,NA,NA,0.387423764273618,1.00017764499486,17249978.802047,27.326
1998,10,250,5000,20.2550193923067,0.1,3.17863954227591e-05,NA,NA,0.39172965148999,1.00065531906113,16297630.0767065,27.2230000000001
1998,10,250,5000,18.8965233969121,0.1,3.17863954227591e-05,NA,NA,0.395746744584433,1.00113139351068,15564675.2521074,27.5319999999999
1998,10,250,5000,17.6291411809595,0.1,3.17863954227591e-05,NA,NA,0.399494412862427,1.00160165745188,14990277.5117553,27.449
1998,10,250,5000,16.4467617799466,0.1,3.17863954227591e-05,NA,NA,0.402990726537935,1.00206280026618,14533985.3173858,27.337
1998,10,250,5000,15.3436840893001,0.1,9.68202688618298e-05,NA,NA,0.408240779371698,1.00264144885406,14169637.1304883,27.282
1998,10,250,5000,14.3145893752348,0.1,0.000133383340159819,NA,NA,0.419494897872577,1.00371817625042,13873878.8544309,27.297
1998,10,250,5000,13.354515629299,0.1,0.000133383340159819,NA,NA,0.43137767806498,1.00491578602764,13632063.7982486,27.3810000000001
