t,rd_seed,p,n,nu_0,mu,gamma,precision,recall,F1,Time,BIC,BIC_mean
3,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.7866959939605587,0.6058744355283261,0.6845184395648556,8.47564468383789,3744601.5444426974,3744601.5444426974
5,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.8317487277118069,0.5451929883066298,0.6586355489709708,17.008014726638795,6244982.366157996,6244982.366157996
10,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.8651338723719905,0.5416124857917801,0.6661678308815764,31.982904195785522,12492297.747666933,12492297.747666933
20,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.926395605342307,0.5184389161181939,0.6648091837876934,82.23163931369781,24998134.002584476,24998134.00258448
50,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.9952137117012116,0.24395951980848157,0.3918488178626573,38.454467272758485,62502154.58020212,62502154.5802021
100,1339.0,250.0,5000.0,0.00042000000000000007,0.001,1.0,0.9974926093844172,0.21737422076351703,0.3569537781214028,36.04012019634247,125004032.42524552,125004032.42524552
