t,rd_seed,p,n,nu_0,mu,gamma,precision,recall,F1,Time,BIC,BIC_mean
3,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.9133859341710518,0.6914441416893733,0.7870550186647518,22.79036283493042,3729870.057715899,3728982.4091456444
5,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.9324654602178937,0.6476893640751495,0.7644067374914221,43.44210805892944,6223998.952696519,6223083.970730226
10,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.9313151336205528,0.6442518397383483,0.7616282681238273,84.92868084907532,12447825.401310872,12447615.576357612
20,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.933287084650083,0.6238699046333195,0.7478350891884086,183.98240423202515,24951634.9373023,24951822.9195965
50,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.9366054616485042,0.5806187873562413,0.7168490786546103,602.5176614761352,62471070.41331556,62470864.18387957
100,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.9331882410556798,0.5694537563489874,0.7072972719260897,1572.3673261642457,124972564.92275822,124972001.09489512
