T,p,N,Lamb1,Lamb2,Recall_1,Precision_1,F1 score-1,Recall_2,Precision_2,F1 score-2,Recall_3,Precision_3,F1 score-3,Recall_avg,Precision_avg,F1 score-avg, BIC,runtime(s), total edges(directed)
3,65,1000,100,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.567,0
3,65,1000,91.1588829975082,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.498,0
3,65,1000,83.099419493534,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.534,0
3,65,1000,75.7525025877191,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.496,0
3,65,1000,69.0551352016233,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.504,0
3,65,1000,62.9498899022189,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.501,0
3,65,1000,57.384416483024,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.503,0
3,65,1000,52.3109930805626,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.499000000000001,0
3,65,1000,47.6861169771447,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.499000000000001,0
3,65,1000,43.4701315812502,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.512,0
3,65,1000,39.6268863870148,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.547,0
3,65,1000,36.1234269970943,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.509,0
3,65,1000,32.9297125509715,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.563000000000001,0
3,65,1000,30.0183581357559,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.478,0
3,65,1000,27.3643999707467,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.465,0
3,65,1000,24.9450813523032,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.51,0
3,65,1000,22.7396575235793,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.492000000000001,0
3,65,1000,20.7292177959537,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.486999999999998,0
3,65,1000,18.8965233969121,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.486000000000001,0
3,65,1000,17.2258596539879,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-222315.917920722,0.481,0
