T,p,N,Lamb1,Lamb2,Recall_1,Precision_1,F1 score-1,Recall_2,Precision_2,F1 score-2,Recall_3,Precision_3,F1 score-3,Recall_avg,Precision_avg,F1 score-avg, BIC,runtime(s), total edges(directed)
3,65,200,0.00217111794569451,1,0.585774058577406,0.253623188405797,0.353982300884956,0.571969696969697,0.273550724637681,0.370098039215686,0.586805555555556,0.306159420289855,0.402380952380952,0.58151643703422,0.277777777777778,0.375487097493865,876830.297795615,10.752,6972
3,65,200,0.00197916686785356,1,0.615062761506276,0.257894736842105,0.363411619283066,0.59469696969697,0.275438596491228,0.376498800959233,0.600694444444444,0.303508771929825,0.403263403263403,0.603484725215897,0.278947368421053,0.381057941168567,914986.655235606,10.696,7260
3,65,200,0.00180418640939207,1,0.648535564853556,0.258764607679466,0.369928400954654,0.636363636363636,0.280467445742905,0.389339513325608,0.628472222222222,0.302170283806344,0.408117249154453,0.637790474479805,0.280467445742905,0.389128387811572,961902.320841799,10.726,7614
3,65,200,0.00164467617799466,1,0.682008368200837,0.2608,0.377314814814815,0.659090909090909,0.2784,0.391451068616423,0.65625,0.3024,0.414019715224535,0.665783092430582,0.280533333333333,0.394261866218591,1010414.08389871,10.703,7980
3,65,200,0.00149926843278604,1,0.707112970711297,0.258409785932722,0.378499440089586,0.678030303030303,0.273700305810398,0.389978213507625,0.680555555555556,0.299694189602446,0.416135881104034,0.688566276432385,0.277268093781855,0.394871178233748,1061317.00195324,10.738,8364
3,65,200,0.00136671635646201,1,0.732217573221757,0.256222547584187,0.379609544468547,0.715909090909091,0.276720351390922,0.399155227032735,0.725694444444444,0.306002928257687,0.43048403707518,0.724607036191764,0.279648609077599,0.403082936192154,1102672.58015748,10.708,8676
3,65,200,0.00124588336429501,1,0.761506276150628,0.258522727272727,0.386002120890774,0.734848484848485,0.275568181818182,0.400826446280992,0.746527777777778,0.305397727272727,0.433467741935484,0.74762751292563,0.279829545454545,0.406765436369083,1142439.63619357,10.708,8976
3,65,200,0.00113573335834311,1,0.761506276150628,0.252777777777778,0.37956204379562,0.734848484848485,0.269444444444444,0.394308943089431,0.746527777777778,0.298611111111111,0.426587301587302,0.74762751292563,0.273611111111111,0.400152762824118,1175046.75481589,10.703,9222
3,65,200,0.00103532184329566,1,0.794979079497908,0.255720053835801,0.386965376782077,0.761363636363636,0.270524899057873,0.399205561072493,0.767361111111111,0.297442799461642,0.428709990300679,0.774567942324218,0.274562584118439,0.404960309385083,1212431.91949508,10.698,9504
3,65,200,0.000943787827777537,1,0.815899581589958,0.255905511811024,0.38961038961039,0.776515151515151,0.269028871391076,0.399610136452242,0.784722222222222,0.296587926509186,0.430476190476191,0.792378985109111,0.273840769903762,0.406565572179607,1241860.56291688,10.673,9726
3,65,200,0.000860346441668451,1,0.832635983263598,0.254475703324808,0.389813907933399,0.799242424242424,0.269820971867008,0.403441682600382,0.805555555555556,0.296675191815857,0.433644859813084,0.812477987687193,0.273657289002558,0.408966816782288,1275270.8035256,10.7219999999999,9978
3,65,200,0.000784282206133768,1,0.836820083682008,0.251256281407035,0.386473429951691,0.810606060606061,0.268844221105528,0.40377358490566,0.826388888888889,0.298994974874372,0.439114391143911,0.824605011058986,0.273031825795645,0.409787135333754,1303111.77068688,10.681,10188
3,65,200,0.000714942898659758,1,0.845188284518828,0.25,0.385864374403056,0.814393939393939,0.266089108910891,0.401119402985075,0.833333333333333,0.297029702970297,0.437956204379562,0.830971852415367,0.271039603960396,0.408313327255898,1323791.40803355,10.7099999999999,10344
3,65,200,0.000651733960488242,1,0.857740585774059,0.249695493300853,0.386792452830189,0.825757575757576,0.265529841656516,0.40184331797235,0.84375,0.295980511571255,0.438232642019838,0.842416053843878,0.270401948842875,0.408956137607459,1351635.64076523,10.708,10554
3,65,200,0.000594113398496503,1,0.878661087866109,0.25,0.389249304911956,0.856060606060606,0.269047619047619,0.409420289855072,0.864583333333333,0.296428571428571,0.441489361702128,0.866435009086683,0.271825396825397,0.413386318823052,1385052.45219821,10.6809999999999,10806
3,65,200,0.000541587137807948,1,0.899581589958159,0.252941176470588,0.39485766758494,0.875,0.271764705882353,0.414721723518851,0.881944444444444,0.298823529411765,0.446397188049209,0.885508678134201,0.274509803921569,0.418658859717667,1404144.31448897,10.7049999999999,10950
3,65,200,0.0004937047852839,1,0.899581589958159,0.25175644028103,0.393412625800549,0.878787878787879,0.271662763466042,0.415026833631485,0.885416666666667,0.298594847775176,0.446584938704028,0.887928711804235,0.274004683840749,0.418341466045354,1420849.57143603,10.648,11076
3,65,200,0.00045005576757005,1,0.903765690376569,0.25,0.391659111514053,0.893939393939394,0.273148148148148,0.418439716312057,0.895833333333333,0.298611111111111,0.447916666666667,0.897846139216432,0.27391975308642,0.419338498164259,1443922.9567137,10.6700000000001,11250
3,65,200,0.000410265810582719,1,0.912133891213389,0.25,0.392439243924392,0.901515151515151,0.272935779816514,0.419014084507042,0.902777777777778,0.298165137614679,0.448275862068966,0.905475606835439,0.273700305810398,0.4199097301668,1459834.14134085,10.683,11370
3,65,200,0.000373993730247879,1,0.916317991631799,0.248581157775255,0.391071428571429,0.909090909090909,0.272417707150965,0.419213973799127,0.90625,0.296254256526674,0.446535500427716,0.910552966907569,0.272417707150965,0.418940300932757,1474950.17738282,10.676,11484
3,65,200,0.000340928506974681,1,0.928870292887029,0.25,0.39396628216504,0.924242424242424,0.274774774774775,0.423611111111111,0.920138888888889,0.298423423423423,0.450680272108843,0.924417202006114,0.274399399399399,0.422752555128332,1484495.61225908,10.696,11556
3,65,200,0.000310786618778201,1,0.937238493723849,0.249721293199554,0.394366197183099,0.943181818181818,0.277591973244147,0.428940568475452,0.9375,0.301003344481605,0.455696202531646,0.939306770635222,0.276105536975102,0.426334322730065,1498021.11150517,10.7959999999999,11658
3,65,200,0.000283309610183932,1,0.941422594142259,0.25,0.395083406496927,0.943181818181818,0.276666666666667,0.427835051546392,0.940972222222222,0.301111111111111,0.456228956228956,0.9418588781821,0.275925925925926,0.426382471424092,1505179.96811186,10.726,11712
