T,p,N,Lamb1,Lamb2,Recall_1,Precision_1,F1 score-1,Recall_2,Precision_2,F1 score-2,Recall_3,Precision_3,F1 score-3,Recall_avg,Precision_avg,F1 score-avg, BIC,runtime(s), total edges(directed)
3,65,2000,100,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.631,0
3,65,2000,91.1588829975082,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.55,0
3,65,2000,83.099419493534,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.543,0
3,65,2000,75.7525025877191,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.559,0
3,65,2000,69.0551352016233,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.551,0
3,65,2000,62.9498899022189,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.566,0
3,65,2000,57.384416483024,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.571,0
3,65,2000,52.3109930805626,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.612,0
3,65,2000,47.6861169771447,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.618,0
3,65,2000,43.4701315812502,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.511,0
3,65,2000,39.6268863870148,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.522,0
3,65,2000,36.1234269970943,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.558,0
3,65,2000,32.9297125509715,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.524999999999999,0
3,65,2000,30.0183581357559,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.526,0
3,65,2000,27.3643999707467,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.529,0
3,65,2000,24.9450813523032,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.529,0
3,65,2000,22.7396575235793,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.528,0
3,65,2000,20.7292177959537,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.526,0
3,65,2000,18.8965233969121,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.564,0
3,65,2000,17.2258596539879,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.591000000000001,0
3,65,2000,15.7029012472938,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.514000000000001,0
3,65,2000,14.3145893752348,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.523,0
3,65,2000,13.049019780144,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.565000000000001,0
3,65,2000,11.8953406737032,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.500999999999999,0
3,65,2000,10.8436596868961,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.504999999999999,0
3,65,2000,9.88495904662559,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.523000000000001,0
3,65,2000,9.01101825166502,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.548000000000002,0
3,65,2000,8.21434358491943,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.526000000000003,0
3,65,2000,7.48810385759002,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.526999999999997,0
3,65,2000,6.82607183427239,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.532999999999998,0
3,65,2000,6.22257083673023,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-441194.1268059,0.519000000000002,0
