rd_seed,L,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, max Error, norm Error, BIC (last pop),runtime,AUPRC
"1997","10","250","5000","0.0224754472449749","NA","0.999619657866158","0.100371007391963","0.1823250624982","0.0933644983179464","1.0331055182783","NA","16.739","0.141776181062319"
