rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1341,15,2000,1.000000e-04,1.000000e-04,1.000000e+00,1192551915.806,0.778,0.666,0.717,93.192,0.909,26.723 
1341,15,2000,5.000000e-04,1.000000e-04,1.000000e+00,1199359663.279,0.259,0.930,0.405,93.192,0.910,23.644 
1341,15,2000,1.000000e-03,1.000000e-04,1.000000e+00,1205413259.914,0.061,0.965,0.115,93.192,0.911,22.661 
1341,15,2000,5.000000e-03,1.000000e-04,1.000000e+00,1207027831.227,0.000,NaN,NaN,93.192,0.911,21.291 
1341,15,2000,1.000000e-04,2.000000e-04,1.000000e+00,1191927382.551,0.773,0.668,0.716,93.201,0.909,22.640 
1341,15,2000,5.000000e-04,2.000000e-04,1.000000e+00,1198694336.613,0.257,0.931,0.402,93.201,0.911,20.703 
1341,15,2000,1.000000e-03,2.000000e-04,1.000000e+00,1204647819.221,0.056,0.964,0.106,93.201,0.911,23.056 
1341,15,2000,5.000000e-03,2.000000e-04,1.000000e+00,1206194486.424,0.000,NaN,NaN,93.201,0.912,18.362 
1341,15,2000,1.000000e-04,5.000000e-04,1.000000e+00,1190675129.985,0.769,0.668,0.715,93.223,0.911,21.461 
1341,15,2000,5.000000e-04,5.000000e-04,1.000000e+00,1197306407.075,0.250,0.931,0.394,93.223,0.912,19.816 
1341,15,2000,1.000000e-03,5.000000e-04,1.000000e+00,1203023070.981,0.051,0.966,0.098,93.223,0.913,19.823 
1341,15,2000,5.000000e-03,5.000000e-04,1.000000e+00,1204401469.192,0.000,NaN,NaN,93.223,0.913,18.768 
1341,15,2000,1.000000e-04,1.000000e-03,1.000000e+00,1189669532.887,0.760,0.673,0.714,93.250,0.912,21.005 
1341,15,2000,5.000000e-04,1.000000e-03,1.000000e+00,1196175247.095,0.239,0.929,0.380,93.250,0.914,19.707 
1341,15,2000,1.000000e-03,1.000000e-03,1.000000e+00,1201621029.128,0.047,0.968,0.090,93.250,0.914,19.859 
1341,15,2000,5.000000e-03,1.000000e-03,1.000000e+00,1202809218.302,0.000,NaN,NaN,93.250,0.914,18.683 
1341,15,2000,1.000000e-04,1.000000e-02,1.000000e+00,1190613903.904,0.600,0.636,0.618,93.384,0.917,29.791 
1341,15,2000,5.000000e-04,1.000000e-02,1.000000e+00,1196704250.839,0.157,0.932,0.268,93.384,0.918,25.430 
1341,15,2000,1.000000e-03,1.000000e-02,1.000000e+00,1200390741.375,0.021,0.970,0.041,93.384,0.918,25.748 
1341,15,2000,5.000000e-03,1.000000e-02,1.000000e+00,1200730160.222,0.000,NaN,NaN,93.384,0.918,23.435 
