rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1341,25,2000,1.000000e-04,1.000000e-04,1.000000e+00,2161191539.115,0.710,0.006,0.013,93.224,0.911,24.436 
1341,25,2000,5.000000e-04,1.000000e-04,1.000000e+00,1998647377.794,0.164,0.943,0.280,93.224,0.913,22.777 
1341,25,2000,1.000000e-03,1.000000e-04,1.000000e+00,2006507541.769,0.015,0.976,0.029,93.224,0.913,22.680 
1341,25,2000,5.000000e-03,1.000000e-04,1.000000e+00,2006962644.248,0.000,NaN,NaN,93.224,0.913,23.509 
1341,25,2000,1.000000e-04,2.000000e-04,1.000000e+00,2147028944.605,0.710,0.007,0.014,93.230,0.912,22.711 
1341,25,2000,5.000000e-04,2.000000e-04,1.000000e+00,1998084456.951,0.161,0.946,0.275,93.230,0.913,22.934 
1341,25,2000,1.000000e-03,2.000000e-04,1.000000e+00,2005808626.088,0.013,0.980,0.026,93.230,0.913,22.976 
1341,25,2000,5.000000e-03,2.000000e-04,1.000000e+00,2006237372.401,0.000,NaN,NaN,93.230,0.913,23.672 
1341,25,2000,1.000000e-04,5.000000e-04,1.000000e+00,2089394702.727,0.709,0.011,0.021,93.246,0.912,23.024 
1341,25,2000,5.000000e-04,5.000000e-04,1.000000e+00,1996953815.312,0.158,0.944,0.270,93.246,0.914,22.959 
1341,25,2000,1.000000e-03,5.000000e-04,1.000000e+00,2004344912.071,0.012,0.980,0.023,93.246,0.914,22.856 
1341,25,2000,5.000000e-03,5.000000e-04,1.000000e+00,2004712449.496,0.000,NaN,NaN,93.246,0.914,23.501 
1341,25,2000,1.000000e-04,1.000000e-03,1.000000e+00,2009105531.429,0.702,0.039,0.075,93.263,0.913,22.606 
1341,25,2000,5.000000e-04,1.000000e-03,1.000000e+00,1996107060.305,0.149,0.944,0.257,93.263,0.915,25.275 
1341,25,2000,1.000000e-03,1.000000e-03,1.000000e+00,2003115024.809,0.010,0.978,0.021,93.263,0.915,22.605 
1341,25,2000,5.000000e-03,1.000000e-03,1.000000e+00,2003414335.801,0.000,NaN,NaN,93.263,0.915,23.090 
1341,25,2000,1.000000e-04,1.000000e-02,1.000000e+00,1984358694.855,0.537,0.528,0.533,93.383,0.917,25.747 
1341,25,2000,5.000000e-04,1.000000e-02,1.000000e+00,1997155427.373,0.097,0.944,0.176,93.383,0.918,24.182 
1341,25,2000,1.000000e-03,1.000000e-02,1.000000e+00,2001237448.954,0.002,0.975,0.003,93.383,0.918,24.902 
1341,25,2000,5.000000e-03,1.000000e-02,1.000000e+00,2001300758.197,0.000,NaN,NaN,93.383,0.918,24.906 
