rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1341,5,2000,1.000000e-04,1.000000e-04,1.000000e+00,519755474.811,0.894,0.012,0.024,93.003,0.897,27.977 
1341,5,2000,5.000000e-04,1.000000e-04,1.000000e+00,408525311.275,0.501,0.887,0.640,93.003,0.898,23.041 
1341,5,2000,1.000000e-03,1.000000e-04,1.000000e+00,410294433.806,0.262,0.942,0.410,93.003,0.899,23.353 
1341,5,2000,5.000000e-03,1.000000e-04,1.000000e+00,413272060.824,0.000,NaN,NaN,93.003,0.900,23.126 
1341,5,2000,1.000000e-04,2.000000e-04,1.000000e+00,507393000.316,0.890,0.014,0.027,93.027,0.898,26.396 
1341,5,2000,5.000000e-04,2.000000e-04,1.000000e+00,406966994.180,0.495,0.889,0.636,93.027,0.899,24.349 
1341,5,2000,1.000000e-03,2.000000e-04,1.000000e+00,408708504.573,0.259,0.942,0.406,93.027,0.900,24.618 
1341,5,2000,5.000000e-03,2.000000e-04,1.000000e+00,411528764.237,0.000,NaN,NaN,93.027,0.901,24.956 
1341,5,2000,1.000000e-04,5.000000e-04,1.000000e+00,472596483.348,0.883,0.019,0.038,93.087,0.902,26.636 
1341,5,2000,5.000000e-04,5.000000e-04,1.000000e+00,403622907.587,0.477,0.886,0.620,93.087,0.903,23.776 
1341,5,2000,1.000000e-03,5.000000e-04,1.000000e+00,405265111.561,0.237,0.943,0.379,93.087,0.904,24.104 
1341,5,2000,5.000000e-03,5.000000e-04,1.000000e+00,407747547.389,0.000,NaN,NaN,93.087,0.904,24.549 
1341,5,2000,1.000000e-04,1.000000e-03,1.000000e+00,430794356.821,0.879,0.042,0.081,93.156,0.906,26.248 
1341,5,2000,5.000000e-04,1.000000e-03,1.000000e+00,400626282.512,0.461,0.883,0.605,93.156,0.907,23.529 
1341,5,2000,1.000000e-03,1.000000e-03,1.000000e+00,402151029.859,0.216,0.941,0.351,93.156,0.908,23.668 
1341,5,2000,5.000000e-03,1.000000e-03,1.000000e+00,404259829.791,0.000,NaN,NaN,93.156,0.908,23.556 
1341,5,2000,1.000000e-04,1.000000e-02,1.000000e+00,413614714.657,0.710,0.064,0.118,93.388,0.917,35.913 
1341,5,2000,5.000000e-04,1.000000e-02,1.000000e+00,398274069.416,0.304,0.888,0.453,93.388,0.917,21.850 
1341,5,2000,1.000000e-03,1.000000e-02,1.000000e+00,399421334.236,0.117,0.939,0.207,93.388,0.918,21.169 
1341,5,2000,5.000000e-03,1.000000e-02,1.000000e+00,400245779.726,0.000,NaN,NaN,93.388,0.918,20.104 
