rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1341,10,2000,1.000000e-04,1.000000e-04,1.000000e+00,810632553.339,0.818,0.091,0.164,93.148,0.906,26.199 
1341,10,2000,5.000000e-04,1.000000e-04,1.000000e+00,801475080.725,0.338,0.919,0.494,93.148,0.907,21.633 
1341,10,2000,1.000000e-03,1.000000e-04,1.000000e+00,805700262.361,0.117,0.960,0.209,93.148,0.908,21.666 
1341,10,2000,5.000000e-03,1.000000e-04,1.000000e+00,808087468.044,0.000,NaN,NaN,93.148,0.908,22.407 
1341,10,2000,1.000000e-04,2.000000e-04,1.000000e+00,808520671.719,0.814,0.100,0.178,93.161,0.907,23.764 
1341,10,2000,5.000000e-04,2.000000e-04,1.000000e+00,800628119.164,0.333,0.919,0.489,93.161,0.908,22.097 
1341,10,2000,1.000000e-03,2.000000e-04,1.000000e+00,804784084.807,0.111,0.962,0.199,93.161,0.909,21.042 
1341,10,2000,5.000000e-03,2.000000e-04,1.000000e+00,807077149.844,0.000,NaN,NaN,93.161,0.909,21.912 
1341,10,2000,1.000000e-04,5.000000e-04,1.000000e+00,802967332.040,0.814,0.141,0.241,93.192,0.909,23.781 
1341,10,2000,5.000000e-04,5.000000e-04,1.000000e+00,798819877.318,0.321,0.918,0.475,93.192,0.910,21.888 
1341,10,2000,1.000000e-03,5.000000e-04,1.000000e+00,802819414.306,0.105,0.961,0.189,93.192,0.911,21.437 
1341,10,2000,5.000000e-03,5.000000e-04,1.000000e+00,804876587.201,0.000,NaN,NaN,93.192,0.911,22.088 
1341,10,2000,1.000000e-04,1.000000e-03,1.000000e+00,796786219.813,0.800,0.287,0.423,93.229,0.911,23.606 
1341,10,2000,5.000000e-04,1.000000e-03,1.000000e+00,797275523.975,0.312,0.920,0.466,93.229,0.912,21.961 
1341,10,2000,1.000000e-03,1.000000e-03,1.000000e+00,801067993.291,0.094,0.962,0.171,93.229,0.913,21.171 
1341,10,2000,5.000000e-03,1.000000e-03,1.000000e+00,802871622.143,0.000,NaN,NaN,93.229,0.913,21.897 
1341,10,2000,1.000000e-04,1.000000e-02,1.000000e+00,794230516.588,0.643,0.604,0.623,93.384,0.917,31.121 
1341,10,2000,5.000000e-04,1.000000e-02,1.000000e+00,797097137.700,0.213,0.925,0.347,93.384,0.917,24.719 
1341,10,2000,1.000000e-03,1.000000e-02,1.000000e+00,799794196.790,0.049,0.967,0.093,93.384,0.918,23.387 
1341,10,2000,5.000000e-03,1.000000e-02,1.000000e+00,800474586.385,0.000,NaN,NaN,93.384,0.918,25.898 
