rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1341,20,2000,1.000000e-04,1.000000e-04,1.000000e+00,1756708924.573,0.736,0.007,0.014,93.210,0.910,26.543 
1341,20,2000,5.000000e-04,1.000000e-04,1.000000e+00,1598644124.935,0.198,0.942,0.327,93.210,0.912,23.797 
1341,20,2000,1.000000e-03,1.000000e-04,1.000000e+00,1605921832.503,0.030,0.977,0.059,93.210,0.912,22.022 
1341,20,2000,5.000000e-03,1.000000e-04,1.000000e+00,1606835937.447,0.000,NaN,NaN,93.210,0.912,22.327 
1341,20,2000,1.000000e-04,2.000000e-04,1.000000e+00,1746835112.517,0.734,0.007,0.015,93.217,0.911,23.530 
1341,20,2000,5.000000e-04,2.000000e-04,1.000000e+00,1598052664.108,0.197,0.941,0.325,93.217,0.912,24.204 
1341,20,2000,1.000000e-03,2.000000e-04,1.000000e+00,1605213102.385,0.030,0.979,0.059,93.217,0.913,25.239 
1341,20,2000,5.000000e-03,2.000000e-04,1.000000e+00,1606075399.043,0.000,NaN,NaN,93.217,0.913,23.767 
1341,20,2000,1.000000e-04,5.000000e-04,1.000000e+00,1701065922.234,0.731,0.010,0.020,93.235,0.912,23.333 
1341,20,2000,5.000000e-04,5.000000e-04,1.000000e+00,1596835143.632,0.191,0.942,0.318,93.235,0.913,24.338 
1341,20,2000,1.000000e-03,5.000000e-04,1.000000e+00,1603706245.463,0.026,0.979,0.052,93.235,0.914,23.887 
1341,20,2000,5.000000e-03,5.000000e-04,1.000000e+00,1604458217.236,0.000,NaN,NaN,93.235,0.914,24.868 
1341,20,2000,1.000000e-04,1.000000e-03,1.000000e+00,1622343638.234,0.727,0.031,0.059,93.256,0.913,26.248 
1341,20,2000,5.000000e-04,1.000000e-03,1.000000e+00,1595887914.413,0.185,0.941,0.309,93.256,0.914,22.904 
1341,20,2000,1.000000e-03,1.000000e-03,1.000000e+00,1602417518.481,0.023,0.977,0.044,93.256,0.915,23.333 
1341,20,2000,5.000000e-03,1.000000e-03,1.000000e+00,1603053081.053,0.000,NaN,NaN,93.256,0.915,23.854 
1341,20,2000,1.000000e-04,1.000000e-02,1.000000e+00,1587584868.079,0.577,0.529,0.552,93.382,0.917,27.292 
1341,20,2000,5.000000e-04,1.000000e-02,1.000000e+00,1596789760.545,0.124,0.941,0.220,93.382,0.918,25.321 
1341,20,2000,1.000000e-03,1.000000e-02,1.000000e+00,1600857827.982,0.006,0.976,0.013,93.382,0.918,25.265 
1341,20,2000,5.000000e-03,1.000000e-02,1.000000e+00,1601008394.346,0.000,NaN,NaN,93.382,0.918,23.841 
