rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1341,30,2000,1.000000e-04,1.000000e-04,1.000000e+00,2398223572.008,0.678,0.055,0.102,93.230,0.912,25.214 
1341,30,2000,5.000000e-04,1.000000e-04,1.000000e+00,2399000306.449,0.135,0.949,0.237,93.230,0.913,23.712 
1341,30,2000,1.000000e-03,1.000000e-04,1.000000e+00,2406945417.407,0.006,0.974,0.012,93.230,0.914,23.507 
1341,30,2000,5.000000e-03,1.000000e-04,1.000000e+00,2407155121.667,0.000,NaN,NaN,93.230,0.914,23.980 
1341,30,2000,1.000000e-04,2.000000e-04,1.000000e+00,2390969828.681,0.674,0.082,0.147,93.235,0.912,23.382 
1341,30,2000,5.000000e-04,2.000000e-04,1.000000e+00,2398455617.062,0.133,0.948,0.233,93.235,0.913,23.433 
1341,30,2000,1.000000e-03,2.000000e-04,1.000000e+00,2406251103.616,0.006,0.972,0.011,93.235,0.914,23.221 
1341,30,2000,5.000000e-03,2.000000e-04,1.000000e+00,2406447727.788,0.000,NaN,NaN,93.235,0.914,24.227 
1341,30,2000,1.000000e-04,5.000000e-04,1.000000e+00,2380275352.143,0.675,0.306,0.421,93.248,0.913,23.524 
1341,30,2000,5.000000e-04,5.000000e-04,1.000000e+00,2397369432.079,0.131,0.949,0.230,93.248,0.914,24.001 
1341,30,2000,1.000000e-03,5.000000e-04,1.000000e+00,2404810513.870,0.006,0.972,0.011,93.248,0.915,23.405 
1341,30,2000,5.000000e-03,5.000000e-04,1.000000e+00,2404975554.795,0.000,NaN,NaN,93.248,0.915,24.098 
1341,30,2000,1.000000e-04,1.000000e-03,1.000000e+00,2377795111.724,0.669,0.661,0.665,93.264,0.914,23.851 
1341,30,2000,5.000000e-04,1.000000e-03,1.000000e+00,2396576495.259,0.122,0.950,0.216,93.264,0.915,24.700 
1341,30,2000,1.000000e-03,1.000000e-03,1.000000e+00,2403613380.741,0.004,0.971,0.008,93.264,0.915,23.691 
1341,30,2000,5.000000e-03,1.000000e-03,1.000000e+00,2403745585.197,0.000,NaN,NaN,93.264,0.915,24.606 
1341,30,2000,1.000000e-04,1.000000e-02,1.000000e+00,2380907957.056,0.510,0.661,0.576,93.382,0.917,25.685 
1341,30,2000,5.000000e-04,1.000000e-02,1.000000e+00,2397581166.283,0.078,0.950,0.144,93.382,0.918,21.220 
1341,30,2000,1.000000e-03,1.000000e-02,1.000000e+00,2401490354.566,0.001,0.983,0.002,93.382,0.918,20.767 
1341,30,2000,5.000000e-03,1.000000e-02,1.000000e+00,2401509823.173,0.000,NaN,NaN,93.382,0.918,23.731 
