rand_seed,t,p,n,nu_0,mu,gamma,bic value,precision,recall,F1,Time(min)
1341,20,2000,40000.0,0.001,0.0001,1,1586903999.9843345,0.8177301255230126,0.3928391959798995,0.5307196198234895,63.655180687884176
1341,20,2000,40000.0,0.0005,0.0001,1,1580055506.7465363,0.6871874320504457,0.635251256281407,0.6601994986421558,65.00204586078569
1341,20,2000,40000.0,0.0001,0.0001,1,1576713314.9088528,0.5732507288629738,0.9090201005025126,0.7031055659203981,65.30893204179593
1341,20,2000,40000.0,0.0002,0.0001,1,1577286922.9883256,0.5815639387067959,0.8506030150753768,0.6908133697914541,65.71117283099642
1341,20,2000,40000.0,0.001,0.0002,1,1586903683.8894868,0.8670950693652033,0.3627638190954774,0.5115232679669094,63.56861175251348
1341,20,2000,40000.0,0.0005,0.0002,1,1579887713.424082,0.7630447339708619,0.5974371859296482,0.6701614948845862,64.50472504538484
1341,20,2000,40000.0,0.0001,0.0002,1,1576282954.7815957,0.6758518289978596,0.8806281407035176,0.7647694170785193,65.12491425328578
1341,20,2000,40000.0,0.0002,0.0002,1,1576849462.77694,0.6858825780934357,0.810427135678392,0.7429716562820321,65.42868318622932
1341,20,2000,40000.0,0.001,0.0005,1,1587045233.8790708,0.9136033378893604,0.31909547738693467,0.4729893298076386,63.5137534582677
1341,20,2000,40000.0,0.0005,0.0005,1,1579818685.4801757,0.8528472166759844,0.536608040201005,0.6587397057462756,64.14394401771327
1341,20,2000,40000.0,0.0001,0.0005,1,1575938164.1855917,0.8017447448187486,0.8174371859296482,0.8095149230520409,64.99363902343127
1341,20,2000,40000.0,0.0002,0.0005,1,1576501584.6861894,0.826210345893394,0.7387939698492463,0.7800607515685313,65.40047930319173
1341,20,2000,40000.0,0.001,0.001,1,1587386011.8761547,0.9434140477417139,0.2760552763819095,0.42712747346732494,63.466770733698894
1341,20,2000,40000.0,0.0005,0.001,1,1579938954.595033,0.911047754811119,0.48173366834170855,0.6302243405374313,64.13940019772853
1341,20,2000,40000.0,0.0001,0.001,1,1575854256.5321336,0.8738486890504076,0.7461306532663317,0.8049550709513031,64.92764868567077
1341,20,2000,40000.0,0.0002,0.001,1,1576521409.9949112,0.8865740740740741,0.6639949748743719,0.7593092747960004,65.46859420419982
1341,20,2000,40000.0,0.001,0.001,1,1587386011.8761547,0.9434140477417139,0.2760552763819095,0.42712747346732494,63.52451086222039
1341,20,2000,40000.0,0.0002,0.001,1,1576521409.9949112,0.8865740740740741,0.6639949748743719,0.7593092747960004,67.7382631314608
1341,20,2000,40000.0,0.0005,0.001,1,1579938954.595033,0.911047754811119,0.48173366834170855,0.6302243405374313,66.37700583796638
1341,20,2000,40000.0,0.0001,0.001,1,1575854256.5321336,0.8738486890504076,0.7461306532663317,0.8049550709513031,72.96992925715168
