rd_seed,L,p,N,Lamb1,Lamb2,tau_sq,Recall,Precision,F1 score, max Error, norm Error, BIC,runtime
1996,10,250,5000,0.001,0.1,100,0.999597974825372,0.100370169453886,0.182323378861819,0.77536450499286,0.470266334886663,351356977.835048,62.503
1996,10,250,5000,0.001,0.1,91.1588829975082,0.999597974825372,0.100370190259063,0.182323407234043,0.775358482904327,0.470261836389114,351356992.241324,58.919
1996,10,250,5000,0.001,0.1,83.099419493534,0.999597974825372,0.100369299220906,0.18232191037598,0.775351879983185,0.470256902281791,351357008.043049,61.114
1996,10,250,5000,0.001,0.1,75.7525025877191,0.999597974825372,0.100369869470581,0.182322872461969,0.7753446405489,0.470251490454862,351357025.375206,58.865
1996,10,250,5000,0.001,0.1,69.0551352016233,0.99963453789667,0.100372571467174,0.182327896490575,0.775336703652105,0.470245554742436,351357044.385797,60.586
1996,10,250,5000,0.001,0.1,62.9498899022189,0.99963453789667,0.100372599313108,0.182327932289249,0.77532800258994,0.470239044534852,351357065.23709,60.168
1996,10,250,5000,0.001,0.1,57.384416483024,0.99963453789667,0.100372957612183,0.182328514611591,0.775318464379616,0.470231904354503,351357088.106987,55.137
1996,10,250,5000,0.001,0.1,52.3109930805626,0.999606898316792,0.100370453991078,0.182323907454715,0.77530800918719,0.470224073391892,351357113.19052,54.667
1996,10,250,5000,0.001,0.1,47.6861169771447,0.999606898316792,0.100370799332374,0.182324468819924,0.775296549708422,0.470215484998344,351357140.701485,54.505
1996,10,250,5000,0.001,0.1,43.4701315812502,0.999606898316792,0.100370730786718,0.182324375792941,0.775283990498531,0.470206066131489,351357170.874229,54.451
1996,10,250,5000,0.001,0.1,39.6268863870148,0.999606898316792,0.1003710592369,0.182324913592564,0.77527022724762,0.470195736749349,351357203.965613,54.5450000000001
1996,10,250,5000,0.001,0.1,36.1234269970943,0.999639166790493,0.100373273999762,0.182329119392052,0.775255145998567,0.470184409148485,351357240.257147,55.659
1996,10,250,5000,0.001,0.1,32.9297125509715,0.999602603719195,0.100370301171336,0.182323634005763,0.775238622304241,0.470171987241392,351357280.057328,56.553
1996,10,250,5000,0.001,0.1,30.0183581357559,0.999570817323772,0.100367046442745,0.18231774306969,0.775220520321061,0.470158365767884,351357323.704197,56.221
1996,10,250,5000,0.001,0.1,27.3643999707467,0.999572383547395,0.100367758680296,0.182318923379321,0.775200691836137,0.470143429434905,351357371.568123,56.384
1996,10,250,5000,0.001,0.1,24.9450813523032,0.999576181218955,0.100368502453794,0.182320177282277,0.775178975225615,0.470127051978791,351357424.054855,55.55
1996,10,250,5000,0.001,0.1,22.7396575235793,0.999520902059198,0.100361442841648,0.182307611650687,0.775155194342318,0.470109095143617,351357481.608838,55.6389999999999
1996,10,250,5000,0.001,0.1,20.7292177959537,0.999520902059198,0.100363412830516,0.1823108533267,0.775129157331441,0.47008940756887,351357544.716834,56.7260000000001
1996,10,250,5000,0.001,0.1,18.8965233969121,0.999593333136235,0.100368600291367,0.182320600701829,0.775100655373911,0.470067823579328,351357613.911876,56.655
1996,10,250,5000,0.001,0.1,17.2258596539879,0.999561546740813,0.10036735751996,0.182318009251804,0.775069461358122,0.470044161869601,351357689.777561,56.606
1996,10,250,5000,0.001,0.1,15.7029012472938,0.999560567736497,0.100367078237231,0.182317519287809,0.775035328482115,0.470018224075493,351357772.952731,56.2370000000001
1996,10,250,5000,0.001,0.1,14.3145893752348,0.999528781341075,0.100362846489357,0.182310020533069,0.774997988789944,0.469989793223965,351357864.136563,55.4970000000001
1996,10,250,5000,0.001,0.1,13.049019780144,0.999491438070083,0.100359233031525,0.18230344875822,0.774957151648033,0.469958632053295,351357964.094093,54.884
1996,10,250,5000,0.001,0.1,11.8953406737032,0.999613400110631,0.100372028330497,0.182326719668206,0.774912502169784,0.469924481194727,351358073.662222,54.779
1996,10,250,5000,0.001,0.1,10.8436596868961,0.999678382961501,0.10037910419803,0.182339484938319,0.774863699599617,0.469887057206895,351358193.756225,54.9690000000001
1996,10,250,5000,0.001,0.1,9.88495904662559,0.999615047558515,0.100373463371472,0.182329081121479,0.774810375671101,0.469846050454246,351358325.376797,55.0830000000001
1996,10,250,5000,0.001,0.1,9.01101825166502,0.999615047558515,0.100374520272934,0.182330896754174,0.774752132957809,0.469801122820894,351358469.617684,55.442
1996,10,250,5000,0.001,0.1,8.21434358491943,0.999585644441785,0.100372096040767,0.182326361730418,0.774688543240204,0.469751905251653,351358627.673919,56.0139999999999
1996,10,250,5000,0.001,0.1,7.48810385759002,0.999552879042047,0.100368709070789,0.182320275285781,0.774619145917122,0.469697995112585,351358800.850718,55.1199999999999
