rd_seed,Alg,t,p,n,Cat,nu_0,mu,gamma,precision,recall,F1,Time,BIC,BIC_mean
1337,Direct_alg,3,250,5000.0,Cat1,0.0005,0.001,1,0.7238285144566301,0.4972602739726027,0.5895249695493301,8.254801750183105,3744528.546160189,3744550.4972337447
1337,Direct_alg,5,250,5000.0,Cat1,0.0005,0.001,1,0.7560262965668371,0.4250513347022587,0.5441640378548896,17.400484800338745,6247759.228784563,6247582.825611943
1337,Direct_alg,10,250,5000.0,Cat1,0.0005,0.001,1,0.8059120964605212,0.4258992805755395,0.5572888649811726,31.898895740509033,12489395.46323668,12489311.44961039
1337,Direct_alg,20,250,5000.0,Cat1,0.0005,0.001,1,0.8865168539325843,0.4051972062448644,0.55618215141689,84.08501863479614,25001088.50374789,25000961.52085768
1337,Direct_alg,50,250,5000.0,Cat1,0.0005,0.001,1,0.9617391304347828,0.0454116197905974,0.0867280925308763,38.750171184539795,62502184.11207855,62501457.91433004
1337,Direct_alg,100,250,5000.0,Cat1,0.0005,0.001,1,0.972260748959778,0.0143995727373567,0.0283788433900775,42.18790125846863,125018394.48202956,125017452.37031904
1338,Direct_alg,3,250,5000.0,Cat1,0.0005,0.001,1,0.7165200391006843,0.5020547945205479,0.5904148207813129,8.208381652832031,3746966.9824656383,3746854.850556953
1338,Direct_alg,5,250,5000.0,Cat1,0.0005,0.001,1,0.76,0.4291581108829568,0.5485564304461942,16.58049988746643,6246370.414059212,6246260.764835079
1338,Direct_alg,10,250,5000.0,Cat1,0.0005,0.001,1,0.7978806907378336,0.4178828365878725,0.5484958856063672,31.7353458404541,12498086.712370304,12498445.373321095
1338,Direct_alg,20,250,5000.0,Cat1,0.0005,0.001,1,0.8793774319066148,0.3946179129005752,0.5447713576745835,86.26903581619263,25002554.94844049,25000899.496236444
1338,Direct_alg,50,250,5000.0,Cat1,0.0005,0.001,1,0.9826635145784082,0.0512009854239375,0.0973306275366843,36.48944592475891,62513511.74012924,62514078.637955554
1338,Direct_alg,100,250,5000.0,Cat1,0.0001,0.001,1,0.923784494086728,0.0144406556838256,0.0284367857937422,24.476737022399902,124982170.01738869,124985068.38643318
1339,Direct_alg,3,250,5000.0,Cat1,0.0005,0.001,1,0.7203883495145631,0.5082191780821917,0.5959839357429718,8.230712175369263,3742264.393516182,3742047.232165572
1339,Direct_alg,5,250,5000.0,Cat1,0.0005,0.001,1,0.7557027225901398,0.4217659137577002,0.5413811280969953,17.008796215057373,6241773.30802106,6241120.3038593
1339,Direct_alg,10,250,5000.0,Cat1,0.0005,0.001,1,0.8025650991061019,0.4244604316546763,0.555256789459532,33.27077531814575,12482492.538670773,12482625.944307346
1339,Direct_alg,20,250,5000.0,Cat1,0.0005,0.001,1,0.882366171839856,0.4029375513557929,0.5532364969679876,83.87449669837952,24989572.685258936,24988189.707595803
1339,Direct_alg,50,250,5000.0,Cat1,0.0005,0.001,1,0.967479674796748,0.0488606035721617,0.0930232558139534,39.66805720329285,62480528.22061449,62480757.7301864
1339,Direct_alg,100,250,5000.0,Cat1,0.0005,0.001,1,0.9557416267942584,0.0164126371143338,0.0322710933397956,38.62060070037842,124988430.28659582,124988963.06972592
1340,Direct_alg,3,250,5000.0,Cat1,0.0005,0.001,1,0.7230769230769231,0.5150684931506849,0.6016,7.798063516616821,3746562.860450596,3746361.129554309
1340,Direct_alg,5,250,5000.0,Cat1,0.0005,0.001,1,0.7621818181818182,0.4303901437371663,0.5501312335958005,17.093942642211914,6245648.075355548,6245352.652466062
1340,Direct_alg,10,250,5000.0,Cat1,0.0005,0.001,1,0.7992957746478874,0.4199383350462487,0.5505996496429052,31.13773250579834,12496186.58293655,12496162.736619089
1340,Direct_alg,20,250,5000.0,Cat1,0.0005,0.001,1,0.8851630684428112,0.3958504519309778,0.547054648687012,83.08272576332092,25003402.485263124,25002696.97585787
1340,Direct_alg,50,250,5000.0,Cat1,0.0005,0.001,1,0.976293103448276,0.0557996304660234,0.1055656969744047,38.42791485786438,62504397.21175155,62505014.46293859
1340,Direct_alg,100,250,5000.0,Cat1,0.0005,0.001,1,0.9644619940769992,0.0200690193500677,0.0393198510916591,39.09801411628723,125022202.0977064,125019677.92656592
1341,Direct_alg,3,250,5000.0,Cat1,0.0005,0.001,1,0.7212003872216844,0.5102739726027398,0.5976734857601285,10.028681516647339,3743796.215894375,3743194.01270291
1341,Direct_alg,5,250,5000.0,Cat1,0.0005,0.001,1,0.7575982209043736,0.4197125256673511,0.540169133192389,16.680946826934814,6244755.990295304,6244595.284017591
1341,Direct_alg,10,250,5000.0,Cat1,0.0005,0.001,1,0.8011650485436893,0.424049331963001,0.5545698924731183,35.34694266319275,12494791.142274316,12494943.234476743
1341,Direct_alg,20,250,5000.0,Cat1,0.0005,0.001,1,0.886223440712817,0.3984182415776499,0.5497059448735209,82.81730151176453,24998424.40003012,24997922.31237459
1341,Direct_alg,50,250,5000.0,Cat1,0.0005,0.001,1,0.9785714285714284,0.0450010264832683,0.0860451422963689,40.27439498901367,62510133.61182422,62509464.15559995
1341,Direct_alg,100,250,5000.0,Cat1,0.0005,0.001,1,0.9633740288568258,0.0178299987675116,0.0350120000806728,39.303638219833374,125011380.21219563,125009000.37318352
1337,Direct_alg,3,250,5000.0,Cat2,0.0005,0.001,1,0.6966183574879227,0.4941740918437285,0.578187650360866,8.307992935180664,3744572.448307301,
1337,Direct_alg,5,250,5000.0,Cat2,0.0005,0.001,1,0.7549715909090909,0.4365503080082135,0.5532136351808483,17.3364577293396,6247406.422439325,
1337,Direct_alg,10,250,5000.0,Cat2,0.0005,0.001,1,0.7994600848438103,0.4259297308403534,0.5557640750670242,32.05185103416443,12489227.435984096,
1337,Direct_alg,20,250,5000.0,Cat2,0.0005,0.001,1,0.8831377961812744,0.3949994855437802,0.5458552538034978,84.06893348693848,25000834.53796746,
1337,Direct_alg,50,250,5000.0,Cat2,0.0005,0.001,1,0.9758064516129032,0.0497430626927029,0.0946606688832388,38.2483184337616,62500731.71658152,
