t,rd_seed,p,n,nu_0,mu,gamma,precision,recall,F1,Time,BIC,BIC_mean
3,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.7103407827579477,0.5054466842554949,0.5905861107433721,8.404996919631959,3744601.5444426974,3744601.5444426974
5,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.756031442315451,0.42903490759753593,0.5473888889204267,16.937519979476928,6244982.366157996,6244982.366157996
10,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.7999925408895229,0.42420843354081883,0.5544179331222322,32.678262591362,12492297.747666933,12492297.747666933
20,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.884177329699298,0.3950411630498182,0.5460666107255973,84.04501628875732,24998134.002584476,24998134.00258448
50,1339.0,250.0,5000.0,0.0005,0.001,1.0,0.9711865520168794,0.049901795617792025,0.09489474078200211,38.9547622680664,62502154.58020212,62502154.5802021
100,1339.0,250.0,5000.0,0.00042000000000000007,0.001,1.0,0.9582999533220781,0.01646055177383082,0.03234984518628102,36.552986240386964,125004032.42524552,125004032.42524552
