rd_seed,L,p,N,Lamb1,Lamb2,tau_sq,Recall,Precision,F1 score, max Error, norm Error, BIC,runtime
1998,10,250,5000,0.001,0.1,100,0.99957679345441,0.100368315527854,0.182320267152344,0.778107708003891,0.470354276834353,351355050.677923,54.335
1998,10,250,5000,0.001,0.1,91.1588829975082,0.99957679345441,0.100369040432367,0.182321437745613,0.778101669567831,0.470349794537398,351355065.094457,54.483
1998,10,250,5000,0.001,0.1,83.099419493534,0.999581088052007,0.100369737147505,0.182322637484357,0.778095048657009,0.470344878196326,351355080.90744,54.297
1998,10,250,5000,0.001,0.1,75.7525025877191,0.999581088052007,0.100369492042128,0.182322211889175,0.778087789420297,0.470339485852025,351355098.251951,54.075
1998,10,250,5000,0.001,0.1,69.0551352016233,0.999581088052007,0.100369176667764,0.182321688811617,0.778079830718946,0.47033357150371,351355117.2761,54.312
1998,10,250,5000,0.001,0.1,62.9498899022189,0.999581088052007,0.100369131736411,0.182321630250512,0.77807110563967,0.470327084722577,351355138.142274,54.208
1998,10,250,5000,0.001,0.1,57.384416483024,0.999581088052007,0.100369164665651,0.182321676053585,0.77806154096565,0.470319970229084,351355161.028504,54.091
1998,10,250,5000,0.001,0.1,52.3109930805626,0.999547132194622,0.100366150439533,0.182316171890094,0.778051056602401,0.470312167430615,351355186.129964,54.766
1998,10,250,5000,0.001,0.1,47.6861169771447,0.999516105201137,0.100363268549043,0.182310892596075,0.778039564955326,0.470303609915943,351355213.660606,54.269
1998,10,250,5000,0.001,0.1,43.4701315812502,0.999516105201137,0.100363301516723,0.182310938457985,0.778026970255719,0.470294224902613,351355243.854951,54.2379999999999
1998,10,250,5000,0.001,0.1,39.6268863870148,0.999551973206876,0.100366339711972,0.182316502590601,0.778013167831901,0.470283932633086,351355276.970049,54.245
1998,10,250,5000,0.001,0.1,36.1234269970943,0.999551973206876,0.100366953962663,0.182317526067981,0.777998043322239,0.470272645715151,351355313.287618,54.2809999999999
1998,10,250,5000,0.001,0.1,32.9297125509715,0.999518017349491,0.100365103970016,0.18231388187194,0.777981471826782,0.470260268401737,351355353.116385,54.167
1998,10,250,5000,0.001,0.1,30.0183581357559,0.999488614232761,0.100361637370443,0.182307649135313,0.777963316994461,0.47024669580495,351355396.794641,55.9190000000001
1998,10,250,5000,0.001,0.1,27.3643999707467,0.999520882706462,0.100364944275432,0.182313623652065,0.777943430042963,0.470231813038748,351355444.693037,56.0550000000001
1998,10,250,5000,0.001,0.1,24.9450813523032,0.999458828719493,0.100360227115856,0.182304767239499,0.777921648708761,0.470215494284292,351355497.217624,58.193
1998,10,250,5000,0.001,0.1,22.7396575235793,0.999458828719493,0.1003596349342,0.182303774903085,0.777897796125256,0.470197601771638,351355554.813184,56.89
1998,10,250,5000,0.001,0.1,20.7292177959537,0.999422960713754,0.100356692714713,0.182298339697766,0.777871679627614,0.470177984671015,351355617.966852,57.4929999999999
1998,10,250,5000,0.001,0.1,18.8965233969121,0.999447238010625,0.100359873731268,0.182303996417143,0.777843089483719,0.470156477886589,351355687.212068,57.3419999999999
1998,10,250,5000,0.001,0.1,17.2258596539879,0.999483801081923,0.100363777174067,0.182311029854374,0.77781179755174,0.470132900745176,351355763.13288,55.6320000000001
1998,10,250,5000,0.001,0.1,15.7029012472938,0.999413977218799,0.100357661811151,0.182299775507967,0.77777755586615,0.470107055572063,351355846.368627,55.5990000000002
1998,10,250,5000,0.001,0.1,14.3145893752348,0.999475360537631,0.100362391094541,0.18230863988674,0.777740095155682,0.47007872614579,351355937.619032,57.433
1998,10,250,5000,0.001,0.1,13.049019780144,0.999508125937369,0.100365615651597,0.182314507562946,0.777699123298749,0.470047676023387,351356037.649738,56.037
1998,10,250,5000,0.001,0.1,11.8953406737032,0.999543993943108,0.10036921944258,0.182321032750998,0.777654323724284,0.470013646727484,351356147.298311,55.9780000000001
1998,10,250,5000,0.001,0.1,10.8436596868961,0.999478027755079,0.100362864414796,0.18230942494485,0.777605353768887,0.469976355786495,351356267.480762,55.1559999999999
1998,10,250,5000,0.001,0.1,9.88495904662559,0.999422690942191,0.10035690307747,0.182298633653038,0.777551843004583,0.469935494619158,351356399.198597,56.0629999999999
1998,10,250,5000,0.001,0.1,9.01101825166502,0.999427243682846,0.100354995290943,0.182295557490827,0.777493391555535,0.469890726254806,351356543.54646,54.4839999999999
1998,10,250,5000,0.001,0.1,8.21434358491943,0.999426484280908,0.100355941851378,0.182297115473453,0.777429568426677,0.469841682881153,351356701.720375,54.51
1998,10,250,5000,0.001,0.1,7.48810385759002,0.999427179346467,0.100357727515824,0.182300115968082,0.777359909872548,0.469787963211886,351356875.026651,55.2809999999999
1998,10,250,5000,0.001,0.1,6.82607183427239,0.999465766322243,0.100361338303964,0.182306693117772,0.77728391784057,0.469729129667216,351357064.89146,56.796
1998,10,250,5000,0.001,0.1,6.22257083673023,0.99941126736218,0.100354729481436,0.18229485930789,0.777201058529715,0.46966470536177,351357272.871145,56.7280000000001
1998,10,250,5000,0.001,0.1,5.67242606849198,0.999465778998044,0.100363029197643,0.182309494419777,0.777110761112779,0.469594170895745,351357500.663271,57.9920000000002
1998,10,250,5000,0.001,0.1,5.17092024289676,0.999525204973345,0.100370320615886,0.182322548519772,0.77701241667844,0.469516960947256,351357750.118452,58.068
1998,10,250,5000,0.001,0.1,4.71375313411672,0.999557685565478,0.100370463211027,0.182323361055711,0.776905377457616,0.469432460666544,351358023.252987,58.3159999999998
1998,10,250,5000,0.001,0.1,4.29700470432084,0.999389399886151,0.100354638276297,0.182294440071293,0.776788956407319,0.469340001875835,351358322.262308,56.203
1998,10,250,5000,0.001,0.1,3.91710149080926,0.999257348201872,0.100344112317236,0.182274829432579,0.776662427233936,0.469238859082663,351358649.535254,56.0649999999998
1998,10,250,5000,0.001,0.1,3.57078596490046,0.99928658066992,0.100346090346046,0.182278565206771,0.776525024946234,0.469128245319323,351359007.669176,56.5889999999999
1998,10,250,5000,0.001,0.1,3.25508859983506,0.999215056776874,0.100342848780869,0.18227202429834,0.776375947036147,0.469007307826798,351359399.485847,56.7920000000004
1998,10,250,5000,0.001,0.1,2.96730240818887,0.999154349342999,0.100333776362935,0.182256053588221,0.776214355391779,0.468875123608337,351359828.048158,55.558
1998,10,250,5000,0.001,0.1,2.70495973046313,0.999328206037998,0.100349840440711,0.18228537800933,0.776039379051649,0.468730694885773,351360296.677553,55.4809999999998
1998,10,250,5000,0.001,0.1,2.4658110758226,0.999324067226197,0.100349436722483,0.182284660819532,0.775850117911112,0.468572944500722,351360808.972125,57.0970000000002
1998,10,250,5000,0.001,0.1,2.24780583354873,0.999424571302219,0.100358665207064,0.182301490494316,0.775645647490339,0.468400711313345,351361368.825298,57.0909999999999
1998,10,250,5000,0.001,0.1,2.04907468981585,0.999423638158181,0.100353456087487,0.18229300437615,0.775425024867382,0.468212745662891,351361980.444949,56.54
1998,10,250,5000,0.001,0.1,1.86791359902078,0.99951819277374,0.100363431699333,0.182311036330772,0.775187295868635,0.468007704967386,351362648.372848,56.5079999999998
1998,10,250,5000,0.001,0.1,1.7027691722259,0.999586826179217,0.100374774640711,0.182330982348791,0.774931503591682,0.46778414955405,351363377.504198,56.4540000000002
1998,10,250,5000,0.001,0.1,1.55222535742705,0.999459354682846,0.10035995006184,0.182304394231672,0.774656698311124,0.46754053882735,351364173.107068,56.723
1998,10,250,5000,0.001,0.1,1.41499129743458,0.99945754799094,0.100362381450285,0.182308306428152,0.774361948785945,0.467275227897967,351365040.841426,55.5999999999999
1998,10,250,5000,0.001,0.1,1.28989026125331,0.999645792107792,0.100379576904159,0.182339880509017,0.774046354946868,0.466986464812725,351365986.777471,57.3409999999999
1998,10,250,5000,0.001,0.1,1.17584955405216,0.999356007304214,0.10035214500303,0.18228963155412,0.773709061893984,0.466672388542685,351367017.412886,57.422
1998,10,250,5000,0.001,0.1,1.07189131920513,0.999452189284456,0.100358109288047,0.18230111551126,0.773349275079141,0.466331027903126,351368139.688584,55.4190000000003
1998,10,250,5000,0.001,0.1,0.97712415353465,0.999359580164362,0.100355141456515,0.182294692763325,0.772966276485336,0.465960301594853,351369361.00248,55.2399999999998
1998,10,250,5000,0.001,0.1,0.890735463861044,0.999742014070577,0.100388937444991,0.182356816404465,0.772559441548377,0.465558019569825,351370689.220757,54.5100000000002
1998,10,250,5000,0.001,0.1,0.811984499318401,0.99956160044467,0.100365548106073,0.182315181218125,0.772128256497013,0.465121885934998,351372132.686041,54.1770000000001
1998,10,250,5000,0.001,0.1,0.740195999691564,0.9994676020359,0.100358859859458,0.182302660393035,0.771672335720102,0.464649503615148,351373700.221852,54.1399999999999
1998,10,250,5000,0.001,0.1,0.674754405311069,0.999524564246497,0.100366168242133,0.182315587214738,0.77119143870729,0.464138380997302,351375401.132653,54.1239999999998
1998,10,250,5000,0.001,0.1,0.61509857885805,0.999544516813043,0.100364860954536,0.18231389420858,0.770685486058201,0.463585940774973,351377245.198761,54.011
1998,10,250,5000,0.001,0.1,0.560716993820546,0.99948549985627,0.10035431306614,0.182295466990848,0.770154574019553,0.462989531198714,351379242.665378,54.0679999999998
1998,10,250,5000,0.001,0.1,0.511143348344017,0.999488808036283,0.100359639844865,0.182304139816416,0.769598986995441,0.462346439919267,351381404.224913,54.2939999999999
1998,10,250,5000,0.001,0.1,0.465952566866468,0.0261143013264555,0.972974238242531,0.0508552577719237,0.740202790986838,0.299487961652376,351884431.081702,190.502
1998,10,250,5000,0.001,0.1,0.42475715525369,0.0257665073006862,0.972454108676019,0.0501951429365005,0.74020148611276,0.299397935707776,351884511.342402,190.18
1998,10,250,5000,0.001,0.1,0.387203878181255,0.0257337419009484,0.972403036153036,0.0501331723279273,0.740200210793129,0.299309460862559,351884590.262388,189.538
1998,10,250,5000,0.001,0.1,0.352970730273065,0.02538104021899,0.972185229508023,0.0494637216851238,0.740198964089824,0.299222512516852,351884667.872845,190.108
1998,10,250,5000,0.001,0.1,0.321764175025074,0.0250082487001923,0.972473456268688,0.0487543493248177,0.740197745109273,0.299137065938643,351884744.204388,189.99
1998,10,250,5000,0.001,0.1,0.293316627839005,0.0247075271276094,0.972013198454099,0.0481819655115626,0.740196553001561,0.299053096327443,351884819.286916,190.59
1998,10,250,5000,0.001,0.1,0.267384161583995,0.0246059168690623,0.971974074823426,0.0479886937779254,0.740195386958622,0.298970578828566,351884893.149503,189.746999999999
1998,10,250,5000,0.001,0.1,0.243744415012222,0.0244516805010139,0.971731184492576,0.0476951266522027,0.740194246211535,0.298889488494596,351884965.820324,189.427
1998,10,250,5000,0.001,0.1,0.222194686093952,0.0242939081078581,0.973084997933346,0.0473965094936473,0.740193130027103,0.298809800199694,351885037.326631,189.798
1998,10,250,5000,0.001,0.1,0.202550193923067,0.0240704910508262,0.973907867494824,0.0469715116641066,0.740192037703949,0.298731488520746,351885107.694769,190.087
1998,10,250,5000,0.001,0.1,0.184642494289554,0.0237452273452292,0.97355556262476,0.0463511229806246,0.740190968568425,0.29865452760533,351885176.950203,189.901
1998,10,250,5000,0.001,0.1,0.168318035333096,0.0234516758488603,0.973445728699222,0.0457915654265828,0.74018992197061,0.298578891048933,351885245.117578,190.495999999999
1998,10,250,5000,0.001,0.1,0.153436840893001,0.0232280494722919,0.97457584271666,0.0453680570314519,0.740188897280654,0.298504551802458,351885312.220761,190.163
1998,10,250,5000,0.001,0.1,0.139871310264724,0.0267160222674286,0.973561155227088,0.0519977725035493,0.740206004638565,0.299684876330307,351884254.100002,179.756
1998,10,250,5000,0.001,0.1,0.127505124071301,0.0263674245243335,0.973171896376716,0.0513355951527564,0.740204670065143,0.299592699462513,351884336.118198,179.360000000001
1998,10,250,5000,0.001,0.1,0.116232246867985,0.0261143013264555,0.972974238242531,0.0508552577719237,0.740203368354536,0.299502176479675,351884416.676464,179.349
1998,10,250,5000,0.001,0.1,0.105956017927762,0.0257941468805646,0.972454108676019,0.0502474744137395,0.740202098459605,0.299413284674741,351884495.80515,179.479
1998,10,250,5000,0.001,0.1,0.096588322411587,0.0257337419009484,0.972403036153036,0.0501331723279273,0.740200859364155,0.299326000719588,351884573.534666,179.317
1998,10,250,5000,0.001,0.1,0.0880488358164346,0.0254795996241254,0.972223281258404,0.049650951991366,0.740199650081918,0.299240300721866,351884649.895391,180.774
1998,10,250,5000,0.001,0.1,0.0802643352225717,0.0250975598705023,0.972700159390128,0.0489247350005734,0.740198469654922,0.299156160252787,351884724.917586,182.937
1998,10,250,5000,0.001,0.1,0.0731680714342719,0.0247433951333482,0.972013198454099,0.048250111277017,0.740197317151026,0.29907355432824,351884798.631347,179.555
1998,10,250,5000,0.001,0.1,0.0666991966303012,0.0246417848748012,0.971974074823426,0.0480568872144294,0.740196191660545,0.298992457331654,351884871.066594,179.445
1998,10,250,5000,0.001,0.1,0.0608022426164942,0.0244516805010139,0.971731184492576,0.0476951266522027,0.740195092292009,0.2989128428754,351884942.253113,179.575000000001
1998,10,250,5000,0.001,0.1,0.0554266452066311,0.0243608031070813,0.971677130438522,0.0475223032269954,0.740194018167203,0.298834683606741,351885012.220643,179.425
