t,precision_mean,precision_min,precision_max,recall_mean,recall_min,recall_max,F1_mean,F1_min,F1_max
3.0,0.9130133796405714,0.9055404178019982,0.9229340761374188,0.9258647284211794,0.9209302325581395,0.9322191272051996,0.919378680468802,0.9146788990825688,0.9229340761374188
5.0,0.8765212697629725,0.8748645720476707,0.8788701792504073,0.8880940278518592,0.8854625550660793,0.8898678414096917,0.8822691025562888,0.8808545603944123,0.8841530054644808
10.0,0.8829240717512856,0.8793901442962156,0.8853852481491638,0.8834502958663695,0.8825136612021858,0.8841730558598029,0.8831862140677451,0.8809491340515477,0.8847787368132621
20.0,0.856159439969327,0.853542683731363,0.858955717118308,0.8858871251021638,0.8835017754711827,0.8877049180327868,0.8707695255051965,0.8682638749077243,0.8730937185085658
50.0,0.9336517859734741,0.9308532147189648,0.9351787372330548,0.8774925081470786,0.8757431953308242,0.8789134940547616,0.9046997326399009,0.9040864572779466,0.906126121060474
100.0,0.9447500947901142,0.94400826446281,0.9454819901145411,0.8713923136251346,0.8705071259231,0.8721595553375838,0.9065894401692972,0.9062380405663988,0.9071843559586228
