T,p,N,Lamb,Epsilon0,Recall_1,Precision_1,F1 score-1,Recall_2,Precision_2,F1 score-2,Recall_3,Precision_3,F1 score-3,Recall_avg,Precision_avg,F1 score-avg, BIC,runtime(s), total edges(directed)
1,65,1000,1000,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.537,0
1,65,1000,911.588829975082,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.513,0
1,65,1000,830.99419493534,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.565,0
1,65,1000,757.525025877191,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.506,0
1,65,1000,690.551352016233,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.515,0
1,65,1000,629.498899022189,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.515,0
1,65,1000,573.844164830239,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.512,0
1,65,1000,523.109930805626,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.549,0
1,65,1000,476.861169771447,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.468,0
1,65,1000,434.701315812503,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.479,0
1,65,1000,396.268863870148,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.517,0
1,65,1000,361.234269970943,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.484,0
1,65,1000,329.297125509715,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.489,0
1,65,1000,300.183581357559,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.484000000000001,0
1,65,1000,273.643999707467,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.486000000000001,0
1,65,1000,249.450813523032,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.513999999999999,0
1,65,1000,227.396575235793,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.510999999999999,0
1,65,1000,207.292177959537,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.488999999999999,0
1,65,1000,188.965233969121,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.513999999999999,0
1,65,1000,172.258596539879,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.48,0
1,65,1000,157.029012472938,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Inf,0.484999999999999,0
