T,p,N,Lamb,Epsilon0,Recall_1,Precision_1,F1 score-1,Recall_2,Precision_2,F1 score-2,Recall_3,Precision_3,F1 score-3,Recall_avg,Precision_avg,F1 score-avg, BIC,runtime(s), total edges(directed)
1,65,2000,20.4907468981585,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,21591.4451324716,0.524000000000001,0
1,65,2000,18.6791359902078,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,16941.1236120946,0.489000000000001,0
1,65,2000,17.027691722259,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,13850.3589261524,0.494999999999997,0
1,65,2000,15.5222535742705,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,11583.8849292308,0.491,0
1,65,2000,14.1499129743458,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9828.6751654781,0.491,0
1,65,2000,12.8989026125331,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8421.12746647023,0.495000000000001,0
1,65,2000,11.7584955405216,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,7528.83347794578,0.498000000000001,2
1,65,2000,10.7189131920513,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,6561.73759843095,0.492000000000001,2
1,65,2000,9.7712415353465,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,5741.95738396848,0.516999999999999,2
1,65,2000,8.90735463861044,0.1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,5039.561512695,0.475999999999999,2
1,65,2000,8.11984499318401,0.1,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,5225.05408240345,0.479999999999997,8
1,65,2000,7.40195999691564,0.1,0,0,NA,0,NA,NA,0.00694444444444444,0.666666666666667,0.013745704467354,0.00231481481481481,NA,NA,5225.39541281301,0.486999999999998,12
1,65,2000,6.74754405311069,0.1,0.00418410041841004,0.5,0.00829875518672199,0,NA,NA,0.00694444444444444,0.666666666666667,0.013745704467354,0.00370951495428483,NA,NA,5556.03332053326,0.488999999999997,18
1,65,2000,6.1509857885805,0.1,0.00418410041841004,0.5,0.00829875518672199,0,NA,NA,0.00694444444444444,0.666666666666667,0.013745704467354,0.00370951495428483,NA,NA,6471.00880253136,0.497,28
1,65,2000,5.60716993820546,0.1,0.00418410041841004,0.5,0.00829875518672199,0,NA,NA,0.00694444444444444,0.666666666666667,0.013745704467354,0.00370951495428483,NA,NA,6905.54510079513,0.486000000000001,34
1,65,2000,5.11143348344017,0.1,0.00418410041841004,0.5,0.00829875518672199,0,0,NA,0.00694444444444444,0.666666666666667,0.013745704467354,0.00370951495428483,0.388888888888889,NA,6853.1288011858,0.524000000000001,36
1,65,2000,4.65952566866468,0.1,0.00418410041841004,0.333333333333333,0.00826446280991735,0,0,NA,0.0104166666666667,0.428571428571429,0.0203389830508475,0.00486692236169224,0.253968253968254,NA,8685.68272357793,0.506,52
1,65,2000,4.2475715525369,0.1,0.00418410041841004,0.333333333333333,0.00826446280991735,0,0,NA,0.0173611111111111,0.555555555555556,0.0336700336700337,0.00718173717650705,0.296296296296296,NA,10021.0750813296,0.499000000000002,64
1,65,2000,3.87203878181255,0.1,0.0125523012552301,0.6,0.0245901639344262,0,0,NA,0.0173611111111111,0.454545454545455,0.0334448160535117,0.00997113745544708,0.351515151515152,NA,12968.9259135393,0.527000000000001,88
1,65,2000,3.52970730273065,0.1,0.0125523012552301,0.6,0.0245901639344262,0,0,NA,0.0208333333333333,0.4,0.0396039603960396,0.0111285448628545,0.333333333333333,NA,14620.0394067202,0.468000000000004,102
1,65,2000,3.21764175025074,0.1,0.0125523012552301,0.5,0.0244897959183673,0,0,NA,0.0243055555555556,0.4375,0.0460526315789474,0.0122859522702619,0.3125,NA,16556.5901430599,0.490000000000002,118
1,65,2000,2.93316627839005,0.1,0.0125523012552301,0.5,0.0244897959183673,0,0,NA,0.0381944444444444,0.478260869565217,0.0707395498392283,0.0169155818998915,0.326086956521739,NA,21417.8489808221,0.485999999999997,156
1,65,2000,2.67384161583995,0.1,0.0125523012552301,0.333333333333333,0.0241935483870968,0.00378787878787879,0.333333333333333,0.00749063670411985,0.0381944444444444,0.366666666666667,0.0691823899371069,0.0181782081625178,0.344444444444444,0.0336221916761078,27352.5355429839,0.489999999999995,202
1,65,2000,2.43744415012222,0.1,0.0125523012552301,0.3,0.0240963855421687,0.00378787878787879,0.25,0.00746268656716418,0.0451388888888889,0.40625,0.08125,0.0204930229773326,0.31875,0.0376030240364443,31188.8389180578,0.494,232
1,65,2000,2.22194686093952,0.1,0.0167364016736402,0.363636363636364,0.032,0.00378787878787879,0.2,0.00743494423791822,0.0694444444444444,0.434782608695652,0.119760479041916,0.0299895749686545,0.332806324110672,0.0530651410932781,38736.948742335,0.494999999999997,290
1,65,2000,2.02550193923067,0.1,0.0167364016736402,0.25,0.0313725490196078,0.00378787878787879,0.142857142857143,0.00738007380073801,0.0729166666666667,0.388888888888889,0.12280701754386,0.0311469823760619,0.260582010582011,0.0538532134547352,46561.2271102938,0.494999999999997,350
1,65,2000,1.84642494289554,0.1,0.0209205020920502,0.263157894736842,0.0387596899224806,0.00378787878787879,0.0833333333333333,0.0072463768115942,0.0763888888888889,0.379310344827586,0.127167630057803,0.0336990899229393,0.241933857632587,0.0577245655972928,55453.0206240498,0.494999999999997,418
1,65,2000,1.68318035333096,0.1,0.0376569037656904,0.375,0.0684410646387833,0.0151515151515152,0.235294117647059,0.0284697508896797,0.0763888888888889,0.354838709677419,0.125714285714286,0.0430657692686981,0.321710942441493,0.0742083670809162,65939.5979701089,0.536999999999999,498
1,65,2000,1.53436840893001,0.1,0.0418410041841004,0.333333333333333,0.0743494423791821,0.0378787878787879,0.333333333333333,0.0680272108843537,0.0833333333333333,0.342857142857143,0.134078212290503,0.0543510417987405,0.336507936507936,0.0921516218513462,80925.8729373362,0.471999999999994,612
1,65,2000,1.39871310264724,0.1,0.0418410041841004,0.285714285714286,0.072992700729927,0.0568181818181818,0.384615384615385,0.099009900990099,0.111111111111111,0.380952380952381,0.172043010752688,0.0699234323711311,0.35042735042735,0.114681870824238,96976.6929139529,0.485999999999997,734
1,65,2000,1.27505124071301,0.1,0.0460251046025105,0.261904761904762,0.0782918149466192,0.0643939393939394,0.369565217391304,0.109677419354839,0.118055555555556,0.361702127659574,0.178010471204188,0.0761581998506685,0.331057368985214,0.121993235168549,115676.367116276,0.481999999999999,876
1,65,2000,1.16232246867985,0.1,0.0585774058577406,0.304347826086957,0.0982456140350877,0.071969696969697,0.333333333333333,0.118380062305296,0.125,0.333333333333333,0.181818181818182,0.0851823676091459,0.323671497584541,0.132814619386188,135439.142421976,0.482999999999997,1026
1,65,2000,1.05956017927762,0.1,0.0669456066945607,0.262295081967213,0.106666666666667,0.0946969696969697,0.36231884057971,0.15015015015015,0.131944444444444,0.308943089430894,0.184914841849148,0.0978623402786583,0.311185670659273,0.147243886221988,159962.819079031,0.487000000000002,1212
1,65,2000,0.96588322411587,0.1,0.0794979079497908,0.26027397260274,0.121794871794872,0.113636363636364,0.32967032967033,0.169014084507042,0.145833333333333,0.308823529411765,0.19811320754717,0.112989201639829,0.299589277228278,0.162974054616361,190303.527875282,0.495000000000005,1440
1,65,2000,0.880488358164346,0.1,0.100418410041841,0.258064516129032,0.144578313253012,0.128787878787879,0.320754716981132,0.183783783783784,0.177083333333333,0.320754716981132,0.228187919463087,0.135429874054351,0.299857983363765,0.185516672166628,221969.850982639,0.489000000000004,1682
1,65,2000,0.802643352225717,0.1,0.121338912133891,0.243697478991597,0.162011173184358,0.159090909090909,0.323076923076923,0.213197969543147,0.201388888888889,0.325842696629214,0.248927038626609,0.160606236704563,0.297539032899244,0.208045393784705,257603.031187405,0.533000000000001,1952
1,65,2000,0.731680714342719,0.1,0.154811715481172,0.25,0.191214470284238,0.181818181818182,0.309677419354839,0.229116945107399,0.232638888888889,0.331683168316832,0.273469387755102,0.189756262062747,0.297120195890557,0.231266934382246,297730.996626344,0.5,2252
1,65,2000,0.666991966303012,0.1,0.200836820083682,0.253968253968254,0.224299065420561,0.208333333333333,0.300546448087432,0.246085011185682,0.274305555555556,0.346491228070175,0.306201550387597,0.22782523632419,0.300335310041954,0.258861875664613,347636.863461894,0.492999999999995,2632
1,65,2000,0.608022426164942,0.1,0.234309623430962,0.253393665158371,0.243478260869565,0.231060606060606,0.293269230769231,0.258474576271186,0.288194444444444,0.332,0.308550185873606,0.251188224645338,0.292887631975867,0.270167674338119,401508.407178682,0.524999999999999,3038
1,65,2000,0.554266452066311,0.1,0.276150627615063,0.260869565217391,0.268292682926829,0.287878787878788,0.299212598425197,0.293436293436293,0.319444444444444,0.340740740740741,0.329749103942652,0.294491286646098,0.30027430146111,0.297159360101925,458024.373815523,0.469000000000001,3470
1,65,2000,0.505263106533568,0.1,0.326359832635983,0.268041237113402,0.294339622641509,0.310606060606061,0.284722222222222,0.297101449275362,0.354166666666667,0.330097087378641,0.341708542713568,0.33037751996957,0.294286848904755,0.31104987154348,522203.8492775,0.484999999999999,3948
1,65,2000,0.46059220411451,0.1,0.376569037656904,0.27027027027027,0.314685314685315,0.337121212121212,0.277258566978193,0.304273504273504,0.381944444444444,0.323529411764706,0.35031847133758,0.365211564740853,0.290352749671056,0.3230924300988,582158.718624589,0.482999999999997,4402
1,65,2000,0.419870708444391,0.1,0.414225941422594,0.265415549597855,0.323529411764706,0.356060606060606,0.259668508287293,0.300319488817891,0.395833333333333,0.312328767123288,0.349157733537519,0.388706626938845,0.279137608336145,0.324335544706705,639737.974341311,0.488999999999997,4838
1,65,2000,0.382749447851631,0.1,0.447698744769874,0.260340632603406,0.329230769230769,0.378787878787879,0.25,0.301204819277108,0.430555555555556,0.309226932668329,0.359941944847605,0.419014059704436,0.273189188423912,0.330125844451828,702074.074720274,0.497999999999998,5316
1,65,2000,0.348910121340677,0.1,0.464435146443515,0.253424657534247,0.327917282127031,0.428030303030303,0.260969976905312,0.324246771879483,0.458333333333333,0.297297297297297,0.360655737704918,0.450266260935717,0.270563977245619,0.337606597237144,762298.288945326,0.492999999999995,5774
1,65,2000,0.318062569279412,0.1,0.497907949790795,0.251054852320675,0.333800841514726,0.46969696969697,0.261052631578947,0.335588633288227,0.482638888888889,0.292631578947368,0.36435124508519,0.483414602792218,0.26824635428233,0.344580239962715,823844.673242858,0.498000000000005,6238
1,65,2000,0.289942285388288,0.1,0.531380753138075,0.253493013972056,0.343243243243243,0.511363636363636,0.266798418972332,0.350649350649351,0.513888888888889,0.290766208251473,0.371392722710163,0.518877759463534,0.270352547065287,0.355095105534252,878523.666924547,0.496000000000002,6652
1,65,2000,0.264308148697411,0.1,0.573221757322176,0.258979206049149,0.356770833333333,0.53030303030303,0.263157894736842,0.351758793969849,0.552083333333333,0.292817679558011,0.382671480144404,0.551869373652846,0.271651593448001,0.363733702482529,930561.916101705,0.505999999999993,7040
1,65,2000,0.240940356023952,0.1,0.610878661087866,0.257042253521127,0.36183395291202,0.583333333333333,0.275,0.37378640776699,0.583333333333333,0.292173913043478,0.389339513325608,0.592515109251511,0.274738722188202,0.374986624668206,980487.605652196,0.494,7422
1,65,2000,0.219638537241655,0.1,0.631799163179916,0.252086811352254,0.360381861575179,0.613636363636364,0.277397260273973,0.382075471698113,0.59375,0.284053156146179,0.384269662921348,0.613061842272093,0.271179075924135,0.375575665398214,1026451.37301746,0.515999999999998,7772
1,65,2000,0.200220037181558,0.1,0.648535564853556,0.248,0.358796296296296,0.659090909090909,0.287603305785124,0.400460299194476,0.618055555555556,0.2848,0.389923329682366,0.64189400983334,0.273467768595041,0.383059975057713,1065811.37087878,0.476999999999997,8070
1,65,2000,0.182518349431904,0.1,0.648535564853556,0.239197530864198,0.349492671927847,0.700757575757576,0.291798107255521,0.412026726057906,0.642361111111111,0.285053929121726,0.394877267876201,0.663884750574081,0.272016522413815,0.385465555287318,1109134.47723987,0.484999999999999,8396
1,65,2000,0.166381688607613,0.1,0.661087866108787,0.237237237237237,0.349171270718232,0.715909090909091,0.290322580645161,0.413114754098361,0.673611111111111,0.287833827893175,0.403326403326403,0.683536022709663,0.271797881925191,0.388537476047665,1144532.75661266,0.485999999999997,8660
1,65,2000,0.151671688847092,0.1,0.673640167364017,0.234011627906977,0.347357065803668,0.75,0.295081967213115,0.423529411764706,0.701388888888889,0.291066282420749,0.411405295315682,0.708343018750969,0.273386625846947,0.394097257628019,1179931.37605812,0.489999999999995,8928
1,65,2000,0.138262217376466,0.1,0.698744769874477,0.235875706214689,0.352692713833157,0.772727272727273,0.292682926829268,0.424557752341311,0.725694444444444,0.29312762973352,0.417582417582418,0.732388829015398,0.273895420925826,0.398277627918962,1219028.71243541,0.496000000000002,9228
1,65,2000,0.126038292967973,0.1,0.723849372384937,0.237637362637363,0.357807652533609,0.784090909090909,0.288300835654596,0.421588594704684,0.746527777777778,0.294520547945205,0.422396856581532,0.751489353084541,0.273486248745721,0.400597701273275,1250729.38160901,0.489000000000004,9464
1,65,2000,0.114895100018731,0.1,0.757322175732218,0.240371845949535,0.36491935483871,0.803030303030303,0.287262872628726,0.42315369261477,0.756944444444444,0.294197031039136,0.423712342079689,0.772432307735655,0.273943916539133,0.403928463177723,1282166.05624277,0.492000000000004,9710
1,65,2000,0.104737089795945,0.1,0.790794979079498,0.243243243243243,0.372047244094488,0.825757575757576,0.284967320261438,0.423712342079689,0.763888888888889,0.292164674634794,0.422670509125841,0.793480481241988,0.273458412713158,0.406143365100006,1315716.26097121,0.493000000000002,9958
1,65,2000,0.0954771611420807,0.1,0.799163179916318,0.242693773824651,0.372319688109162,0.848484848484849,0.284625158831004,0.426260704091342,0.774305555555556,0.294195250659631,0.426386233269598,0.807317861318907,0.273838061105095,0.408322208490034,1339492.11762387,0.500999999999998,10140
1,65,2000,0.0870359136148517,0.1,0.815899581589958,0.244667503136763,0.376447876447876,0.848484848484849,0.28,0.421052631578947,0.798611111111111,0.297542043984476,0.433553251649387,0.820998513728639,0.274069849040413,0.410351253225404,1365909.79946154,0.524999999999999,10340
1,65,2000,0.0793409666579749,0.1,0.853556485355649,0.250306748466258,0.387096774193548,0.856060606060606,0.277982779827798,0.419684308263695,0.8125,0.298850574712644,0.436974789915966,0.840705697138752,0.2757133676689,0.41458529079107,1388100.7491679,0.498000000000005,10512
1,65,2000,0.0723263389648353,0.1,0.853556485355649,0.244311377245509,0.379888268156425,0.859848484848485,0.276829268292683,0.418819188191882,0.819444444444444,0.29685534591195,0.435826408125577,0.844283138216193,0.272665330483381,0.411511288157961,1412140.96223356,0.498999999999995,10688
1,65,2000,0.0659318827133354,0.1,0.866108786610879,0.245260663507109,0.382271468144044,0.859848484848485,0.274486094316808,0.416131989000917,0.833333333333333,0.297029702970297,0.437956204379562,0.853096868264232,0.272258820264738,0.412119887174841,1433275.28860544,0.484000000000002,10850
1,65,2000,0.0601027678207039,0.1,0.866108786610879,0.24468085106383,0.381566820276498,0.878787878787879,0.276190476190476,0.420289855072464,0.84375,0.296341463414634,0.438628158844765,0.862882221799586,0.272404263556313,0.413494944731242,1452032.06195618,0.489000000000004,10990
1,65,2000,0.0547890117959395,0.1,0.870292887029289,0.244131455399061,0.381301558203483,0.886363636363636,0.275618374558304,0.420485175202156,0.854166666666667,0.296385542168675,0.440071556350626,0.870274396686531,0.272045124042013,0.413952763252089,1465505.35417297,0.491,11090
1,65,2000,0.0499450511585514,0.1,0.887029288702929,0.246225319396051,0.385454545454545,0.897727272727273,0.276223776223776,0.422459893048128,0.875,0.297520661157025,0.444052863436123,0.886585520476734,0.273323252258951,0.417322433979599,1479771.16893467,0.496000000000002,11200
1,65,2000,0.0455293507486695,0.1,0.891213389121339,0.245674740484429,0.385171790235081,0.897727272727273,0.274305555555556,0.420212765957447,0.881944444444444,0.297423887587822,0.444833625218914,0.890295035431019,0.272468061209269,0.416739393803814,1496414.54746008,0.494000000000007,11328
1,65,2000,0.0415040475785047,0.1,0.899581589958159,0.244040862656073,0.383928571428571,0.897727272727273,0.273041474654378,0.418727915194346,0.888888888888889,0.297674418604651,0.445993031358885,0.895399250524774,0.271585585305034,0.416216505993934,1509095.29925692,0.495000000000005,11426
1,65,2000,0.0378346261713193,0.1,0.907949790794979,0.243820224719101,0.384410983170948,0.901515151515151,0.271379703534778,0.417177914110429,0.895833333333333,0.298611111111111,0.447916666666667,0.901766091881155,0.271270346454997,0.416501854649348,1519926.81681342,0.501000000000005,11506
1,65,2000,0.0344896226040576,0.1,0.920502092050209,0.244988864142539,0.38698328935796,0.916666666666667,0.2728297632469,0.420503909643788,0.902777777777778,0.297823596792669,0.447889750215332,0.913315512164884,0.271880741394036,0.41845898307236,1532607.54039055,0.494,11598
1,65,2000,0.031440354715915,0.1,0.941422594142259,0.247797356828194,0.39232781168265,0.924242424242424,0.273236282194849,0.421780466724287,0.909722222222222,0.29806598407281,0.449014567266495,0.925129080202302,0.273033207698618,0.421040948557811,1543439.02537195,0.524999999999999,11680
1,65,2000,0.0286606761694825,0.1,0.941422594142259,0.246710526315789,0.390964378801043,0.928030303030303,0.273132664437012,0.422049956933678,0.909722222222222,0.295377677564825,0.445957446808511,0.926391706464928,0.271740289439209,0.419657260847744,1551892.92298642,0.467999999999996,11746
1,65,2000,0.0261267522556333,0.1,0.95397489539749,0.249180327868852,0.395147313691508,0.931818181818182,0.272425249169435,0.42159383033419,0.913194444444444,0.295173961840628,0.446140797285835,0.932995840553372,0.272259846292972,0.420960647103844,1561931.84938251,0.485999999999997,11824
1,65,2000,0.0238168555197616,0.1,0.9581589958159,0.25,0.396536796536797,0.943181818181818,0.274229074889868,0.424914675767918,0.923611111111111,0.296875,0.449324324324324,0.941650641702943,0.273701358296623,0.42359193220968,1568008.14105581,0.481000000000002,11866
1,65,2000,0.0217111794569451,0.1,0.96234309623431,0.25,0.396893874029336,0.943181818181818,0.272428884026258,0.422750424448217,0.923611111111111,0.295227524972253,0.447434819175778,0.943045341842413,0.272552136332837,0.422359705884444,1574348.58965479,0.487000000000002,11918
1,65,2000,0.0197916686785356,0.1,0.96234309623431,0.249728555917481,0.396551724137931,0.954545454545455,0.273615635179153,0.425316455696203,0.927083333333333,0.295353982300885,0.447986577181208,0.947990628037699,0.272899391132506,0.423284919005114,1579103.97434077,0.497,11954
1,65,2000,0.0180418640939207,0.1,0.96234309623431,0.248917748917749,0.395528804815133,0.958333333333333,0.272043010752688,0.423785594639866,0.930555555555556,0.293537787513691,0.446294754371357,0.950410661707733,0.271499515728043,0.421869717942119,1587029.43520437,0.489000000000004,12018
1,65,2000,0.0164467617799466,0.1,0.96652719665272,0.249190938511327,0.39622641509434,0.958333333333333,0.272043010752688,0.423785594639866,0.9375,0.294117647058824,0.447761194029851,0.954120176662018,0.271783865440946,0.422591067921352,1593369.8336233,0.495000000000005,12052
1,65,2000,0.0149926843278604,0.1,0.97071129707113,0.248660235798499,0.395904436860068,0.96969696969697,0.272921108742004,0.425956738768719,0.954861111111111,0.296017222820237,0.451930977814297,0.965089792626403,0.272532855786913,0.424597384481028,1601823.61185691,0.492999999999995,12120
1,65,2000,0.0136671635646201,0.1,0.97489539748954,0.249197860962567,0.396933560477002,0.96969696969697,0.272340425531915,0.425249169435216,0.961805555555556,0.296573875802998,0.453355155482815,0.968799307580688,0.27270405409916,0.425179295131678,1605786.41097055,0.506,12156
1,65,2000,0.0124588336429501,0.1,0.97489539748954,0.249197860962567,0.396933560477002,0.96969696969697,0.272051009564293,0.424896265560166,0.961805555555556,0.296256684491979,0.452984464431725,0.968799307580688,0.272501851672946,0.424938096822964,1607635.80116131,0.494,12166
1,65,2000,0.0113573335834311,0.1,0.97907949790795,0.249201277955272,0.397283531409168,0.96969696969697,0.272051009564293,0.424896265560166,0.965277777777778,0.296691568836713,0.453877551020408,0.971351415127566,0.272647952118759,0.425352449329914,1610277.70138577,0.515000000000001,12194
1,65,2000,0.0103532184329566,0.1,0.97907949790795,0.248936170212766,0.396946564885496,0.973484848484849,0.272823779193206,0.42620232172471,0.96875,0.297441364605544,0.455138662316476,0.973771448797599,0.273067104670505,0.426095849642227,1612919.58941063,0.473999999999997,12204
1,65,2000,0.00943787827777537,0.1,0.97907949790795,0.248407643312102,0.396274343776461,0.977272727272727,0.273015873015873,0.426799007444169,0.96875,0.297124600638978,0.454767726161369,0.975034075060226,0.272849372322317,0.425947025794,1616882.33792401,0.483999999999995,12240
1,65,2000,0.00860346441668451,0.1,0.97907949790795,0.247881355932203,0.395604395604396,0.977272727272727,0.273015873015873,0.426799007444169,0.972222222222222,0.297555791710946,0.455655004068348,0.976191482467633,0.272817673553007,0.426019469038971,1619524.20400154,0.48599999999999,12258
1,65,2000,0.00784282206133768,0.1,0.97907949790795,0.247619047619048,0.39527027027027,0.977272727272727,0.273015873015873,0.426799007444169,0.972222222222222,0.296924708377519,0.454914703493095,0.976191482467633,0.27251987633748,0.425661327069178,1621637.71150628,0.491,12272
1,65,2000,0.00714942898659758,0.1,0.97907949790795,0.247357293868922,0.39493670886076,0.977272727272727,0.273015873015873,0.426799007444169,0.972222222222222,0.296610169491525,0.454545454545455,0.976191482467633,0.272327778792107,0.425427056950128,1622958.68675162,0.497,12284
1,65,2000,0.00651733960488242,0.1,0.97907949790795,0.247357293868922,0.39493670886076,0.981060606060606,0.273784355179704,0.428099173553719,0.972222222222222,0.296296296296296,0.454176804541768,0.977454108730259,0.272479315114974,0.425737562318749,1624015.47918349,0.491,12292
1,65,2000,0.00594113398496503,0.1,0.97907949790795,0.247357293868922,0.39493670886076,0.981060606060606,0.273784355179704,0.428099173553719,0.972222222222222,0.295983086680761,0.453808752025932,0.977454108730259,0.272374911909796,0.425614878146803,1625336.43822358,0.49199999999999,12300
1,65,2000,0.00541587137807948,0.1,0.97907949790795,0.246835443037975,0.394271272114575,0.984848484848485,0.273684210526316,0.42833607907743,0.975694444444444,0.296726504751848,0.455060728744939,0.979874142400293,0.272415386105379,0.425889359978981,1628506.61058306,0.49799999999999,12322
1,65,2000,0.004937047852839,0.1,0.97907949790795,0.246835443037975,0.394271272114575,0.984848484848485,0.273396424815983,0.42798353909465,0.986111111111111,0.298319327731092,0.458064516129032,0.983346364622515,0.27285039852835,0.426773109112752,1630620.07876681,0.513999999999996,12336
