rd_seed,L,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, max Error, norm Error, BIC (last pop),runtime,AUPRC
"1996","10","250","5000","0.0224754472449749","NA","0.999459981627102","0.100357958679844","0.182301030750437","0.0925689614753366","1.03265001902393","NA","19.091","0.142353618239107"
