rd_seed,L,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, max Error, norm Error, BIC (last pop),runtime,AUPRC
"1994","10","250","5000","0.0224754472449749","NA","0.999579782310462","0.100368124420295","0.182319849799437","0.095511032774065","1.03503346370603","NA","18.894","0.142229404777639"
