t,precision_mean,precision_min,precision_max,recall_mean,recall_min,recall_max,F1_mean,F1_min,F1_max
3.0,0.8734445449871956,0.8626155878467635,0.8870748299319728,0.8914285714285715,0.8843537414965986,0.9006802721088435,0.8823133296121014,0.8753351206434316,0.8870748299319728
5.0,0.8179358372428807,0.815347721822542,0.8211708099438653,0.8339591836734694,0.830204081632653,0.8367346938775511,0.8258685790773219,0.8238153098420412,0.8284789644012944
10.0,0.8253096046932423,0.8201380430369468,0.8290388548057259,0.8260408163265307,0.8244897959183674,0.8273469387755102,0.8256731942227779,0.8223081620191329,0.8281920326864147
20.0,0.7886011923764213,0.7847585805700988,0.7926141885325558,0.8295102040816327,0.8259183673469388,0.8322448979591837,0.8085383535004705,0.8048125683603461,0.8119462419113986
50.0,0.8974351099815119,0.893382025474303,0.8997756841633019,0.8166367346938775,0.8140408163265306,0.8187755102040817,0.8551276648968706,0.8540721075618738,0.8572771959820473
100.0,0.9136190668246048,0.912504035791707,0.914682723483094,0.8073551020408164,0.8060408163265306,0.8084897959183673,0.8572058495119743,0.8566226672735548,0.8581206948836807
