rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1337,25,2000,1.000000e-04,1.000000e-04,1.000000e+00,2161034516.676,0.706,0.006,0.013,93.223,0.911,23.865 
1337,25,2000,5.000000e-04,1.000000e-04,1.000000e+00,1998575234.868,0.163,0.944,0.278,93.223,0.913,22.807 
1337,25,2000,1.000000e-03,1.000000e-04,1.000000e+00,2006430082.861,0.014,0.978,0.027,93.223,0.913,23.115 
1337,25,2000,5.000000e-03,1.000000e-04,1.000000e+00,2006887263.436,0.000,NaN,NaN,93.223,0.913,23.110 
1337,25,2000,1.000000e-04,2.000000e-04,1.000000e+00,2147091739.550,0.705,0.007,0.014,93.230,0.912,22.814 
1337,25,2000,5.000000e-04,2.000000e-04,1.000000e+00,1998019958.358,0.164,0.945,0.280,93.230,0.913,23.632 
1337,25,2000,1.000000e-03,2.000000e-04,1.000000e+00,2005729018.083,0.012,0.980,0.023,93.230,0.913,22.768 
1337,25,2000,5.000000e-03,2.000000e-04,1.000000e+00,2006161860.448,0.000,NaN,NaN,93.230,0.913,24.620 
1337,25,2000,1.000000e-04,5.000000e-04,1.000000e+00,2090141658.803,0.702,0.010,0.021,93.245,0.912,23.423 
1337,25,2000,5.000000e-04,5.000000e-04,1.000000e+00,1996882208.526,0.158,0.945,0.270,93.245,0.914,23.502 
1337,25,2000,1.000000e-03,5.000000e-04,1.000000e+00,2004267760.792,0.012,0.977,0.024,93.245,0.914,23.197 
1337,25,2000,5.000000e-03,5.000000e-04,1.000000e+00,2004636499.045,0.000,NaN,NaN,93.245,0.914,23.697 
1337,25,2000,1.000000e-04,1.000000e-03,1.000000e+00,2009265655.623,0.693,0.039,0.073,93.262,0.913,22.922 
1337,25,2000,5.000000e-04,1.000000e-03,1.000000e+00,1996031632.187,0.148,0.945,0.255,93.262,0.915,22.723 
1337,25,2000,1.000000e-03,1.000000e-03,1.000000e+00,2003036611.235,0.010,0.977,0.019,93.262,0.915,22.668 
1337,25,2000,5.000000e-03,1.000000e-03,1.000000e+00,2003337941.284,0.000,NaN,NaN,93.262,0.915,23.466 
1337,25,2000,1.000000e-04,1.000000e-02,1.000000e+00,1984338173.058,0.548,0.526,0.537,93.383,0.917,26.118 
1337,25,2000,5.000000e-04,1.000000e-02,1.000000e+00,1997086456.913,0.098,0.945,0.177,93.383,0.918,24.091 
1337,25,2000,1.000000e-03,1.000000e-02,1.000000e+00,2001161404.324,0.002,0.975,0.004,93.383,0.918,24.031 
1337,25,2000,5.000000e-03,1.000000e-02,1.000000e+00,2001225001.123,0.000,NaN,NaN,93.383,0.918,23.720 
