rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1337,5,2000,1.000000e-04,1.000000e-04,1.000000e+00,519642937.139,0.895,0.012,0.024,93.002,0.897,30.550 
1337,5,2000,5.000000e-04,1.000000e-04,1.000000e+00,408522802.347,0.499,0.886,0.638,93.002,0.898,25.893 
1337,5,2000,1.000000e-03,1.000000e-04,1.000000e+00,410290079.119,0.261,0.943,0.409,93.002,0.899,26.199 
1337,5,2000,5.000000e-03,1.000000e-04,1.000000e+00,413249112.587,0.000,NaN,NaN,93.002,0.900,26.152 
1337,5,2000,1.000000e-04,2.000000e-04,1.000000e+00,508292898.091,0.895,0.014,0.027,93.026,0.898,28.463 
1337,5,2000,5.000000e-04,2.000000e-04,1.000000e+00,406967109.627,0.493,0.884,0.633,93.026,0.899,26.511 
1337,5,2000,1.000000e-03,2.000000e-04,1.000000e+00,408695192.008,0.254,0.943,0.400,93.026,0.900,26.123 
1337,5,2000,5.000000e-03,2.000000e-04,1.000000e+00,411505231.851,0.000,NaN,NaN,93.026,0.901,25.846 
1337,5,2000,1.000000e-04,5.000000e-04,1.000000e+00,473289773.906,0.888,0.019,0.038,93.086,0.902,29.656 
1337,5,2000,5.000000e-04,5.000000e-04,1.000000e+00,403623805.991,0.478,0.884,0.620,93.086,0.903,26.180 
1337,5,2000,1.000000e-03,5.000000e-04,1.000000e+00,405255960.143,0.237,0.944,0.378,93.086,0.904,25.448 
1337,5,2000,5.000000e-03,5.000000e-04,1.000000e+00,407723218.082,0.000,NaN,NaN,93.086,0.904,25.600 
1337,5,2000,1.000000e-04,1.000000e-03,1.000000e+00,430657977.374,0.881,0.043,0.082,93.156,0.906,28.235 
1337,5,2000,5.000000e-04,1.000000e-03,1.000000e+00,400608273.873,0.454,0.885,0.600,93.156,0.907,25.320 
1337,5,2000,1.000000e-03,1.000000e-03,1.000000e+00,402147743.174,0.220,0.943,0.357,93.156,0.908,25.741 
1337,5,2000,5.000000e-03,1.000000e-03,1.000000e+00,404235944.326,0.000,NaN,NaN,93.156,0.908,25.960 
1337,5,2000,1.000000e-04,1.000000e-02,1.000000e+00,413674640.738,0.707,0.064,0.117,93.388,0.917,33.853 
1337,5,2000,5.000000e-04,1.000000e-02,1.000000e+00,398270023.760,0.306,0.889,0.455,93.388,0.917,23.213 
1337,5,2000,1.000000e-03,1.000000e-02,1.000000e+00,399410196.308,0.119,0.942,0.211,93.388,0.918,23.337 
1337,5,2000,5.000000e-03,1.000000e-02,1.000000e+00,400226462.255,0.000,NaN,NaN,93.388,0.918,23.231 
