rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1337,30,2000,1.000000e-04,1.000000e-04,1.000000e+00,2398282548.023,0.678,0.055,0.102,93.230,0.912,23.282 
1337,30,2000,5.000000e-04,1.000000e-04,1.000000e+00,2399013264.751,0.134,0.948,0.235,93.230,0.913,22.857 
1337,30,2000,1.000000e-03,1.000000e-04,1.000000e+00,2406937970.963,0.006,0.974,0.012,93.230,0.914,23.237 
1337,30,2000,5.000000e-03,1.000000e-04,1.000000e+00,2407147969.502,0.000,NaN,NaN,93.230,0.914,23.318 
1337,30,2000,1.000000e-04,2.000000e-04,1.000000e+00,2390748170.837,0.676,0.084,0.149,93.236,0.912,22.915 
1337,30,2000,5.000000e-04,2.000000e-04,1.000000e+00,2398472228.184,0.135,0.951,0.236,93.236,0.913,22.380 
1337,30,2000,1.000000e-03,2.000000e-04,1.000000e+00,2406241975.715,0.005,0.974,0.010,93.236,0.914,22.668 
1337,30,2000,5.000000e-03,2.000000e-04,1.000000e+00,2406440378.586,0.000,NaN,NaN,93.236,0.914,23.184 
1337,30,2000,1.000000e-04,5.000000e-04,1.000000e+00,2380194721.618,0.677,0.315,0.430,93.249,0.913,22.523 
1337,30,2000,5.000000e-04,5.000000e-04,1.000000e+00,2397378979.742,0.129,0.950,0.227,93.249,0.914,23.144 
1337,30,2000,1.000000e-03,5.000000e-04,1.000000e+00,2404803051.716,0.006,0.968,0.012,93.249,0.915,22.532 
1337,30,2000,5.000000e-03,5.000000e-04,1.000000e+00,2404967570.866,0.000,NaN,NaN,93.249,0.915,23.146 
1337,30,2000,1.000000e-04,1.000000e-03,1.000000e+00,2377852938.774,0.671,0.641,0.656,93.265,0.914,22.738 
1337,30,2000,5.000000e-04,1.000000e-03,1.000000e+00,2396591649.638,0.125,0.948,0.220,93.265,0.915,22.760 
1337,30,2000,1.000000e-03,1.000000e-03,1.000000e+00,2403605423.790,0.005,0.974,0.009,93.265,0.915,22.376 
1337,30,2000,5.000000e-03,1.000000e-03,1.000000e+00,2403736613.974,0.000,NaN,NaN,93.265,0.915,22.933 
1337,30,2000,1.000000e-04,1.000000e-02,1.000000e+00,2380902860.134,0.511,0.667,0.579,93.382,0.917,24.069 
1337,30,2000,5.000000e-04,1.000000e-02,1.000000e+00,2397592114.923,0.079,0.954,0.146,93.382,0.918,20.913 
1337,30,2000,1.000000e-03,1.000000e-02,1.000000e+00,2401481603.816,0.001,0.967,0.003,93.382,0.918,20.434 
1337,30,2000,5.000000e-03,1.000000e-02,1.000000e+00,2401499609.748,0.000,NaN,NaN,93.382,0.918,20.169 
