rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1337,1,2000,1.000000e-04,1.000000e-04,1.000000e+00,-Inf,0.995,0.001,0.002,86.588,1.180,28.864 
1337,1,2000,5.000000e-04,1.000000e-04,1.000000e+00,-Inf,0.967,0.001,0.003,86.588,1.121,25.313 
1337,1,2000,1.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.930,0.002,0.004,86.588,1.071,24.807 
1337,1,2000,5.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.670,0.141,0.190,86.588,0.992,23.883 
1337,1,2000,1.000000e-04,2.000000e-04,1.000000e+00,-Inf,0.993,0.001,0.002,88.878,0.890,25.095 
1337,1,2000,5.000000e-04,2.000000e-04,1.000000e+00,-Inf,0.947,0.002,0.004,88.878,0.864,24.244 
1337,1,2000,1.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.891,0.005,0.010,88.878,0.852,24.105 
1337,1,2000,5.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.527,0.937,0.674,88.878,0.849,23.116 
1337,1,2000,1.000000e-04,5.000000e-04,1.000000e+00,-Inf,0.986,0.001,0.002,90.895,0.824,24.655 
1337,1,2000,5.000000e-04,5.000000e-04,1.000000e+00,-Inf,0.901,0.004,0.008,90.895,0.818,24.111 
1337,1,2000,1.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.807,0.065,0.120,90.895,0.818,22.971 
1337,1,2000,5.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.347,0.977,0.511,90.895,0.821,23.411 
1337,1,2000,1.000000e-04,1.000000e-03,1.000000e+00,-Inf,0.979,0.001,0.003,91.910,0.843,24.347 
1337,1,2000,5.000000e-04,1.000000e-03,1.000000e+00,-Inf,0.856,0.013,0.026,91.910,0.842,23.102 
1337,1,2000,1.000000e-03,1.000000e-03,1.000000e+00,-Inf,0.713,0.576,0.637,91.910,0.842,22.617 
1337,1,2000,5.000000e-03,1.000000e-03,1.000000e+00,-Inf,0.229,0.979,0.370,91.910,0.845,22.404 
1337,1,2000,1.000000e-04,1.000000e-02,1.000000e+00,600637018.876,0.842,0.002,0.005,93.399,0.917,35.202 
1337,1,2000,5.000000e-04,1.000000e-02,1.000000e+00,91048870.587,0.472,0.061,0.108,93.399,0.917,23.645 
1337,1,2000,1.000000e-03,1.000000e-02,1.000000e+00,80072830.606,0.298,0.888,0.446,93.399,0.918,24.596 
1337,1,2000,5.000000e-03,1.000000e-02,1.000000e+00,80036193.038,0.001,0.983,0.002,93.399,0.918,24.015 
