rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1337,10,2000,1.000000e-04,1.000000e-04,1.000000e+00,810717632.453,0.822,0.091,0.164,93.149,0.906,26.385 
1337,10,2000,5.000000e-04,1.000000e-04,1.000000e+00,801501659.684,0.334,0.918,0.489,93.149,0.907,23.431 
1337,10,2000,1.000000e-03,1.000000e-04,1.000000e+00,805719866.665,0.116,0.961,0.206,93.149,0.908,22.748 
1337,10,2000,5.000000e-03,1.000000e-04,1.000000e+00,808113853.507,0.000,NaN,NaN,93.149,0.908,23.756 
1337,10,2000,1.000000e-04,2.000000e-04,1.000000e+00,808770827.703,0.823,0.099,0.177,93.161,0.907,25.241 
1337,10,2000,5.000000e-04,2.000000e-04,1.000000e+00,800657351.943,0.330,0.918,0.486,93.161,0.908,23.265 
1337,10,2000,1.000000e-03,2.000000e-04,1.000000e+00,804812671.819,0.113,0.961,0.202,93.161,0.909,22.656 
1337,10,2000,5.000000e-03,2.000000e-04,1.000000e+00,807103799.617,0.000,NaN,NaN,93.161,0.909,23.759 
1337,10,2000,1.000000e-04,5.000000e-04,1.000000e+00,803180137.970,0.811,0.138,0.236,93.192,0.909,25.580 
1337,10,2000,5.000000e-04,5.000000e-04,1.000000e+00,798862105.288,0.325,0.918,0.480,93.192,0.910,23.654 
1337,10,2000,1.000000e-03,5.000000e-04,1.000000e+00,802845499.614,0.105,0.960,0.189,93.192,0.911,22.524 
1337,10,2000,5.000000e-03,5.000000e-04,1.000000e+00,804903138.711,0.000,NaN,NaN,93.192,0.911,24.706 
1337,10,2000,1.000000e-04,1.000000e-03,1.000000e+00,796800545.231,0.806,0.291,0.428,93.229,0.911,28.432 
1337,10,2000,5.000000e-04,1.000000e-03,1.000000e+00,797313558.894,0.315,0.918,0.468,93.229,0.912,23.159 
1337,10,2000,1.000000e-03,1.000000e-03,1.000000e+00,801091447.418,0.093,0.962,0.169,93.229,0.913,22.443 
1337,10,2000,5.000000e-03,1.000000e-03,1.000000e+00,802897395.558,0.000,NaN,NaN,93.229,0.913,23.411 
1337,10,2000,1.000000e-04,1.000000e-02,1.000000e+00,794223018.176,0.631,0.608,0.619,93.384,0.917,28.500 
1337,10,2000,5.000000e-04,1.000000e-02,1.000000e+00,797127084.702,0.213,0.925,0.346,93.384,0.917,24.504 
1337,10,2000,1.000000e-03,1.000000e-02,1.000000e+00,799824657.718,0.050,0.963,0.095,93.384,0.918,23.469 
1337,10,2000,5.000000e-03,1.000000e-02,1.000000e+00,800499231.533,0.000,NaN,NaN,93.384,0.918,24.304 
