rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1337,5.000000e-01,2000,1.000000e-04,1.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,768.248,415.678,33.371 
1337,5.000000e-01,2000,5.000000e-04,1.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,768.243,415.591,32.084 
1337,5.000000e-01,2000,1.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.999,0.001,0.002,768.238,415.483,31.886 
1337,5.000000e-01,2000,5.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.994,0.001,0.002,768.194,414.619,31.603 
1337,5.000000e-01,2000,1.000000e-04,2.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,263.608,157.427,30.730 
1337,5.000000e-01,2000,5.000000e-04,2.000000e-04,1.000000e+00,-Inf,0.999,0.001,0.002,263.599,157.340,30.054 
1337,5.000000e-01,2000,1.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.998,0.001,0.002,263.588,157.231,30.043 
1337,5.000000e-01,2000,5.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.989,0.001,0.002,263.501,156.365,30.136 
1337,5.000000e-01,2000,1.000000e-04,5.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,314.714,159.518,31.103 
1337,5.000000e-01,2000,5.000000e-04,5.000000e-04,1.000000e+00,-Inf,0.998,0.001,0.002,314.712,159.433,30.674 
1337,5.000000e-01,2000,1.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.994,0.001,0.002,314.710,159.326,30.722 
1337,5.000000e-01,2000,5.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.972,0.001,0.002,314.693,158.480,31.150 
1337,5.000000e-01,2000,1.000000e-04,1.000000e-03,1.000000e+00,-Inf,1.000,0.001,0.002,117.979,41.608,26.871 
1337,5.000000e-01,2000,5.000000e-04,1.000000e-03,1.000000e+00,-Inf,0.995,0.001,0.002,117.979,41.523,26.962 
1337,5.000000e-01,2000,1.000000e-03,1.000000e-03,1.000000e+00,-Inf,0.988,0.001,0.002,117.979,41.418,26.872 
1337,5.000000e-01,2000,5.000000e-03,1.000000e-03,1.000000e+00,-Inf,0.936,0.001,0.002,117.979,40.591,26.750 
1337,5.000000e-01,2000,1.000000e-04,1.000000e-02,1.000000e+00,725163225.620,0.895,0.002,0.004,93.387,0.916,29.214 
1337,5.000000e-01,2000,5.000000e-04,1.000000e-02,1.000000e+00,40869263.729,0.517,0.659,0.579,93.387,0.916,22.391 
1337,5.000000e-01,2000,1.000000e-03,1.000000e-02,1.000000e+00,40371052.569,0.349,0.862,0.497,93.387,0.917,22.279 
1337,5.000000e-01,2000,5.000000e-03,1.000000e-02,1.000000e+00,40050832.206,0.018,0.963,0.035,93.387,0.917,22.262 
