rd_seed,L,p,N,Lamb,Epsilon0,Recall,Precision,F1 score, max Error, norm Error, BIC,runtime(s)
1994,10,250,5000,0.1,0.1,0.525614088319515,0.139333107552661,0.220015763167209,0.849604188719914,2.04029673699174,131242505.10805,28.672
