rd_seed,Alg,perturb_strength,t,p,n_by_p,Cat,nu_0,mu,gamma,precision,recall,F1,Time,bic,bic_mean
1341,Cat_alg,0.1,5,250,20.0,Cat1,0.0005,0.0001,1,0.1103732539500801,0.7172619047619048,0.1913077991665012,34.21325755119324,297960.5781236024,297745.64491029235
1341,Cat_alg,0.1,5,250,20.0,Cat2,0.0005,0.0001,1,0.1089391860996799,0.710134128166915,0.1888999008919722, ,297530.7116969824,
1341,Direct_alg,0.1,5,250,20.0,Cat1,0.0005,0.0001,1,0.2529821073558648,0.7574404761904762,0.379284649776453,11.035977363586426,138116.39677439103,137446.30457266973
1341,Direct_alg,0.1,5,250,20.0,Cat2,0.0005,0.0001,1,0.2539523212045169,0.7540983606557377,0.3799511920405481,10.675969123840332,136776.21237094843,
1341,Cat_alg,0.1,5,250,20.0,Cat1,0.0005,0.001,1,0.8233256351039261,0.5305059523809523,0.6452488687782805,34.24413990974426,48278.22314253804,47728.030326462045
1341,Cat_alg,0.1,5,250,20.0,Cat2,0.0005,0.001,1,0.822637106184364,0.5253353204172876,0.641200545702592, ,47177.83751038606,
1341,Direct_alg,0.1,5,250,20.0,Cat1,0.0005,0.001,1,0.8812199036918138,0.4084821428571428,0.5582104728012202,10.511028051376343,31089.251817292687,30898.83808747612
1341,Direct_alg,0.1,5,250,20.0,Cat2,0.0005,0.001,1,0.8841761827079935,0.4038748137108793,0.5544757033248082,10.565072298049927,30708.424357659547,
1341,Cat_alg,0.1,5,250,20.0,Cat1,0.0001,0.0001,1,0.0193568127284731,0.8943452380952381,0.0378934758279346,34.42073369026184,2021440.0065227973,2020094.7515590056
1341,Cat_alg,0.1,5,250,20.0,Cat2,0.0001,0.0001,1,0.0192115527189504,0.8882265275707899,0.0376096422035716, ,2018749.4965952137,
1341,Direct_alg,0.1,5,250,20.0,Cat1,0.0001,0.0001,1,0.0306114698063045,0.8995535714285714,0.0592081098949533,10.526609659194946,1252677.341699513,1251967.7535712998
1341,Direct_alg,0.1,5,250,20.0,Cat2,0.0001,0.0001,1,0.0303130148270181,0.8912071535022354,0.058631762139373,10.607985258102417,1251258.165443087,
1341,Cat_alg,0.1,5,250,20.0,Cat1,0.0001,0.001,1,0.1789007746219107,0.7217261904761905,0.2867277564292048,34.072694063186646,211752.80437491185,211126.2222064653
1341,Cat_alg,0.1,5,250,20.0,Cat2,0.0001,0.001,1,0.1767639453269301,0.7131147540983607,0.283303730017762, ,210499.6400380188,
1341,Direct_alg,0.1,5,250,20.0,Cat1,0.0001,0.001,1,0.7799607072691552,0.5907738095238095,0.6723116003386961,10.591795682907104,49319.36516623267,49172.35976223956
1341,Direct_alg,0.1,5,250,20.0,Cat2,0.0001,0.001,1,0.7831683168316832,0.589418777943368,0.6726190476190477,10.551766395568848,49025.35435824645,
1341,Cat_alg,0.1,5,250,20.0,Cat1,0.0005,0.0001,1,0.11037325395008014,0.7172619047619048,0.19130779916650129,41.54644727706909,297960.5781236024,297745.64491029235
1341,Cat_alg,0.1,5,250,20.0,Cat2,0.0005,0.0001,1,0.10893918609967992,0.710134128166915,0.18889990089197226, ,297530.7116969824
1341,Direct_alg,0.1,5,250,20.0,Cat1,0.0005,0.0001,1,0.2529821073558648,0.7574404761904762,0.37928464977645304,13.710521936416626,138116.39677439103,137446.30457266973
1341,Direct_alg,0.1,5,250,20.0,Cat2,0.0005,0.0001,1,0.25395232120451694,0.7540983606557377,0.37995119204054817,13.808562517166138,136776.21237094843
1341,Cat_alg,0.1,5,250,20.0,Cat1,0.0005,0.001,1,0.8233256351039261,0.5305059523809523,0.6452488687782805,42.096527338027954,48278.22314253804,47728.030326462045
1341,Cat_alg,0.1,5,250,20.0,Cat2,0.0005,0.001,1,0.822637106184364,0.5253353204172876,0.641200545702592, ,47177.83751038606
1341,Direct_alg,0.1,5,250,20.0,Cat1,0.0005,0.001,1,0.8812199036918138,0.40848214285714285,0.5582104728012202,13.785494089126587,31089.251817292687,30898.838087476117
1341,Direct_alg,0.1,5,250,20.0,Cat2,0.0005,0.001,1,0.8841761827079935,0.4038748137108793,0.5544757033248082,13.776908159255981,30708.424357659547
1341,Cat_alg,0.1,5,250,20.0,Cat1,0.0001,0.0001,1,0.019356812728473196,0.8943452380952381,0.03789347582793462,41.396544218063354,2021440.0065227975,2020094.7515590056
1341,Cat_alg,0.1,5,250,20.0,Cat2,0.0001,0.0001,1,0.019211552718950455,0.8882265275707899,0.03760964220357165, ,2018749.4965952137
1341,Direct_alg,0.1,5,250,20.0,Cat1,0.0001,0.0001,1,0.030611469806304595,0.8995535714285714,0.059208109894953356,13.710444211959839,1252677.341699513,1251967.7535712998
1341,Direct_alg,0.1,5,250,20.0,Cat2,0.0001,0.0001,1,0.030313014827018123,0.8912071535022354,0.058631762139373,13.678102970123291,1251258.165443087
1341,Cat_alg,0.1,5,250,20.0,Cat1,0.0001,0.001,1,0.17890077462191073,0.7217261904761905,0.28672775642920484,41.74486041069031,211752.80437491182,211126.22220646532
1341,Cat_alg,0.1,5,250,20.0,Cat2,0.0001,0.001,1,0.17676394532693018,0.7131147540983607,0.283303730017762, ,210499.6400380188
1341,Direct_alg,0.1,5,250,20.0,Cat1,0.0001,0.001,1,0.7799607072691552,0.5907738095238095,0.6723116003386961,13.782328605651855,49319.36516623267,49172.35976223956
1341,Direct_alg,0.1,5,250,20.0,Cat2,0.0001,0.001,1,0.7831683168316832,0.589418777943368,0.6726190476190477,13.653233289718628,49025.35435824645
1341,Cat_alg,0.1,5,250,20.0,Cat1,0.0005,0.0002,1,0.1831267493002799,0.6815476190476191,0.28868578632209263,37.470887899398804,181164.10616975924,180286.35701613204
1341,Cat_alg,0.1,5,250,20.0,Cat2,0.0005,0.0002,1,0.18134298351427422,0.6721311475409836,0.285623812539582, ,179408.60786250484
1341,Direct_alg,0.1,5,250,20.0,Cat1,0.0005,0.0002,1,0.4764644351464435,0.6778273809523809,0.5595823095823095,11.582957029342651,72616.69481203241,71855.70279858049
1341,Direct_alg,0.1,5,250,20.0,Cat2,0.0005,0.0002,1,0.4815211569362614,0.6698956780923994,0.5602991586163915,11.497520208358765,71094.71078512857
1341,Cat_alg,0.1,5,250,20.0,Cat1,0.0005,0.0005,1,0.4634974533106961,0.609375,0.5265188042430086,37.380510330200195,78063.32400734728,77471.46259108225
1341,Cat_alg,0.1,5,250,20.0,Cat2,0.0005,0.0005,1,0.45899772209567197,0.6005961251862891,0.5203357004519045, ,76879.60117481722
1341,Direct_alg,0.1,5,250,20.0,Cat1,0.0005,0.0005,1,0.7975528364849833,0.5334821428571429,0.6393223361569326,11.601765632629395,40504.50709005479,40171.07456174482
1341,Direct_alg,0.1,5,250,20.0,Cat2,0.0005,0.0005,1,0.8,0.5245901639344263,0.6336633663366338,11.790671348571777,39837.64203343485
1341,Cat_alg,0.1,5,250,20.0,Cat1,0.0001,0.0002,1,0.026855287569573283,0.8616071428571429,0.05208708168405902,37.39887547492981,1426942.4181516166,1425658.0123232845
1341,Cat_alg,0.1,5,250,20.0,Cat2,0.0001,0.0002,1,0.026558945071272693,0.8524590163934426,0.05151296829971182, ,1424373.6064949527
1341,Direct_alg,0.1,5,250,20.0,Cat1,0.0001,0.0002,1,0.06430993274414985,0.8608630952380952,0.11967933798810447,11.647075653076172,584955.7378282777,584324.11578588
1341,Direct_alg,0.1,5,250,20.0,Cat2,0.0001,0.0002,1,0.06359991089329473,0.8509687034277198,0.11835423359933672,11.900886535644531,583692.4937434824
1341,Cat_alg,0.1,5,250,20.0,Cat1,0.0001,0.0005,1,0.06053349668652893,0.8087797619047619,0.11263665095072795,37.72412967681885,623852.8039382041,623257.5286211779
1341,Cat_alg,0.1,5,250,20.0,Cat2,0.0001,0.0005,1,0.059714795008912656,0.7988077496274217,0.11112262879651705, ,622662.2533041518
1341,Direct_alg,0.1,5,250,20.0,Cat1,0.0001,0.0005,1,0.30924945499844286,0.7388392857142857,0.4360043907793633,11.979081869125366,120534.84780057769,119606.74898021357
1341,Direct_alg,0.1,5,250,20.0,Cat2,0.0001,0.0005,1,0.30798479087452474,0.7242921013412816,0.4321920853712762,11.730046272277832,118678.65015984944
