T,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, BIC,runtime(s), total edges(directed)
1,65,2000,100,1,0,NA,NA,-803324.075956599,22.377,0
1,65,2000,91.1588829975082,1,0,NA,NA,-803324.075956599,21.45,0
1,65,2000,83.099419493534,1,0,NA,NA,-803324.075956599,21.57,0
1,65,2000,75.7525025877191,1,0,NA,NA,-803324.075956599,21.508,0
1,65,2000,69.0551352016233,1,0,NA,NA,-803324.075956599,21.415,0
1,65,2000,62.9498899022189,1,0,NA,NA,-803324.075956599,21.338,0
1,65,2000,57.384416483024,1,0,NA,NA,-803324.075956599,23.302,0
1,65,2000,52.3109930805626,1,0,NA,NA,-803324.075956599,21.442,0
1,65,2000,47.6861169771447,1,0,NA,NA,-803324.075956599,22.064,0
1,65,2000,43.4701315812502,1,0,NA,NA,-803324.075956599,21.579,0
1,65,2000,39.6268863870148,1,0,NA,NA,-803324.075956599,23.508,0
1,65,2000,36.1234269970943,1,0,NA,NA,-803324.075956599,21.571,0
1,65,2000,32.9297125509715,1,0,NA,NA,-803324.075956599,21.446,0
1,65,2000,30.0183581357559,1,0,NA,NA,-803324.075956599,21.441,0
1,65,2000,27.3643999707467,1,0,NA,NA,-803324.075956599,21.577,0
1,65,2000,24.9450813523032,1,0,NA,NA,-803324.075956599,21.567,0
1,65,2000,22.7396575235793,1,0,NA,NA,-803324.075956599,21.569,0
1,65,2000,20.7292177959537,1,0,NA,NA,-803324.075956599,21.456,0
1,65,2000,18.8965233969121,1,0,NA,NA,-803324.075956599,21.418,0
1,65,2000,17.2258596539879,1,0,NA,NA,-803324.075956599,21.468,0
1,65,2000,15.7029012472938,1,0,NA,NA,-803324.075956599,21.434,0
1,65,2000,14.3145893752348,1,0,NA,NA,-803324.075956599,21.616,0
1,65,2000,13.049019780144,1,0,NA,NA,-803324.075956599,21.604,0
1,65,2000,11.8953406737032,1,0,NA,NA,-803324.075956599,21.508,0
1,65,2000,10.8436596868961,1,0,NA,NA,-803324.075956599,21.456,0
1,65,2000,9.88495904662559,1,0,NA,NA,-803324.075956599,21.467,0
1,65,2000,9.01101825166502,1,0,NA,NA,-803324.075956599,21.428,0
1,65,2000,8.21434358491943,1,0,NA,NA,-803324.075956599,21.497,0
1,65,2000,7.48810385759002,1,0,NA,NA,-803324.075956599,21.6320000000001,0
1,65,2000,6.82607183427239,1,0,NA,NA,-803324.075956599,21.5939999999999,0
1,65,2000,6.22257083673023,1,0,NA,NA,-803324.075956599,21.5050000000001,0
1,65,2000,5.67242606849198,1,0,NA,NA,-803324.075956599,21.466,0
1,65,2000,5.17092024289676,1,0,NA,NA,-803324.075956599,21.4100000000001,0
1,65,2000,4.71375313411672,1,0,NA,NA,-803324.075956599,21.425,0
1,65,2000,4.29700470432084,1,0,NA,NA,-803324.075956599,21.554,0
1,65,2000,3.91710149080926,1,0,NA,NA,-803324.075956599,21.6189999999999,0
1,65,2000,3.57078596490046,1,0,NA,NA,-803324.075956599,21.5899999999999,0
1,65,2000,3.25508859983506,1,0,NA,NA,-803324.075956599,21.396,0
1,65,2000,2.96730240818887,1,0,NA,NA,-803324.075956599,21.449,0
1,65,2000,2.70495973046313,1,0,NA,NA,-803324.075956599,21.4739999999999,0
1,65,2000,2.4658110758226,1,0,NA,NA,-803324.075956599,21.436,0
1,65,2000,2.24780583354873,1,0,NA,NA,-803324.075956599,21.601,0
1,65,2000,2.04907468981585,1,0,NA,NA,-803324.075956599,21.619,0
1,65,2000,1.86791359902078,1,0,NA,NA,-803324.075956599,21.496,0
1,65,2000,1.7027691722259,1,0,NA,NA,-803324.075956599,21.455,0
1,65,2000,1.55222535742705,1,0,NA,NA,-803324.075956599,21.457,0
1,65,2000,1.41499129743458,1,0,NA,NA,-803324.075956599,21.547,0
1,65,2000,1.28989026125331,1,0,NA,NA,-803324.075956599,21.6139999999999,0
1,65,2000,1.17584955405216,1,0,NA,NA,-803324.075956599,21.55,0
1,65,2000,1.07189131920513,1,0,NA,NA,-803324.075956599,21.431,0
1,65,2000,0.97712415353465,1,0,NA,NA,-803324.075956599,21.4349999999999,0
1,65,2000,0.890735463861044,1,0,NA,NA,-803324.075956599,21.4159999999999,0
1,65,2000,0.811984499318401,1,0,NA,NA,-803324.075956599,21.4290000000001,0
1,65,2000,0.740195999691564,1,0,NA,NA,-803324.075956599,21.5999999999999,0
1,65,2000,0.674754405311069,1,0,NA,NA,-803324.075956599,21.5709999999999,0
1,65,2000,0.61509857885805,1,0,NA,NA,-803324.075956599,21.5170000000001,0
1,65,2000,0.560716993820546,1,0,NA,NA,-803324.075956599,21.452,0
1,65,2000,0.511143348344017,1,0,NA,NA,-803324.075956599,21.385,0
