rd_seed,Alg,t,p,n,Cat,nu_0,mu,gamma,precision,recall,F1,Time,BIC,BIC_mean
1340,Cat_alg,50,250,5000.0,Cat1,0.0005,0.0001,1,0.1802516320737001,0.6700061588996099,0.2840778524424637,603.0171322822571,64559090.43929205,64558563.824323535
1340,Cat_alg,50,250,5000.0,Cat2,0.0005,0.0001,1,0.181264481959616,0.6753545734840699,0.2858161889434996, ,64558037.20935502,
1340,Direct_alg,50,250,5000.0,Cat1,0.0005,0.0001,1,0.6472128694350917,0.0710326421679326,0.1280153914459079,25.841288805007935,62552283.78296563,62553127.74860796
1340,Direct_alg,50,250,5000.0,Cat2,0.0005,0.0001,1,0.5971486761710795,0.0602672147995889,0.1094846900672143,27.459304094314575,62553971.71425028,
1340,Cat_alg,50,250,5000.0,Cat1,0.0005,0.001,1,0.9043827841715276,0.4710737014986655,0.6194757160983775,600.9162421226501,62473208.1291949,62472111.106120914
1340,Cat_alg,50,250,5000.0,Cat2,0.0005,0.001,1,0.9055359246171968,0.4740801644398766,0.6223421478683216, ,62471014.08304693,
1340,Direct_alg,50,250,5000.0,Cat1,0.0005,0.001,1,0.976293103448276,0.0557996304660234,0.1055656969744047,38.42791485786438,62504397.21175155,62505014.46293859
1340,Direct_alg,50,250,5000.0,Cat2,0.0005,0.001,1,0.9676616915422884,0.0479753340184994,0.0914182758215502,37.04736089706421,62505631.71412564,
1340,Cat_alg,50,250,5000.0,Cat1,0.0001,0.0001,1,0.034514009768463,0.8475056456579758,0.0663269076898853,588.3427538871765,79145267.29291637,79139936.18950391
1340,Cat_alg,50,250,5000.0,Cat2,0.0001,0.0001,1,0.03452238568788,0.8484275436793423,0.0663451956151348, ,79134605.08609144,
1340,Direct_alg,50,250,5000.0,Cat1,0.0001,0.0001,1,0.1747006767308693,0.0688975569698213,0.0988221436984687,22.128325939178467,62762024.24519142,62737096.78351252
1340,Direct_alg,50,250,5000.0,Cat2,0.0001,0.0001,1,0.2072485962225625,0.0667625899280575,0.1009918845807033,19.652918338775635,62712169.321833625,
1340,Cat_alg,50,250,5000.0,Cat1,0.0001,0.001,1,0.290167865707434,0.6508314514473414,0.401382593502317,593.1889600753784,63495309.532376654,63493158.67671068
1340,Cat_alg,50,250,5000.0,Cat2,0.0001,0.001,1,0.2915720460039557,0.6545118191161357,0.4034258637509661, ,63491007.8210447,
1340,Direct_alg,50,250,5000.0,Cat1,0.0001,0.001,1,0.95316565481353,0.045124204475467,0.0861690450054884,20.91620445251465,62510247.940335184,62510485.3687851
1340,Direct_alg,50,250,5000.0,Cat2,0.0001,0.001,1,0.9560344827586208,0.0455909558067831,0.0870315872081616,22.160073041915894,62510722.797235005,
