rd_seed,L,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, max Error, norm Error, BIC (last pop),runtime,AUPRC
"1995","10","250","5000","0.0224754472449749","NA","0.999420940408196","0.100356877377167","0.182298452616738","0.0900455696752196","1.03341108195831","NA","18.769","0.141751411610922"
