t,p,n,nu_0,mu,gamma,no_edges,bic value,precision_avg,recall_avg,F1_avg,Time(sec),mask_diag
10,100,2500,0.005,1000.0,1,350.0,743577.6965529489,nan,0.0,nan,8.686525344848633,True
10,100,2500,0.005,911.7299484984921,1,350.0,743577.6965529489,nan,0.0,nan,8.647275686264038,True
10,100,2500,0.005,831.2514989890632,1,350.0,743577.6965529489,nan,0.0,nan,8.655268430709839,True
10,100,2500,0.005,757.876886362593,1,350.0,743577.6965529489,nan,0.0,nan,8.672175645828247,True
10,100,2500,0.005,690.9790545715645,1,350.0,743577.6965529489,nan,0.0,nan,8.651010513305664,True
10,100,2500,0.005,629.9862978380693,1,350.0,743577.6965529489,nan,0.0,nan,8.663667678833008,True
10,100,2500,0.005,574.3773748826587,1,350.0,743577.6965529489,nan,0.0,nan,8.67948055267334,True
10,100,2500,0.005,523.6770544204655,1,350.0,743577.6965529489,nan,0.0,nan,8.645695209503174,True
10,100,2500,0.005,477.45205385661313,1,350.0,743577.6965529489,nan,0.0,nan,8.646237134933472,True
10,100,2500,0.005,435.3073364731892,1,350.0,743577.6965529489,nan,0.0,nan,8.69724178314209,True
10,100,2500,0.005,396.8827354637162,1,350.0,743577.6965529489,nan,0.0,nan,8.66906189918518,True
10,100,2500,0.005,361.84987596427464,1,350.0,743577.6965529489,nan,0.0,nan,8.679910898208618,True
10,100,2500,0.005,329.9093687770939,1,350.0,743577.6965529489,nan,0.0,nan,8.661628246307373,True
10,100,2500,0.005,1e-07,1,350.0,743577.6965529489,nan,0.0,nan,9.141380786895752,True
10,100,2500,0.005,8.531678524172814e-08,1,350.0,743577.6965529489,nan,0.0,nan,9.12990117073059,True
10,100,2500,0.005,7.278953843983146e-08,1,350.0,743577.6965529489,nan,0.0,nan,9.131938695907593,True
10,100,2500,0.005,6.210169418915617e-08,1,350.0,743577.6965529489,nan,0.0,nan,9.149477481842041,True
10,100,2500,0.005,5.298316906283713e-08,1,350.0,743577.6965529489,nan,0.0,nan,9.204490661621094,True
10,100,2500,0.005,4.5203536563602405e-08,1,350.0,743577.6965529489,nan,0.0,nan,9.160367250442505,True
10,100,2500,0.005,3.8566204211634724e-08,1,350.0,743577.6965529489,nan,0.0,nan,9.238965272903442,True
10,100,2500,0.005,3.290344562312671e-08,1,350.0,743577.6965529489,nan,0.0,nan,9.252474069595337,True
10,100,2500,0.005,2.8072162039411755e-08,1,350.0,743577.6965529489,nan,0.0,nan,9.315179347991943,True
10,100,2500,0.005,2.395026619987486e-08,1,350.0,743577.6965529489,nan,0.0,nan,9.354517936706543,True
10,100,2500,0.005,2.0433597178569395e-08,1,350.0,743577.6965529489,nan,0.0,nan,9.38331937789917,True
10,100,2500,0.005,1.743328822199987e-08,1,350.0,743577.6965529489,nan,0.0,nan,9.461263179779053,True
10,100,2500,0.005,1.4873521072935118e-08,1,350.0,743577.6965529489,nan,0.0,nan,9.541146516799927,True
10,100,2500,0.005,1.2689610031679234e-08,1,350.0,743577.6965529489,nan,0.0,nan,9.575106143951416,True
10,100,2500,0.005,1.0826367338740541e-08,1,350.0,743577.6965529489,nan,0.0,nan,9.562440156936646,True
10,100,2500,0.005,9.236708571873846e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.579620838165283,True
10,100,2500,0.005,7.880462815669905e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.55535364151001,True
10,100,2500,0.005,6.723357536499335e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.606144666671753,True
10,100,2500,0.005,5.7361525104486815e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.5892014503479,True
10,100,2500,0.005,4.893900918477499e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.60561752319336,True
10,100,2500,0.005,4.175318936560392e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.54415225982666,True
10,100,2500,0.005,3.5622478902624368e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.593769311904907,True
10,100,2500,0.005,3.039195382313195e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.589941501617432,True
10,100,2500,0.005,2.592943797404667e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.614423513412476,True
10,100,2500,0.005,2.21221629107045e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.601081609725952,True
10,100,2500,0.005,1.8873918221350994e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.575103998184204,True
10,100,2500,0.005,1.6102620275609425e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.603268384933472,True
10,100,2500,0.005,1.373823795883261e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.58613395690918,True
10,100,2500,0.005,1.1721022975334794e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.579900741577148,True
10,100,2500,0.005,1e-09,1,350.0,743577.6965529489,nan,0.0,nan,9.57372784614563,True
