t,p,n,nu_0,mu,gamma,no_edges,bic value,precision_avg,recall_avg,F1_avg,Time(sec),mask_diag
10,100,2500,0.001,1000.0,1,350.0,743577.6965529489,nan,0.0,nan,8.31254529953003,True
10,100,2500,0.001,925.8810253973954,1,350.0,743577.6965529489,nan,0.0,nan,8.328074216842651,True
10,100,2500,0.001,857.2556731909325,1,350.0,743577.6965529489,nan,0.0,nan,8.38772439956665,True
10,100,2500,0.001,793.7167617217551,1,350.0,743577.6965529489,nan,0.0,nan,8.355182409286499,True
10,100,2500,0.001,734.8872892180387,1,350.0,743577.6965529489,nan,0.0,nan,8.32149887084961,True
10,100,2500,0.001,680.4181968927101,1,350.0,743577.6965529489,nan,0.0,nan,8.30482792854309,True
10,100,2500,0.001,629.9862978380693,1,350.0,743577.6965529489,nan,0.0,nan,8.308002471923828,True
10,100,2500,0.001,583.2923594286206,1,350.0,743577.6965529489,nan,0.0,nan,8.253219604492188,True
10,100,2500,0.001,540.0593278542374,1,350.0,743577.6965529489,nan,0.0,nan,8.324098825454712,True
10,100,2500,0.001,500.03068424910947,1,350.0,743577.6965529489,nan,0.0,nan,8.20214319229126,True
10,100,2500,0.001,462.96892266272675,1,350.0,743577.6965529489,nan,0.0,nan,8.229917287826538,True
10,100,2500,0.001,428.6541408420925,1,350.0,743577.6965529489,nan,0.0,nan,8.200941324234009,True
10,100,2500,0.001,396.8827354637166,1,350.0,743577.6965529489,nan,0.0,nan,8.206540584564209,True
10,100,2500,0.001,367.4661940736688,1,350.0,743577.6965529489,nan,0.0,nan,8.23749303817749,True
10,100,2500,0.001,340.2299765678068,1,350.0,743577.6965529489,nan,0.0,nan,8.25068998336792,True
10,100,2500,0.001,315.0124795755328,1,350.0,743577.6965529489,nan,0.0,nan,8.242791175842285,True
10,100,2500,0.001,291.66407760237036,1,350.0,743577.6965529489,nan,0.0,nan,8.261577606201172,True
10,100,2500,0.001,270.04623524206824,1,350.0,743577.6965529489,nan,0.0,nan,8.296842813491821,True
10,100,2500,0.001,250.0306851906324,1,350.0,743577.6965529489,nan,0.0,nan,8.206886053085327,True
10,100,2500,0.001,231.4986671851161,1,350.0,743577.6965529489,nan,0.0,nan,8.18451189994812,True
10,100,2500,0.001,214.34022335148566,1,350.0,743577.6965529489,nan,0.0,nan,8.191851377487183,True
