t,p,n,nu_0,mu,gamma,no_edges,bic value,precision_avg,recall_avg,F1_avg,Time(sec),mask_diag
10,100,2500,0.0001,1000.0,10,350.0,743577.6965529489,nan,0.0,nan,10.770611047744751,True
10,100,2500,0.0001,925.8810253973954,10,350.0,743577.6965529489,nan,0.0,nan,11.703020811080933,True
10,100,2500,0.0001,857.2556731909325,10,350.0,743577.6965529489,nan,0.0,nan,11.251015663146973,True
10,100,2500,0.0001,793.7167617217551,10,350.0,743577.6965529489,nan,0.0,nan,11.259066820144653,True
10,100,2500,0.0001,734.8872892180387,10,350.0,743577.6965529489,nan,0.0,nan,10.71466875076294,True
10,100,2500,0.0001,680.4181968927101,10,350.0,743577.6965529489,nan,0.0,nan,10.881686449050903,True
10,100,2500,0.0001,629.9862978380693,10,350.0,743577.6965529489,nan,0.0,nan,12.186627626419067,True
10,100,2500,0.0001,583.2923594286206,10,350.0,743577.6965529489,nan,0.0,nan,10.710135698318481,True
10,100,2500,0.0001,540.0593278542374,10,350.0,743577.6965529489,nan,0.0,nan,10.661070346832275,True
10,100,2500,0.0001,500.03068424910947,10,350.0,743577.6965529489,nan,0.0,nan,10.617538928985596,True
10,100,2500,0.0001,462.96892266272675,10,350.0,743577.6965529489,nan,0.0,nan,11.27453351020813,True
10,100,2500,0.0001,428.6541408420925,10,350.0,743577.6965529489,nan,0.0,nan,10.57453441619873,True
10,100,2500,0.0001,396.8827354637166,10,350.0,743577.6965529489,nan,0.0,nan,10.723513841629028,True
10,100,2500,0.0001,367.4661940736688,10,350.0,743577.6965529489,nan,0.0,nan,11.209074258804321,True
10,100,2500,0.0001,340.2299765678068,10,350.0,743577.6965529489,nan,0.0,nan,11.439746379852295,True
10,100,2500,0.0001,315.0124795755328,10,350.0,743577.6965529489,nan,0.0,nan,11.592121124267578,True
10,100,2500,0.0001,291.66407760237036,10,350.0,743577.6965529489,nan,0.0,nan,11.904596328735352,True
10,100,2500,0.0001,270.04623524206824,10,350.0,743577.6965529489,nan,0.0,nan,11.257905721664429,True
10,100,2500,0.0001,250.0306851906324,10,350.0,743577.6965529489,nan,0.0,nan,11.077167987823486,True
10,100,2500,0.0001,231.4986671851161,10,350.0,743577.6965529489,nan,0.0,nan,11.299601554870605,True
10,100,2500,0.0001,214.34022335148566,10,350.0,743577.6965529489,nan,0.0,nan,11.507261276245117,True
10,100,2500,0.0001,198.45354578058033,10,350.0,743577.6965529489,nan,0.0,nan,11.994351387023926,True
10,100,2500,0.0001,183.74437246107266,10,350.0,743577.6965529489,nan,0.0,nan,11.305497884750366,True
10,100,2500,0.0001,170.1254279852589,10,350.0,743577.6965529489,nan,0.0,nan,11.464988946914673,True
10,100,2500,0.0001,157.5159057091623,10,350.0,743577.6965529489,nan,0.0,nan,11.77248215675354,True
10,100,2500,0.0001,145.84098829439864,10,351.0,743605.0935275565,nan,0.0,nan,12.200465440750122,True
10,100,2500,0.0001,135.03140378698737,10,351.0,743605.0935275565,nan,0.0,nan,11.105390310287476,True
10,100,2500,0.0001,125.0230145991456,10,351.0,743605.0935275565,nan,0.0,nan,11.122063636779785,True
10,100,2500,0.0001,115.75643695533047,10,351.0,743605.0935275565,nan,0.0,nan,11.603941679000854,True
10,100,2500,0.0001,107.17668854455034,10,352.0,743640.1017595304,nan,0.0,nan,10.556950569152832,True
10,100,2500,0.0001,99.2328622883255,10,352.0,743640.1017595304,nan,0.0,nan,11.03391695022583,True
10,100,2500,0.0001,91.87782428863335,10,353.0,743676.041086848,nan,0.0,nan,10.805962324142456,True
