t,p,n,nu_0,mu,gamma,no_edges,bic value,precision_avg,recall_avg,F1_avg,Time(sec),mask_diag
10,100,2500,5e-05,1000.0,1,360.0,744166.8519038726,nan,0.0,nan,8.317747831344604,True
10,100,2500,5e-05,925.8810253973954,1,361.0,744166.851903616,nan,0.0,nan,8.316406726837158,True
10,100,2500,5e-05,857.2556731909325,1,362.0,744202.1538514458,nan,0.0,nan,8.294633150100708,True
10,100,2500,5e-05,793.7167617217551,1,362.0,744202.1538514458,nan,0.0,nan,8.293034076690674,True
10,100,2500,5e-05,734.8872892180387,1,363.0,744278.6327603986,nan,0.0,nan,8.306469917297363,True
10,100,2500,5e-05,680.4181968927101,1,366.0,744441.3649316081,0.0,0.0,nan,8.354056358337402,True
10,100,2500,5e-05,629.9862978380693,1,369.0,744659.657175483,0.5,0.00026102845210127906,0.0005217845030002609,8.310837030410767,True
10,100,2500,5e-05,583.2923594286206,1,373.0,744856.1894135316,0.25,0.00026102845210127906,0.0005215123859191656,8.339444637298584,True
10,100,2500,5e-05,540.0593278542374,1,379.0,745221.662711379,0.16666666666666666,0.00026102845210127906,0.0005212405525149858,8.313760995864868,True
10,100,2500,5e-05,500.03068424910947,1,385.0,745474.7770438419,0.125,0.00026102845210127906,0.0005209690023443606,8.407707452774048,True
10,100,2500,5e-05,462.96892266272675,1,388.0,745597.896096764,0.125,0.00026102845210127906,0.0005209690023443606,8.344989538192749,True
10,100,2500,5e-05,428.6541408420925,1,392.0,745745.0550151778,0.1111111111111111,0.00026102845210127906,0.0005208333333333333,8.352275848388672,True
10,100,2500,5e-05,396.8827354637166,1,396.0,745897.9540078617,0.23076923076923078,0.0007830853563038371,0.0015608740894901144,8.403966903686523,True
10,100,2500,5e-05,367.4661940736688,1,401.0,746242.6221053497,0.2222222222222222,0.0010441138084051162,0.0020784619381657575,8.350712299346924,True
10,100,2500,5e-05,340.2299765678068,1,405.0,746416.5376331925,0.18181818181818182,0.0010441138084051162,0.0020763041785621596,8.356269836425781,True
10,100,2500,5e-05,315.0124795755328,1,414.0,746781.6645698722,0.17391304347826086,0.0010441138084051162,0.002075765438505449,8.426651000976562,True
10,100,2500,5e-05,291.66407760237036,1,421.0,747089.6578204258,0.13793103448275862,0.0010441138084051162,0.0020725388601036273,8.359223365783691,True
10,100,2500,5e-05,270.04623524206824,1,426.0,747257.8415823367,0.15625,0.0013051422605063951,0.0025886616619207863,8.366400957107544,True
10,100,2500,5e-05,250.0306851906324,1,433.0,747572.8044027658,0.15625,0.0013051422605063951,0.0025886616619207863,8.352115869522095,True
10,100,2500,5e-05,231.4986671851161,1,441.0,747904.9335246747,0.1388888888888889,0.0013051422605063951,0.002585983966899405,8.352036237716675,True
10,100,2500,5e-05,214.34022335148566,1,444.0,747989.724569601,0.1388888888888889,0.0013051422605063951,0.002585983966899405,8.35277271270752,True
