t,p,n,nu_0,mu,gamma,no_edges,bic value,precision_avg,recall_avg,F1_avg,Time(sec),mask_diag
10,100,2500,5e-05,1000.0,10,350.0,743577.6965529489,nan,0.0,nan,9.188518762588501,True
10,100,2500,5e-05,925.8810253973954,10,350.0,743577.6965529489,nan,0.0,nan,9.176059484481812,True
10,100,2500,5e-05,857.2556731909325,10,350.0,743577.6965529489,nan,0.0,nan,8.88701343536377,True
10,100,2500,5e-05,793.7167617217551,10,350.0,743577.6965529489,nan,0.0,nan,8.915693521499634,True
10,100,2500,5e-05,734.8872892180387,10,350.0,743577.6965529489,nan,0.0,nan,9.116055250167847,True
10,100,2500,5e-05,680.4181968927101,10,352.0,743644.4790420806,nan,0.0,nan,8.962793827056885,True
10,100,2500,5e-05,629.9862978380693,10,352.0,743644.4790420806,nan,0.0,nan,9.248921155929565,True
10,100,2500,5e-05,583.2923594286206,10,352.0,743644.4790420806,nan,0.0,nan,9.082651376724243,True
10,100,2500,5e-05,540.0593278542374,10,352.0,743644.4790420806,nan,0.0,nan,9.21947431564331,True
10,100,2500,5e-05,500.03068424910947,10,352.0,743644.4790420806,nan,0.0,nan,9.114258766174316,True
10,100,2500,5e-05,462.96892266272675,10,353.0,743683.5463960082,nan,0.0,nan,9.139253377914429,True
10,100,2500,5e-05,428.6541408420925,10,353.0,743683.5463960082,nan,0.0,nan,9.42883038520813,True
10,100,2500,5e-05,396.8827354637166,10,354.0,743709.7910148029,nan,0.0,nan,9.214634895324707,True
10,100,2500,5e-05,367.4661940736688,10,355.0,743736.2698099231,nan,0.0,nan,9.23479413986206,True
10,100,2500,5e-05,340.2299765678068,10,355.0,743736.2698099231,nan,0.0,nan,9.309473514556885,True
10,100,2500,5e-05,315.0124795755328,10,355.0,743736.2698099231,nan,0.0,nan,9.367312908172607,True
10,100,2500,5e-05,291.66407760237036,10,355.0,743736.2698099231,nan,0.0,nan,9.41574215888977,True
10,100,2500,5e-05,270.04623524206824,10,358.0,743818.3207361093,nan,0.0,nan,9.554073810577393,True
10,100,2500,5e-05,250.0306851906324,10,359.0,743846.5683830963,nan,0.0,nan,9.522094964981079,True
10,100,2500,5e-05,231.4986671851161,10,359.0,743846.5683830963,nan,0.0,nan,9.547356367111206,True
10,100,2500,5e-05,214.34022335148566,10,360.0,743872.8130468882,nan,0.0,nan,9.687297821044922,True
10,100,2500,5e-05,198.45354578058033,10,362.0,743940.338075927,nan,0.0,nan,10.03569483757019,True
10,100,2500,5e-05,183.74437246107266,10,363.0,743967.6734990263,nan,0.0,nan,9.838124752044678,True
10,100,2500,5e-05,170.1254279852589,10,365.0,744035.8483951311,nan,0.0,nan,9.884694814682007,True
10,100,2500,5e-05,157.5159057091623,10,367.0,744062.4187574533,nan,0.0,nan,9.89333438873291,True
10,100,2500,5e-05,145.84098829439864,10,367.0,744062.4187574533,nan,0.0,nan,9.933861494064331,True
10,100,2500,5e-05,135.03140378698737,10,377.0,744366.6502443268,nan,0.0,nan,10.0140962600708,True
10,100,2500,5e-05,125.0230145991456,10,379.0,744420.7770066406,nan,0.0,nan,10.063150882720947,True
10,100,2500,5e-05,115.75643695533047,10,390.0,744837.0586210939,1.0,0.00026102845210127906,0.0005219206680584552,10.095282077789307,True
10,100,2500,5e-05,107.17668854455034,10,395.0,744975.625980436,0.3333333333333333,0.00026102845210127906,0.0005216484089723526,10.163317680358887,True
10,100,2500,5e-05,99.2328622883255,10,399.0,745087.368148242,0.2,0.00026102845210127906,0.000521376433785193,10.30544924736023,True
10,100,2500,5e-05,91.87782428863335,10,406.0,745294.567538407,0.14285714285714285,0.00026102845210127906,0.0005211047420531527,10.278137683868408,True
10,100,2500,5e-05,85.06793416364158,10,411.0,745347.5852496967,0.14285714285714285,0.00026102845210127906,0.0005211047420531527,10.388825178146362,True
10,100,2500,5e-05,78.7627861118706,10,420.0,745603.1193317852,0.2,0.0005220569042025581,0.001041395469929706,10.458828926086426,True
10,100,2500,5e-05,72.92496916841448,10,426.0,745772.31140798,0.26666666666666666,0.0010441138084051162,0.002080083203328133,10.507513999938965,True
10,100,2500,5e-05,67.51984523072505,10,432.0,745913.5888510811,0.2777777777777778,0.0013051422605063951,0.002598077422707197,10.535674810409546,True
10,100,2500,5e-05,62.51534353689715,10,442.0,746200.9343619694,0.20833333333333334,0.0013051422605063951,0.0025940337224383916,10.636364698410034,True
10,100,2500,5e-05,57.88177037701277,10,450.0,746441.2742045557,0.2,0.0013051422605063951,0.0025933609958506223,11.054616689682007,True
10,100,2500,5e-05,53.591632908485145,10,467.0,746929.5769544175,0.14705882352941177,0.0013051422605063951,0.0025873221216041395,10.767158269882202,True
10,100,2500,5e-05,49.61947603002903,10,476.0,747202.0653205508,0.15384615384615385,0.0015661707126076742,0.0031007751937984496,10.829474449157715,True
10,100,2500,5e-05,45.94173134636476,10,487.0,747517.4496639288,0.14285714285714285,0.0015661707126076742,0.0030983733539891554,10.947847843170166,True
10,100,2500,5e-05,42.53657732750387,10,501.0,747892.485368233,0.13043478260869565,0.0015661707126076742,0.003095176683002321,11.176053285598755,True
10,100,2500,5e-05,39.38380983288489,10,529.0,748745.5917989188,0.11320754716981132,0.0015661707126076742,0.003089598352214212,11.251880645751953,True
10,100,2500,5e-05,36.464722232127485,10,546.0,749300.1674151195,0.10714285714285714,0.0015661707126076742,0.0030872137895549268,11.158507823944092,True
10,100,2500,5e-05,33.7619944111134,10,563.0,749769.4909923321,0.10526315789473684,0.0015661707126076742,0.00308641975308642,11.328246593475342,True
10,100,2500,5e-05,31.25959000482281,10,594.0,750520.1848394752,0.1388888888888889,0.0026102845210127902,0.005124263387138099,11.347515106201172,True
10,100,2500,5e-05,28.942661247167518,10,625.0,751455.9874433989,0.14666666666666667,0.0028713129731140694,0.0056323604710701485,11.503808736801147,True
10,100,2500,5e-05,26.797460873256924,10,649.0,752127.2627817347,0.16853932584269662,0.003915426781519186,0.007653061224489797,11.47778034210205,True
10,100,2500,5e-05,24.811260551377703,10,694.0,753361.6034546244,0.1875,0.004698512137823023,0.009167303284950346,11.570727825164795,True
10,100,2500,5e-05,22.972275360711524,10,728.0,754343.2286225689,0.1592920353982301,0.004698512137823023,0.009127789046653146,11.765373706817627,True
10,100,2500,5e-05,21.269593866686908,10,749.0,754957.4666518763,0.1484375,0.004959540589924301,0.00959838343015913,11.740458488464355,True
10,100,2500,5e-05,19.693113379074227,10,777.0,755722.2532553369,0.16312056737588654,0.006003654398329418,0.011581067472306143,11.866020917892456,True
10,100,2500,5e-05,18.233480008684413,10,819.0,756977.7300607519,0.1437125748502994,0.006264682850430697,0.01200600300150075,11.911713361740112,True
10,100,2500,5e-05,16.882033167003637,10,857.0,758426.7101787992,0.13793103448275862,0.006264682850430697,0.01198501872659176,12.105285406112671,True
10,100,2500,5e-05,15.630754179458165,10,907.0,759777.7602168294,0.13978494623655913,0.006786739754633255,0.012944983818770225,12.095044612884521,True
10,100,2500,5e-05,14.47221870741135,10,957.0,761193.5063193815,0.13432835820895522,0.007047768206734534,0.013392857142857144,12.219309329986572,True
10,100,2500,5e-05,13.39955269659339,10,1017.0,763029.2059058787,0.1336405529953917,0.0075698251109370925,0.014328063241106718,12.260538816452026,True
10,100,2500,5e-05,12.406391590588324,10,1069.0,764515.2349575292,0.1375,0.008613938919342208,0.016212232866617538,12.418508291244507,True
10,100,2500,5e-05,11.486842567375541,10,1135.0,766421.0919313226,0.15357142857142858,0.011224223440355,0.020919484310386767,12.407865524291992,True
10,100,2500,5e-05,10.635449574860113,10,1190.0,767962.8817196747,0.14802631578947367,0.011746280344557557,0.02176541717049577,12.5266432762146,True
10,100,2500,5e-05,9.847160957933774,10,1281.0,770490.6593539137,0.14825581395348839,0.01331245105716523,0.024431137724550897,12.656830787658691,True
10,100,2500,5e-05,9.117299484984922,10,1347.0,772379.1544646651,0.15343915343915343,0.015139650221874185,0.027559990496555,12.707587718963623,True
10,100,2500,5e-05,8.441534596012986,10,1434.0,774773.0907743822,0.15046296296296297,0.016966849386583136,0.030494956603330986,13.104766845703125,True
10,100,2500,5e-05,7.815856707684091,10,1486.0,776129.4060987195,0.14823008849557523,0.017488906290785696,0.031286481438244224,13.28990125656128,True
10,100,2500,5e-05,7.236553422869657,10,1550.0,777933.5266106231,0.14791666666666667,0.018533020099190813,0.0329389932730225,12.825972080230713,True
10,100,2500,5e-05,6.70018750350959,10,1633.0,780280.9223642066,0.15487571701720843,0.021143304620203602,0.03720716582452917,12.985236406326294,True
10,100,2500,5e-05,6.203576476104275,10,1726.0,782796.3319485179,0.14485165794066318,0.021665361524406162,0.0376930063578565,12.98528528213501,True
10,100,2500,5e-05,5.7437737488265865,10,1857.0,786459.0887847582,0.14826021180030258,0.025580788305925344,0.04363312555654497,13.550792932510376,True
10,100,2500,5e-05,5.3180511282142024,10,1986.0,789914.9969146432,0.14763231197771587,0.027669015922735577,0.04660364915366015,13.138726711273193,True
10,100,2500,5e-05,4.923882631706742,10,2044.0,791455.495888561,0.14630872483221477,0.028452101279039414,0.047639860139860137,13.199903964996338,True
10,100,2500,5e-05,4.558929499981064,10,2160.0,794617.4732250324,0.1416256157635468,0.03001827199164709,0.04953693732500539,13.342566728591919,True
10,100,2500,5e-05,4.221026320156903,10,2286.0,797998.593759545,0.13839285714285715,0.0323675280605586,0.052464565263380586,13.44980239868164,True
10,100,2500,5e-05,3.908168177536268,10,2407.0,801154.8675642599,0.13936170212765958,0.034194727225267556,0.054915112135820586,13.49570107460022,True
10,100,2500,5e-05,3.6184987596427503,10,2554.0,805087.4016711698,0.13542688910696762,0.036021926389976505,0.05690721649484536,13.60295557975769,True
10,100,2500,5e-05,3.3502993419772333,10,2680.0,808576.6102915043,0.13508612873980055,0.038893239363090575,0.060397243615727604,14.22451400756836,True
10,100,2500,5e-05,3.101978590138097,10,2824.0,812433.3422707999,0.13054187192118227,0.04150352388410337,0.0629827688651218,13.760826110839844,True
10,100,2500,5e-05,2.872063117797828,10,2953.0,815875.9205688637,0.13046875,0.0435917515009136,0.06534924672275484,13.798542261123657,True
10,100,2500,5e-05,2.6591887445126936,10,3084.0,819394.4081563394,0.13140311804008908,0.04620203602192639,0.06836616454229431,13.955195426940918,True
10,100,2500,5e-05,2.4620924014946257,10,3279.0,824614.8412771628,0.1310013717421125,0.0498564343513443,0.07222537341652488,14.029462575912476,True
10,100,2500,5e-05,2.2796046373189798,10,3436.0,828741.3185445538,0.12998712998713,0.05272774732445837,0.07502321262766946,14.069227457046509,True
