t,p,n,nu_0,mu,gamma,no_edges,bic value,precision_avg,recall_avg,F1_avg,Time(sec),mask_diag
10,100,2500,0.0001,1000.0,1,351.0,743658.512858143,nan,0.0,nan,8.239041328430176,True
10,100,2500,0.0001,925.8810253973954,1,351.0,743658.512858143,nan,0.0,nan,8.228416919708252,True
10,100,2500,0.0001,857.2556731909325,1,351.0,743658.512858143,nan,0.0,nan,8.249215602874756,True
10,100,2500,0.0001,793.7167617217551,1,351.0,743658.512858143,nan,0.0,nan,8.245648384094238,True
10,100,2500,0.0001,734.8872892180387,1,351.0,743658.512858143,nan,0.0,nan,8.213155746459961,True
10,100,2500,0.0001,680.4181968927101,1,351.0,743658.512858143,nan,0.0,nan,8.242313146591187,True
10,100,2500,0.0001,629.9862978380693,1,351.0,743658.512858143,nan,0.0,nan,8.270899057388306,True
10,100,2500,0.0001,583.2923594286206,1,351.0,743658.512858143,nan,0.0,nan,8.236729383468628,True
10,100,2500,0.0001,540.0593278542374,1,351.0,743658.512858143,nan,0.0,nan,8.25763988494873,True
10,100,2500,0.0001,500.03068424910947,1,351.0,743658.512858143,nan,0.0,nan,8.248515129089355,True
10,100,2500,0.0001,462.96892266272675,1,351.0,743658.512858143,nan,0.0,nan,8.263927221298218,True
10,100,2500,0.0001,428.6541408420925,1,353.0,743787.2585180072,0.0,0.0,nan,8.246679782867432,True
10,100,2500,0.0001,396.8827354637166,1,353.0,743787.2585180072,0.0,0.0,nan,8.264451503753662,True
10,100,2500,0.0001,367.4661940736688,1,354.0,743857.433773768,0.0,0.0,nan,8.23523998260498,True
10,100,2500,0.0001,340.2299765678068,1,354.0,743857.433773768,0.0,0.0,nan,8.260735511779785,True
10,100,2500,0.0001,315.0124795755328,1,354.0,743857.433773768,0.0,0.0,nan,8.266894578933716,True
10,100,2500,0.0001,291.66407760237036,1,355.0,743896.2689096174,0.0,0.0,nan,8.23234248161316,True
10,100,2500,0.0001,270.04623524206824,1,355.0,743896.2689096174,0.0,0.0,nan,8.246727228164673,True
10,100,2500,0.0001,250.0306851906324,1,358.0,744001.820661767,0.0,0.0,nan,8.251112699508667,True
10,100,2500,0.0001,231.4986671851161,1,358.0,744001.820661767,0.0,0.0,nan,8.24618935585022,True
10,100,2500,0.0001,214.34022335148566,1,361.0,744096.5671487392,0.0,0.0,nan,8.287276268005371,True
10,100,2500,0.0001,198.45354578058033,1,363.0,744249.9091527516,0.0,0.0,nan,8.27626657485962,True
10,100,2500,0.0001,183.74437246107266,1,364.0,744278.7659662159,0.0,0.0,nan,8.268657922744751,True
10,100,2500,0.0001,170.1254279852589,1,366.0,744374.5163846547,0.0,0.0,nan,8.250823020935059,True
10,100,2500,0.0001,157.5159057091623,1,366.0,744374.5163846547,0.0,0.0,nan,8.275373220443726,True
10,100,2500,0.0001,145.84098829439864,1,369.0,744502.3747541979,0.0,0.0,nan,8.25260591506958,True
10,100,2500,0.0001,135.03140378698737,1,372.0,744637.3022376626,0.0,0.0,nan,8.274080753326416,True
10,100,2500,0.0001,125.0230145991456,1,378.0,744842.2120875358,0.0,0.0,nan,8.2811439037323,True
10,100,2500,0.0001,115.75643695533047,1,380.0,744995.0946553058,0.0,0.0,nan,8.274670839309692,True
10,100,2500,0.0001,107.17668854455034,1,383.0,745081.616762728,0.0,0.0,nan,8.294354915618896,True
10,100,2500,0.0001,99.2328622883255,1,384.0,745111.6682782983,0.0,0.0,nan,8.299238443374634,True
10,100,2500,0.0001,91.87782428863335,1,386.0,745176.7220428046,0.0,0.0,nan,8.290594816207886,True
10,100,2500,0.0001,85.06793416364158,1,392.0,745457.0421632803,0.0,0.0,nan,8.28390097618103,True
10,100,2500,0.0001,78.7627861118706,1,392.0,745457.0421632803,0.0,0.0,nan,8.310117959976196,True
10,100,2500,0.0001,72.92496916841448,1,397.0,745669.1811917443,0.0,0.0,nan,8.306856393814087,True
10,100,2500,0.0001,67.51984523072505,1,401.0,745797.365919362,0.0,0.0,nan,8.289742946624756,True
10,100,2500,0.0001,62.51534353689715,1,407.0,745970.4922245825,0.0,0.0,nan,8.324872970581055,True
10,100,2500,0.0001,57.88177037701277,1,411.0,746155.1012350181,0.0,0.0,nan,8.315115690231323,True
10,100,2500,0.0001,53.591632908485145,1,417.0,746332.5235219119,0.0,0.0,nan,8.324091911315918,True
10,100,2500,0.0001,49.61947603002903,1,423.0,746550.8111500344,0.0,0.0,nan,8.317305088043213,True
10,100,2500,0.0001,45.94173134636476,1,424.0,746584.7929752698,0.0,0.0,nan,8.35252833366394,True
10,100,2500,0.0001,42.53657732750387,1,430.0,746765.5498789429,0.03333333333333333,0.00026102845210127906,0.000518000518000518,8.36620807647705,True
10,100,2500,0.0001,39.38380983288489,1,437.0,746972.2945439061,0.03125,0.00026102845210127906,0.0005177323323841574,8.358030319213867,True
10,100,2500,0.0001,36.464722232127485,1,449.0,747364.3806691172,0.05555555555555555,0.0005220569042025581,0.001034393586759762,8.373805522918701,True
10,100,2500,0.0001,33.7619944111134,1,465.0,747884.1836347177,0.047619047619047616,0.0005220569042025581,0.0010327911179963854,8.385562419891357,True
10,100,2500,0.0001,31.25959000482281,1,475.0,748236.2041724161,0.04,0.0005220569042025581,0.001030662200463798,8.407189130783081,True
10,100,2500,0.0001,28.942661247167518,1,484.0,748563.1056284555,0.03571428571428571,0.0005220569042025581,0.0010290712631849757,8.430245876312256,True
10,100,2500,0.0001,26.797460873256924,1,496.0,748906.6632365664,0.05,0.0007830853563038371,0.0015420200462606013,8.422616243362427,True
10,100,2500,0.0001,24.811260551377703,1,509.0,749354.0083806386,0.06060606060606061,0.0010441138084051162,0.002052861175263023,8.42866849899292,True
10,100,2500,0.0001,22.972275360711524,1,527.0,750001.5598639136,0.057971014492753624,0.0010441138084051162,0.0020512820512820513,8.425725936889648,True
10,100,2500,0.0001,21.269593866686908,1,537.0,750322.1496306595,0.0684931506849315,0.0013051422605063951,0.0025614754098360654,8.42647933959961,True
10,100,2500,0.0001,19.693113379074227,1,549.0,750645.2873850507,0.06329113924050633,0.0013051422605063951,0.0025575447570332483,8.476212978363037,True
10,100,2500,0.0001,18.233480008684413,1,566.0,751141.0110069495,0.05813953488372093,0.0013051422605063951,0.0025529742149604288,8.504229307174683,True
10,100,2500,0.0001,16.882033167003637,1,583.0,751668.9793565474,0.05263157894736842,0.0013051422605063951,0.0025471217524197657,8.502211570739746,True
10,100,2500,0.0001,15.630754179458165,1,600.0,752157.5550572969,0.058823529411764705,0.0015661707126076742,0.0030511060259344014,8.511520862579346,True
10,100,2500,0.0001,14.47221870741135,1,625.0,752909.3234501097,0.05504587155963303,0.0015661707126076742,0.003045685279187817,8.529052495956421,True
10,100,2500,0.0001,13.39955269659339,1,643.0,753488.7679101999,0.05263157894736842,0.0015661707126076742,0.0030418250950570345,8.541033506393433,True
10,100,2500,0.0001,12.406391590588324,1,661.0,754001.9284910619,0.05737704918032787,0.0018271991647089533,0.0035416139640779155,8.564929962158203,True
10,100,2500,0.0001,11.486842567375541,1,686.0,754701.3433086075,0.05223880597014925,0.0018271991647089533,0.0035308953341740227,8.574978828430176,True
10,100,2500,0.0001,10.635449574860113,1,713.0,755482.1193660718,0.04827586206896552,0.0018271991647089533,0.0035211267605633804,8.626290082931519,True
10,100,2500,0.0001,9.847160957933774,1,735.0,756106.3714220268,0.04430379746835443,0.0018271991647089533,0.003509651541739784,8.608887434005737,True
10,100,2500,0.0001,9.117299484984922,1,761.0,756841.722591933,0.04678362573099415,0.0020882276168102325,0.003998000999500251,8.663631439208984,True
10,100,2500,0.0001,8.441534596012986,1,775.0,757269.825362359,0.05027932960893855,0.0023492560689115116,0.004488778054862843,8.687780618667603,True
10,100,2500,0.0001,7.815856707684091,1,794.0,757802.0201420652,0.04864864864864865,0.0023492560689115116,0.004482071713147411,8.68591856956482,True
10,100,2500,0.0001,7.236553422869657,1,819.0,758487.8472671941,0.050505050505050504,0.0026102845210127902,0.004964010920824025,8.694221496582031,True
10,100,2500,0.0001,6.70018750350959,1,855.0,759475.6997792573,0.04504504504504504,0.0026102845210127902,0.004934616333580063,8.724923610687256,True
10,100,2500,0.0001,6.203576476104275,1,880.0,760212.315611512,0.04680851063829787,0.0028713129731140694,0.0054107230693556324,8.780673027038574,True
10,100,2500,0.0001,5.7437737488265865,1,906.0,761046.375238774,0.04918032786885246,0.0031323414252153485,0.00588957055214724,8.792304515838623,True
10,100,2500,0.0001,5.3180511282142024,1,946.0,762160.3780228922,0.045454545454545456,0.0031323414252153485,0.005860805860805862,8.795881032943726,True
10,100,2500,0.0001,4.923882631706742,1,976.0,763006.5111109047,0.05090909090909091,0.0036543983294179067,0.006819288845591818,8.81899380683899,True
10,100,2500,0.0001,4.558929499981064,1,1013.0,764084.1778103466,0.058419243986254296,0.004437483685721744,0.008248423095584666,8.842793703079224,True
10,100,2500,0.0001,4.221026320156903,1,1058.0,765401.7872779474,0.05750798722044728,0.004698512137823023,0.008687258687258687,8.89463472366333,True
10,100,2500,0.0001,3.908168177536268,1,1094.0,766405.742561203,0.0572289156626506,0.004959540589924301,0.009128032668748499,8.897509098052979,True
10,100,2500,0.0001,3.6184987596427503,1,1135.0,767497.9434204678,0.059322033898305086,0.00548159749412686,0.01003584229390681,8.960030317306519,True
10,100,2500,0.0001,3.3502993419772333,1,1161.0,768213.389579397,0.05994550408719346,0.005742625946228139,0.010481181515007145,8.967726469039917,True
10,100,2500,0.0001,3.101978590138097,1,1202.0,769341.4222840588,0.06068601583113457,0.006003654398329418,0.010926365795724466,9.015593528747559,True
10,100,2500,0.0001,2.872063117797828,1,1254.0,770789.942594045,0.06234413965087282,0.006525711302531976,0.011814744801512287,9.041974306106567,True
10,100,2500,0.0001,2.6591887445126936,1,1313.0,772408.9900409722,0.06206896551724138,0.007047768206734534,0.012658227848101267,9.077308416366577,True
10,100,2500,0.0001,2.4620924014946257,1,1377.0,774146.2437531863,0.06073752711496746,0.007308796658835813,0.0130475302889096,9.10867691040039,True
10,100,2500,0.0001,2.2796046373189798,1,1442.0,775903.3875819254,0.060362173038229376,0.007830853563038372,0.013863216266173753,9.141916990280151,True
10,100,2500,0.0001,2.110642679101555,1,1490.0,777194.761782124,0.05725190839694656,0.007830853563038372,0.013777267508610792,9.194950103759766,True
10,100,2500,0.0001,1.9542040079740535,1,1554.0,778899.7993179146,0.06451612903225806,0.009397024275646046,0.016404647983595352,9.22871470451355,True
10,100,2500,0.0001,1.8093604107387165,1,1610.0,780382.7881850805,0.06949152542372881,0.010702166536152441,0.018547839855236375,9.267330646514893,True
10,100,2500,0.0001,1.6752524724082154,1,1659.0,781604.0974547802,0.06902086677367576,0.011224223440355,0.01930848675348002,9.328954935073853,True
10,100,2500,0.0001,1.5510844769528405,1,1726.0,783417.9493987617,0.0700152207001522,0.012007308796658836,0.020499108734402853,9.339647769927979,True
10,100,2500,0.0001,1.4361196859990788,1,1778.0,784772.3886173035,0.07017543859649122,0.012529365700861394,0.021262458471760795,9.387814044952393,True
10,100,2500,0.0001,1.3296759674662126,1,1851.0,786710.9063893402,0.07162921348314606,0.01331245105716523,0.0224521241470394,9.445655584335327,True
10,100,2500,0.0001,1.2311217482038908,1,1904.0,788112.2360024808,0.07336956521739131,0.014095536413469069,0.023647908911758265,9.507521629333496,True
10,100,2500,0.0001,1.1398722666160526,1,1958.0,789513.1073981059,0.07407407407407407,0.014617593317671627,0.02441683017222586,9.528838634490967,True
10,100,2500,0.0001,1.0553861030365241,1,2019.0,791151.6944127505,0.07251908396946564,0.014878621769772905,0.02469135802469136,9.583760499954224,True
10,100,2500,0.0001,0.9771619672696181,1,2095.0,793136.1191736081,0.07645631067961164,0.01644479248238058,0.027067669172932327,9.613138675689697,True
10,100,2500,0.0001,0.9047357242349302,1,2187.0,795583.5318932649,0.07542857142857143,0.017227877838684416,0.02804929876753081,9.664232015609741,True
10,100,2500,0.0001,0.8376776400682924,1,2270.0,797742.6260355609,0.07378854625550661,0.017488906290785696,0.028276007596539355,9.702938079833984,True
10,100,2500,0.0001,0.775589832338901,1,2352.0,799941.2639093198,0.07450157397691501,0.018533020099190813,0.029682274247491643,9.763881206512451,True
10,100,2500,0.0001,0.7181039092537357,1,2429.0,801955.7592797274,0.07474747474747474,0.01931610545549465,0.030699025098527274,9.810090780258179,True
10,100,2500,0.0001,0.6648787838417269,1,2509.0,804057.058887514,0.08245445829338446,0.02244844688071,0.03528929011079196,9.887760877609253,True
10,100,2500,0.0001,0.6155986501483515,1,2585.0,806014.326595344,0.08133086876155268,0.022970503784912555,0.03582332587014044,9.91264295578003,True
10,100,2500,0.0001,0.5699711094326075,1,2656.0,807838.96235479,0.08228980322003578,0.02401461759331767,0.037179228126894316,9.991918325424194,True
10,100,2500,0.0001,0.5277254352483538,1,2761.0,810529.2486804366,0.08454312553373185,0.025841816758026624,0.03958416633346661,10.028065204620361,True
10,100,2500,0.0001,0.48861096711603264,1,2878.0,813657.8263792837,0.08503679476696648,0.02714695901853302,0.041155520379897115,10.09548544883728,True
10,100,2500,0.0001,0.45239562325380533,1,2993.0,816701.7456113412,0.08444096950742767,0.028191072826938137,0.04227005870841487,10.154812097549438,True
10,100,2500,0.0001,0.4188645235435271,1,3088.0,819158.6484808105,0.08685800604229607,0.03001827199164709,0.0446168768186227,10.2049560546875,True
10,100,2500,0.0001,0.38781871456107236,1,3209.0,822282.7409786128,0.08689355539464157,0.031323414252153486,0.04604758250191865,10.254725694656372,True
10,100,2500,0.0001,0.3590739891061055,1,3303.0,824725.2093774102,0.08655876143560873,0.03210649960845732,0.04683929931454684,10.278698444366455,True
10,100,2500,0.0001,0.3324597932270942,1,3415.0,827584.3439714191,0.08698583951449763,0.033672670321064996,0.04855099736544975,10.373005151748657,True
10,100,2500,0.0001,0.307818214256508,1,3520.0,830278.2448741364,0.08749189889825017,0.03523884103367267,0.05024190547078526,10.474812030792236,True
10,100,2500,0.0001,0.2850030438518108,1,3645.0,833516.5475909051,0.090625,0.03784912555468546,0.0533971644264408,10.519904375076294,True
10,100,2500,0.0001,0.26387891048289347,1,3772.0,836735.6140220258,0.09112854556427279,0.039415296267293135,0.05502915451895044,10.547757625579834,True
