t,p,n,nu_0,mu,gamma,no_edges,bic value,precision_avg,recall_avg,F1_avg,Time(sec),mask_diag
10,100,2500,1e-05,1000.0,1,574.0,755730.3136321744,0.1780821917808219,0.0033933698773166276,0.006659836065573771,8.69388747215271,True
10,100,2500,1e-05,925.8810253973954,1,589.0,756482.1489658928,0.1875,0.003915426781519186,0.0076706724622858605,8.62147569656372,True
10,100,2500,1e-05,857.2556731909325,1,615.0,757478.7775326933,0.18681318681318682,0.004437483685721744,0.008669046404895462,8.642676830291748,True
10,100,2500,1e-05,1000.0,1,574.0,755730.3136321744,0.1780821917808219,0.0033933698773166276,0.006659836065573771,8.642672061920166,True
10,100,2500,1e-05,925.8810253973954,1,589.0,756482.1489658928,0.1875,0.003915426781519186,0.0076706724622858605,8.615046739578247,True
10,100,2500,1e-05,857.2556731909325,1,615.0,757478.7775326933,0.18681318681318682,0.004437483685721744,0.008669046404895462,8.66062879562378,True
10,100,2500,1e-05,793.7167617217551,1,631.0,758269.7967029891,0.1836734693877551,0.004698512137823023,0.009162636803257828,8.673852682113647,True
10,100,2500,1e-05,734.8872892180387,1,660.0,759553.1057675186,0.17142857142857143,0.004698512137823023,0.009146341463414635,8.829071998596191,True
10,100,2500,1e-05,680.4181968927101,1,693.0,760901.6438083515,0.15789473684210525,0.004698512137823023,0.009125475285171103,8.755903005599976,True
10,100,2500,1e-05,629.9862978380693,1,725.0,762087.0911992274,0.16153846153846155,0.00548159749412686,0.010603382984094925,8.753397464752197,True
10,100,2500,1e-05,583.2923594286206,1,760.0,763541.961754213,0.14583333333333334,0.00548159749412686,0.010566037735849057,8.839092493057251,True
10,100,2500,1e-05,540.0593278542374,1,803.0,765225.7984980162,0.13664596273291926,0.005742625946228139,0.011022044088176353,8.853564262390137,True
10,100,2500,1e-05,500.03068424910947,1,842.0,766760.3803290777,0.15384615384615385,0.007308796658835813,0.013954647395963119,8.933256387710571,True
10,100,2500,1e-05,462.96892266272675,1,877.0,768030.2208450389,0.16243654822335024,0.00835291046724093,0.015888778550148957,9.085206985473633,True
10,100,2500,1e-05,428.6541408420925,1,922.0,769687.1031540902,0.1542056074766355,0.008613938919342208,0.01631644004944376,8.964672088623047,True
10,100,2500,1e-05,396.8827354637166,1,953.0,770736.6792275085,0.16017316017316016,0.009658052727747325,0.018217626784835055,8.95413589477539,True
10,100,2500,1e-05,367.4661940736688,1,1006.0,772653.847927745,0.16342412451361868,0.01096319498825372,0.02054794520547945,9.063925981521606,True
10,100,2500,1e-05,340.2299765678068,1,1057.0,774723.2668640336,0.15625,0.011746280344557557,0.02184996358339403,9.308225154876709,True
10,100,2500,1e-05,315.0124795755328,1,1106.0,776388.1784515042,0.1550632911392405,0.012790394152962672,0.02363154087292018,9.15643048286438,True
10,100,2500,1e-05,291.66407760237036,1,1167.0,778446.7414619449,0.14285714285714285,0.012790394152962672,0.023478677527551506,9.200011730194092,True
10,100,2500,1e-05,270.04623524206824,1,1224.0,780477.3480257478,0.13736263736263737,0.013051422605063952,0.023837902264600717,9.275769472122192,True
10,100,2500,1e-05,250.0306851906324,1,1275.0,782133.0768617633,0.1343669250645995,0.01357347950926651,0.024656235182550973,9.363938331604004,True
10,100,2500,1e-05,231.4986671851161,1,1330.0,784017.904786807,0.1323529411764706,0.014095536413469069,0.02547770700636943,9.418532609939575,True
10,100,2500,1e-05,214.34022335148566,1,1397.0,786376.1228450998,0.1359447004608295,0.015400678673975463,0.027667057444314188,9.433063983917236,True
10,100,2500,1e-05,198.45354578058033,1,1487.0,789374.9723855002,0.14346895074946467,0.017488906290785696,0.031177291763610983,9.524521350860596,True
10,100,2500,1e-05,183.74437246107266,1,1564.0,791866.7122744592,0.145748987854251,0.018794048551292093,0.033294797687861276,9.56186556816101,True
10,100,2500,1e-05,170.1254279852589,1,1673.0,795460.2918681767,0.1425959780621572,0.020360219263899765,0.03563270899954317,9.611020565032959,True
10,100,2500,1e-05,157.5159057091623,1,1772.0,798798.7381433536,0.13898305084745763,0.021404333072304882,0.03709567971047275,9.710123777389526,True
10,100,2500,1e-05,145.84098829439864,1,1847.0,801335.2679832986,0.13679245283018868,0.022709475332811275,0.038952316991269303,9.67553448677063,True
10,100,2500,1e-05,135.03140378698737,1,1932.0,804165.9713860151,0.13556851311953352,0.02427564604541895,0.041177772858091655,9.78440523147583,True
10,100,2500,1e-05,125.0230145991456,1,2038.0,807682.1762740057,0.13324360699865412,0.025841816758026624,0.04328815041539134,9.907877922058105,True
10,100,2500,1e-05,115.75643695533047,1,2132.0,810844.2920309778,0.13171355498721227,0.02688593056643174,0.04465640580966833,9.990157127380371,True
10,100,2500,1e-05,107.17668854455034,1,2255.0,814788.2566794903,0.13261648745519714,0.028974158183241974,0.04755784061696658,10.252146482467651,True
10,100,2500,1e-05,99.2328622883255,1,2362.0,818089.6699646645,0.13416009019165728,0.031062385800052206,0.050445103857566766,10.28614330291748,True
10,100,2500,1e-05,91.87782428863335,1,2480.0,821694.8335748444,0.13219616204690832,0.0323675280605586,0.05200251625078633,10.235333919525146,True
10,100,2500,1e-05,85.06793416364158,1,2572.0,824750.6475313003,0.13347022587268995,0.03393369877316627,0.05411030176899063,10.364562511444092,True
10,100,2500,1e-05,78.7627861118706,1,2691.0,828372.3046464093,0.1395572666025024,0.03784912555468546,0.059548254620123205,10.40822982788086,True
10,100,2500,1e-05,72.92496916841448,1,2828.0,832911.1451159099,0.14182475158084915,0.04098146697990081,0.0635884973673552,10.472003936767578,True
10,100,2500,1e-05,67.51984523072505,1,2953.0,836685.2700257829,0.1400343642611684,0.04254763769250848,0.06526526526526526,10.599231958389282,True
10,100,2500,1e-05,62.51534353689715,1,3099.0,840942.1924403883,0.13691931540342298,0.04385277995301488,0.066429418742586,10.66180419921875,True
10,100,2500,1e-05,57.88177037701277,1,3237.0,845237.1607497528,0.13748079877112135,0.046724092926128946,0.06974478862263783,10.735427379608154,True
10,100,2500,1e-05,53.591632908485145,1,3399.0,850166.482570971,0.13675832127351664,0.04933437744714174,0.07251103011701517,10.806551456451416,True
10,100,2500,1e-05,49.61947603002903,1,3558.0,855046.688528942,0.13502398903358465,0.05142260506395197,0.07448015122873347,10.890708684921265,True
10,100,2500,1e-05,45.94173134636476,1,3734.0,860275.1250414407,0.13302752293577982,0.052988775776559645,0.07578868769833863,11.039023637771606,True
10,100,2500,1e-05,42.53657732750387,1,3921.0,865742.4232036155,0.12789968652037617,0.05324980422866092,0.07519351271654995,11.106503963470459,True
10,100,2500,1e-05,39.38380983288489,1,4093.0,870986.5317577722,0.12872467222884387,0.056382145653876274,0.07841713559629697,11.422966480255127,True
10,100,2500,1e-05,36.464722232127485,1,4271.0,876253.0210912906,0.1281905842314237,0.05899243017488906,0.0808008580622095,11.26936388015747,True
10,100,2500,1e-05,33.7619944111134,1,4444.0,881348.1513811388,0.1260229132569558,0.060297572435395456,0.08156779661016948,11.39240574836731,True
10,100,2500,1e-05,31.25959000482281,1,4637.0,886899.2885413195,0.12623376623376623,0.06342991386061081,0.08443363446838083,11.394059658050537,True
10,100,2500,1e-05,28.942661247167518,1,4834.0,892867.232289225,0.1256803562592776,0.06630122683372487,0.08680792891319207,11.56401801109314,True
10,100,2500,1e-05,26.797460873256924,1,5018.0,898006.3970813641,0.12559467174119887,0.06891151135473766,0.0889937636945896,11.589935779571533,True
10,100,2500,1e-05,24.811260551377703,1,5234.0,904248.0088443577,0.12562358276643992,0.0723048812320543,0.09178263750828362,11.897417068481445,True
10,100,2500,1e-05,22.972275360711524,1,5430.0,909906.8319047834,0.12505427702996091,0.07517619420516837,0.09390283664819044,11.741962671279907,True
10,100,2500,1e-05,21.269593866686908,1,5622.0,915393.2196078834,0.125157496850063,0.07778647872618115,0.09594333547971667,11.922903537750244,True
10,100,2500,1e-05,19.693113379074227,1,5840.0,921729.660025737,0.1248995983935743,0.08117984860349778,0.09840215155829773,11.88456416130066,True
10,100,2500,1e-05,18.233480008684413,1,6020.0,926852.9981799512,0.12485459480418767,0.08405116157661185,0.10046801872074884,12.023285388946533,True
10,100,2500,1e-05,16.882033167003637,1,6271.0,933901.0861495396,0.1251388374676046,0.08822761681023232,0.10349050826699328,12.104941368103027,True
10,100,2500,1e-05,15.630754179458165,1,6521.0,940945.632122362,0.1268603827072998,0.09344818585225789,0.10762062227566511,12.24397897720337,True
10,100,2500,1e-05,14.47221870741135,1,6757.0,947582.8831425254,0.12794268167860798,0.09788566953797964,0.1109139307897072,12.53363037109375,True
10,100,2500,1e-05,13.39955269659339,1,6999.0,954445.8839714071,0.12696335078534032,0.10127903941529627,0.11267605633802819,12.393244981765747,True
10,100,2500,1e-05,12.406391590588324,1,7232.0,960998.1989916768,0.1273644388398487,0.10545549464891674,0.1153791232329002,12.439863681793213,True
10,100,2500,1e-05,11.486842567375541,1,7464.0,967456.2835251607,0.12507626601586333,0.10702166536152441,0.11534674356449572,12.545801401138306,True
10,100,2500,1e-05,10.635449574860113,1,7729.0,974856.6566615553,0.1264740566037736,0.11198120595144871,0.1187872075314966,12.651660442352295,True
10,100,2500,1e-05,9.847160957933774,1,7972.0,981731.9890706755,0.1256066228946617,0.11485251892456277,0.11998909190073628,12.721983671188354,True
10,100,2500,1e-05,9.117299484984922,1,8228.0,988713.8568875385,0.1256921373200443,0.11850691725398069,0.121993819696359,12.644253969192505,True
10,100,2500,1e-05,8.441534596012986,1,8516.0,996685.3083963759,0.12826666666666667,0.12555468546071522,0.1268961878380161,12.903883695602417,True
10,100,2500,1e-05,7.815856707684091,1,8793.0,1004426.1210576993,0.127544447307395,0.12920908379013313,0.12837136929460582,12.940376281738281,True
