t,p,n,nu_0,mu,gamma,no_edges,bic value,precision_avg,recall_avg,F1_avg,Time(sec),mask_diag
10,100,2500,0.001,1000.0,10,350.0,743577.6965529489,nan,0.0,nan,8.398991823196411,True
10,100,2500,0.001,925.8810253973954,10,350.0,743577.6965529489,nan,0.0,nan,8.35158085823059,True
10,100,2500,0.001,857.2556731909325,10,350.0,743577.6965529489,nan,0.0,nan,8.34775185585022,True
10,100,2500,0.001,793.7167617217551,10,350.0,743577.6965529489,nan,0.0,nan,8.357636451721191,True
10,100,2500,0.001,734.8872892180387,10,350.0,743577.6965529489,nan,0.0,nan,8.385711669921875,True
10,100,2500,0.001,680.4181968927101,10,350.0,743577.6965529489,nan,0.0,nan,8.353771686553955,True
10,100,2500,0.001,629.9862978380693,10,350.0,743577.6965529489,nan,0.0,nan,8.367336511611938,True
10,100,2500,0.001,583.2923594286206,10,350.0,743577.6965529489,nan,0.0,nan,8.358148574829102,True
10,100,2500,0.001,540.0593278542374,10,350.0,743577.6965529489,nan,0.0,nan,8.402848958969116,True
10,100,2500,0.001,500.03068424910947,10,350.0,743577.6965529489,nan,0.0,nan,8.373592376708984,True
10,100,2500,0.001,462.96892266272675,10,350.0,743577.6965529489,nan,0.0,nan,8.376111507415771,True
10,100,2500,0.001,428.6541408420925,10,350.0,743577.6965529489,nan,0.0,nan,8.34455394744873,True
10,100,2500,0.001,396.8827354637166,10,350.0,743577.6965529489,nan,0.0,nan,8.373937606811523,True
10,100,2500,0.001,367.4661940736688,10,350.0,743577.6965529489,nan,0.0,nan,8.36233901977539,True
10,100,2500,0.001,340.2299765678068,10,350.0,743577.6965529489,nan,0.0,nan,8.364961624145508,True
10,100,2500,0.001,315.0124795755328,10,350.0,743577.6965529489,nan,0.0,nan,8.385751008987427,True
10,100,2500,0.001,291.66407760237036,10,350.0,743577.6965529489,nan,0.0,nan,8.363470554351807,True
10,100,2500,0.001,270.04623524206824,10,350.0,743577.6965529489,nan,0.0,nan,8.402775526046753,True
10,100,2500,0.001,250.0306851906324,10,350.0,743577.6965529489,nan,0.0,nan,8.388729810714722,True
10,100,2500,0.001,231.4986671851161,10,350.0,743577.6965529489,nan,0.0,nan,8.375974893569946,True
10,100,2500,0.001,214.34022335148566,10,350.0,743577.6965529489,nan,0.0,nan,8.361634969711304,True
10,100,2500,0.001,198.45354578058033,10,350.0,743577.6965529489,nan,0.0,nan,8.401576519012451,True
10,100,2500,0.001,183.74437246107266,10,350.0,743577.6965529489,nan,0.0,nan,8.366429090499878,True
10,100,2500,0.001,170.1254279852589,10,350.0,743577.6965529489,nan,0.0,nan,8.38599705696106,True
10,100,2500,0.001,157.5159057091623,10,350.0,743577.6965529489,nan,0.0,nan,8.398168802261353,True
10,100,2500,0.001,145.84098829439864,10,350.0,743577.6965529489,nan,0.0,nan,8.360314846038818,True
10,100,2500,0.001,135.03140378698737,10,350.0,743577.6965529489,nan,0.0,nan,8.37391448020935,True
10,100,2500,0.001,125.0230145991456,10,350.0,743577.6965529489,nan,0.0,nan,8.403635501861572,True
10,100,2500,0.001,115.75643695533047,10,350.0,743577.6965529489,nan,0.0,nan,8.3797767162323,True
10,100,2500,0.001,107.17668854455034,10,350.0,743577.6965529489,nan,0.0,nan,8.39318585395813,True
10,100,2500,0.001,99.2328622883255,10,350.0,743577.6965529489,nan,0.0,nan,8.362731218338013,True
10,100,2500,0.001,91.87782428863335,10,350.0,743577.6965529489,nan,0.0,nan,8.405451536178589,True
10,100,2500,0.001,85.06793416364158,10,350.0,743577.6965529489,nan,0.0,nan,8.364723682403564,True
10,100,2500,0.001,78.7627861118706,10,350.0,743577.6965529489,nan,0.0,nan,8.409527778625488,True
10,100,2500,0.001,72.92496916841448,10,350.0,743577.6965529489,nan,0.0,nan,8.365110635757446,True
10,100,2500,0.001,67.51984523072505,10,350.0,743577.6965529489,nan,0.0,nan,8.380706071853638,True
10,100,2500,0.001,62.51534353689715,10,350.0,743577.6965529489,nan,0.0,nan,8.364680528640747,True
