perturb_strength,rd_seed,t,p,n_by_p,nu_0,mu,gamma,precision,recall,F1,Time,bic,bic_mean
0.05,1339.0,5.0,250.0,20.0,0.0005,0.001,1.0,0.9197975010644429,0.41619937694704046,0.5730572539633834,11.0793372631073,28825.18477942238,29263.185214961228
0.1,1339.0,5.0,250.0,20.0,0.0005,0.001,1.0,0.8748958319853448,0.4202380952380952,0.5676980095085081,10.908205509185791,31890.718513363652,31667.198763608136
0.2,1339.0,5.0,250.0,20.0,0.0005,0.001,1.0,0.8669132301463154,0.4299727520435967,0.5747509436086837,11.0146399974823,35271.04781359333,36034.94452368557
0.5,1339.0,5.0,250.0,20.0,0.0005,0.001,1.0,0.7941771007312812,0.43573770491803276,0.5627081378325423,10.962856864929199,46930.15725041508,48287.19708555266
1.0,1339.0,5.0,250.0,20.0,0.0005,0.001,1.0,0.7686967888294098,0.4505954825462012,0.5681289956996769,11.243106746673584,63675.44429225688,63268.546832397034
2.0,1339.0,5.0,250.0,20.0,0.0005,0.001,1.0,0.7969507874035309,0.4231573157315731,0.5527918088675656,11.089875936508179,80339.90297516514,80700.90648770313
