L,Precision_mean,Precision_min,Precision_max,Recall_mean,Recall_min,Recall_max,F1 score_mean,F1 score_min,F1 score_max
10.0,0.3865265313931324,0.379970544918999,0.397821011673152,0.16273438386971942,0.159873368372635,0.165787081353411,0.228704407650464,0.226127728119912,0.232301224677623
