rd_seed,L,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, max Error, norm Error, BIC (last pop),runtime
"1997","10","250","5000","0.0224754472449749","NA","0.999619657866158","0.100371007391963","0.1823250624982","1","1.00100156393024","NA","17.264"
"1997","10","250","5000","0.1","NA","0.99944824408281","0.100356124786422","0.182297783738342","1","1.00037690628072","NA","31.418"
"1997","10","250","5000","0.01","NA","0.999772050266892","0.10039531749847","0.182367873442554","1","1.00171649697151","NA","58.775"
"1997","10","250","5000","0.001","NA","0.999382953751618","0.100356527041205","0.182297453027889","1","1.00296941825884","NA","100.553"
"1997","10","250","5000","1e-04","NA","0.999263114511428","0.10034315154602","0.182273441699802","1","1.00299502911056","NA","148.888"
"1997","10","250","5000","1e-05","NA","0.999235474931549","0.100340360778803","0.182268350861023","1","1.00299535995393","NA","198.883"
