rand_seed,t,p,n,nu_0,mu,gamma,bic value,precision,recall,F1,Time(min)
1994,10,250,5000.0,0.0005,0.01,1,12328609.132405179,0.9722488038277513,0.4146938775510204,0.5814020028612303,0.5480284950075051
1994,10,250,5000.0,0.0005,0.009437878277775381,1,12327394.30093779,0.9694444444444444,0.4273469387755102,0.5932011331444759,0.5669804575542609
1994,10,250,5000.0,0.0005,0.00890735463861044,1,12326322.024714997,0.967713004484305,0.44040816326530613,0.6053295932678822,0.5491968332324177
1994,10,250,5000.0,0.0005,0.008406652885618326,1,12325393.674376998,0.9651567944250871,0.45224489795918366,0.6158977209560866,0.5521966461713116
1994,10,250,5000.0,0.0005,0.007934096665797492,1,12324203.202236863,0.9622166246851386,0.46775510204081633,0.629497390826696,0.5478161603522798
1994,10,250,5000.0,0.0005,0.007488103857590023,1,12323398.59278329,0.9601301871440195,0.4816326530612245,0.641478662680076,0.5486964937765151
1994,10,250,5000.0,0.0005,0.0070671812739274914,1,12322668.821464228,0.959087332808812,0.4975510204081633,0.6552002149959688,0.5583643580321223
1994,10,250,5000.0,0.0005,0.006669919663030122,1,12321860.878629401,0.9554043839758125,0.5159183673469387,0.670023853697323,0.5483142724726349
1994,10,250,5000.0,0.0005,0.006294988990221888,1,12321585.181266721,0.9530551415797317,0.5220408163265307,0.67457805907173,0.551659778257211
1994,10,250,5000.0,0.0005,0.0059411339849650335,1,12321303.336560475,0.9498181818181818,0.5330612244897959,0.682875816993464,0.5473051804117859
1994,10,250,5000.0,0.0005,0.005607169938205458,1,12321069.865094585,0.9438202247191011,0.5485714285714286,0.6938564790913785,0.5489713727496565
1994,10,250,5000.0,0.0005,0.005291978735958442,1,12320952.17099732,0.9415405777166438,0.5587755102040817,0.7013319672131146,0.5505568240924428
1994,10,250,5000.0,0.0005,0.00499450511585514,1,12320632.704834983,0.9405080213903744,0.5742857142857143,0.7131272174353777,0.5527569873258471
1994,10,250,5000.0,0.0005,0.004713753134116724,1,12320615.128018256,0.9351491569390402,0.5885714285714285,0.7224448897795591,0.5506132712122053
1994,10,250,5000.0,0.0005,0.004448782831127585,1,12320757.2168431,0.9301447451227187,0.603265306122449,0.7318643228521912,0.5470926733221859
1994,10,250,5000.0,0.0005,0.00419870708444391,1,12320913.18914342,0.9262899262899262,0.6155102040816327,0.7395782246199119,0.5470264715297769
1994,10,250,5000.0,0.0005,0.003962688638701479,1,12321169.57547895,0.9218280216476248,0.6257142857142857,0.7454412837345004,0.5437378986583402
1994,10,250,5000.0,0.0005,0.0037399373024787977,1,12321347.615517132,0.9173020527859238,0.6383673469387755,0.7528279181708785,0.5409978680623074
1994,10,250,5000.0,0.0005,0.00352970730273065,1,12321584.855943723,0.9123919308357349,0.6461224489795918,0.7565113500597372,0.542291174766918
1994,10,250,5000.0,0.0005,0.0033312947879346735,1,12321994.216112563,0.9051627384960719,0.6583673469387755,0.7622873345935729,0.5342148018535227
1994,10,250,5000.0,0.0005,0.0031440354715915,1,12322243.440868758,0.9019283746556473,0.6681632653061225,0.767643610785463,0.5313898958731442
1994,10,250,5000.0,0.0005,0.0029673024081888696,1,12322523.881991021,0.8995111352525801,0.6759183673469388,0.7718480540666511,0.5304295823443681
1994,10,250,5000.0,0.0005,0.002800503894183631,1,12322819.19903612,0.8979155531801176,0.6857142857142857,0.777597778292062,0.5314142426631103
1994,10,250,5000.0,0.0005,0.0026430814869741054,1,12323076.85417844,0.8961518186610438,0.6938775510204082,0.7821486082355648,0.5365028790043046
1994,10,250,5000.0,0.0005,0.0024945081352303164,1,12323398.164715447,0.89375,0.7004081632653061,0.7853546910755148,0.5333993898083766
1994,10,250,5000.0,0.0005,0.0023542864143224177,1,12323909.481803734,0.8899129544290835,0.7093877551020408,0.7894617306382012,0.536613702479129
1994,10,250,5000.0,0.0005,0.002221946860939524,1,12324465.433939317,0.8875502008032129,0.7216326530612245,0.7960378208014408,0.5408592050429434
1994,10,250,5000.0,0.0005,0.002097046401323233,1,12324848.716905346,0.8828202581926514,0.7257142857142858,0.796594982078853,0.532281442762663
1994,10,250,5000.0,0.0005,0.0019791668678535573,1,12325408.351986242,0.880859375,0.7363265306122448,0.802134281903068,0.54242894644849
1994,10,250,5000.0,0.0005,0.0018679135990207828,1,12326041.733241407,0.8775804128660586,0.7461224489795918,0.8065298919038164,0.5363568329252303
1994,10,250,5000.0,0.0005,0.001762914118095948,1,12326765.820718667,0.872461029759093,0.7538775510204082,0.808846069629954,0.5308307323139161
1994,10,250,5000.0,0.0005,0.001663816886076129,1,12327266.997401826,0.8686915887850467,0.7587755102040816,0.8100217864923748,0.5374104688099275
1994,10,250,5000.0,0.0005,0.0015702901247293774,1,12327965.635820925,0.8638454461821528,0.7665306122448979,0.8122837370242213,0.5323509759735316
1994,10,250,5000.0,0.0005,0.0014820207057988585,1,12329013.692554418,0.8590031432420296,0.7808163265306123,0.8180457558263845,0.5362301691590498
1994,10,250,5000.0,0.0005,0.0013987131026472386,1,12329644.377664238,0.8539076376554174,0.7848979591836734,0.8179498085920885,0.542199110193178
1994,10,250,5000.0,0.0005,0.001320088400831418,1,12330375.61482012,0.8497590889180903,0.7918367346938775,0.8197760405662371,0.5379525691426049
1994,10,250,5000.0,0.0005,0.0012458833642950082,1,12330896.997211715,0.8466868774361195,0.7979591836734694,0.8216011767177979,0.5362438961087416
1994,10,250,5000.0,0.0005,0.0011758495540521569,1,12331632.086244674,0.8437900128040973,0.8069387755102041,0.8249530565407887,0.5406319502741098
1994,10,250,5000.0,0.0005,0.0011097524964120721,1,12332477.378690666,0.8379629629629629,0.8126530612244898,0.8251139660174056,0.5371777787649383
1994,10,250,5000.0,0.0005,0.0010473708979594498,1,12333578.754432268,0.8329207920792079,0.8240816326530612,0.8284776364382437,0.5448533621771882
1994,10,250,5000.0,0.0005,0.0009884959046625587,1,12334407.883840423,0.8261400651465798,0.8281632653061225,0.8271504280472891,0.5398452275898308
1994,10,250,5000.0,0.0005,0.0009329304026284677,1,12335691.990229584,0.8150958466453674,0.8330612244897959,0.8239806217198223,0.5430612431839108
1994,10,250,5000.0,0.0005,0.0008804883581643465,1,12336697.311211687,0.8065277231616201,0.8371428571428572,0.8215501702383337,0.542164973091955
1994,10,250,5000.0,0.0005,0.0008309941949353386,1,12337531.442057239,0.8006218422075398,0.8408163265306122,0.8202269560023889,0.5416490335327884
1994,10,250,5000.0,0.0005,0.0007842822061337682,1,12338809.757837407,0.7923664122137405,0.8473469387755102,0.8189349112426035,0.5429763566702605
1994,10,250,5000.0,0.0005,0.0007401959996915637,1,12339781.852855736,0.7862250658637561,0.8526530612244898,0.8180928137850011,0.5401448692350338
1994,10,250,5000.0,0.0005,0.0006985879746785249,1,12340726.286202138,0.7803790412486065,0.8571428571428571,0.8169616806068859,0.5466556264087558
1994,10,250,5000.0,0.0005,0.0006593188271333542,1,12342278.14970682,0.7697344488905057,0.8636734693877551,0.8140026928255435,0.5390932283209016
1994,10,250,5000.0,0.0005,0.0006222570836730231,1,12344236.235028641,0.7539007092198582,0.8677551020408163,0.806831119544592,0.5322994908317924
1994,10,250,5000.0,0.0005,0.0005872786613189477,1,12345568.391628208,0.7433751743375174,0.8702040816326531,0.8018051899210229,0.5397974268998951
1994,10,250,5000.0,0.0005,0.0005542664520663107,1,12347373.436268758,0.7306512103648142,0.8746938775510205,0.7962102916589262,0.5459500887120764
1994,10,250,5000.0,0.0005,0.0005231099308056258,1,12349557.443533717,0.7151394422310757,0.8791836734693877,0.7887220798242401,0.5594295370702942
1994,10,250,5000.0,0.0005,0.0004937047852839004,1,12351252.618042087,0.7020169160702667,0.8808163265306123,0.7813178855901521,0.5454469363981237
1994,10,250,5000.0,0.0005,0.0004659525668664677,1,12353044.718246747,0.6900286715514495,0.8840816326530613,0.7750939345142244,0.5404734966034691
1994,10,250,5000.0,0.0005,0.00043976036093027214,1,12355066.107318934,0.6760037348272643,0.8865306122448979,0.7670845841426805,0.5575970477890223
1994,10,250,5000.0,0.0005,0.00041504047578504725,1,12357785.596775597,0.6581093325279371,0.8893877551020408,0.7564658913383094,0.5527629420316468
1994,10,250,5000.0,0.0005,0.00039171014908092607,1,12360757.022785468,0.6409130816505707,0.8938775510204081,0.7465484915629794,0.5540765112421165
1994,10,250,5000.0,0.0005,0.00036969127071950243,1,12364100.914923914,0.6217133163698049,0.8975510204081633,0.7345916151661934,0.5603794413618743
1994,10,250,5000.0,0.0005,0.0003489101213406774,1,12367722.42810206,0.6019629225736096,0.9012244897959184,0.7218045112781956,0.5568991717882454
1994,10,250,5000.0,0.0005,0.0003292971255097148,1,12371521.700768813,0.5805095876017862,0.9020408163265307,0.7064088221192265,0.5630475385114551
1994,10,250,5000.0,0.0005,0.0003107866187782014,1,12376008.642853912,0.5593348450491308,0.9061224489795918,0.6916965259386199,0.5537743497484674
1994,10,250,5000.0,0.0005,0.00029331662783900426,1,12380505.263566187,0.5393557762170017,0.9089795918367347,0.6770025839793281,0.5728385533050945
