rd_seed,L,p,N,Lamb,Epsilon0,Recall,Precision,F1 score, max Error, norm Error, BIC,runtime(s)
1995,10,250,5000,100,0.1,0,NA,NA,0.385738645854353,1,Inf,27.772
1995,10,250,5000,93.2930402628469,0.1,0,NA,NA,0.385738645854353,1,Inf,26.846
1995,10,250,5000,87.0359136148516,0.1,0,NA,NA,0.385738645854353,1,Inf,27.097
1995,10,250,5000,81.1984499318401,0.1,0,NA,NA,0.385738645854353,1,Inf,26.965
1995,10,250,5000,75.7525025877191,0.1,0,NA,NA,0.385738645854353,1,Inf,26.649
1995,10,250,5000,70.6718127392749,0.1,0,NA,NA,0.385738645854353,1,Inf,27.029
1995,10,250,5000,65.9318827133355,0.1,0,NA,NA,0.385738645854353,1,Inf,26.895
1995,10,250,5000,61.509857885805,0.1,0,NA,NA,0.385738645854353,1,Inf,26.719
1995,10,250,5000,57.384416483024,0.1,0,NA,NA,0.385738645854353,1,Inf,26.879
1995,10,250,5000,53.5356667741072,0.1,0,NA,NA,0.385738645854353,1,Inf,26.841
1995,10,250,5000,49.9450511585514,0.1,0,NA,NA,0.385738645854353,1,Inf,26.53
1995,10,250,5000,46.5952566866468,0.1,0,NA,NA,0.385738645854353,1,Inf,26.759
1995,10,250,5000,43.4701315812502,0.1,0,NA,NA,0.385738645854353,1,Inf,26.959
1995,10,250,5000,40.5546073584083,0.1,0,NA,NA,0.385738645854353,1,Inf,27.009
1995,10,250,5000,37.8346261713193,0.1,0,NA,NA,0.385738645854353,1,Inf,26.776
1995,10,250,5000,35.2970730273065,0.1,0,NA,NA,0.385738645854353,1,Inf,26.84
1995,10,250,5000,32.9297125509715,0.1,0,NA,NA,0.385738645854353,1,Inf,26.868
1995,10,250,5000,30.7211299886176,0.1,0,NA,NA,0.385738645854353,1,Inf,26.799
1995,10,250,5000,28.6606761694825,0.1,0,NA,NA,0.385738645854353,1,27211992.9369933,26.8430000000001
1995,10,250,5000,26.7384161583995,0.1,0,NA,NA,0.385738645854353,1,22933699.369626,26.691
1995,10,250,5000,24.9450813523032,0.1,0,NA,NA,0.385738645854353,1,20337816.1688632,26.949
1995,10,250,5000,23.2720247896041,0.1,0,NA,NA,0.385738645854353,1,18570269.5769268,27.027
1995,10,250,5000,21.711179456945,0.1,3.17863954227591e-05,NA,NA,0.385871865705824,1.00001385249906,17293602.327753,26.8380000000001
1995,10,250,5000,20.2550193923067,0.1,3.17863954227591e-05,NA,NA,0.390177752922196,1.00047924355712,16334963.1992569,26.718
1995,10,250,5000,18.8965233969121,0.1,3.17863954227591e-05,NA,NA,0.394194846016639,1.00094401882945,15597460.8495246,26.932
1995,10,250,5000,17.6291411809595,0.1,3.17863954227591e-05,NA,NA,0.397942514294633,1.00140388692929,15019657.7615947,26.689
1995,10,250,5000,16.4467617799466,0.1,3.17863954227591e-05,NA,NA,0.40143882797014,1.00185546240939,14560746.4402105,26.66
1995,10,250,5000,15.3436840893001,0.1,3.17863954227591e-05,NA,NA,0.404700645295146,1.00229611807335,14192406.1733037,27.018
1995,10,250,5000,14.3145893752348,0.1,6.4054869123953e-05,NA,NA,0.409022220181578,1.00283681479881,13895270.2851348,26.799
1995,10,250,5000,13.354515629299,0.1,9.68202688618298e-05,NA,NA,0.415749987172148,1.00360032439112,13653308.4558464,26.7910000000001
1995,10,250,5000,12.4588336429501,0.1,0.000206509482755797,NA,NA,0.426856963650777,1.00480535685831,13457145.2997846,26.7900000000001
1995,10,250,5000,11.6232246867985,0.1,0.000869420773116254,1,0.00173701577473325,0.446926664999332,1.00786759855236,13313451.8252493,26.784
1995,10,250,5000,10.8436596868961,0.1,0.00167385338032913,1,0.00334117912236996,0.471203769756026,1.01388640419079,13201844.3634801,26.678
1995,10,250,5000,10.1163797976621,0.1,0.00267230462743637,1,0.00532912803080777,0.494659552837893,1.02374379496047,13116785.8788651,26.925
1995,10,250,5000,9.43787827777538,0.1,0.00369385017760586,1,0.00735884053243281,0.517001114350292,1.03658792594519,13051760.7709915,26.846
1995,10,250,5000,8.80488358164346,0.1,0.00558920320364929,1,0.0111138807411522,0.538151580942264,1.05334155371593,13027017.5455433,26.9390000000001
1995,10,250,5000,8.21434358491943,0.1,0.0079899176482223,1,0.01584748179257,0.558235346173903,1.07578176048643,13027927.6771456,26.9760000000001
1995,10,250,5000,7.66341086800746,0.1,0.00975607471474864,1,0.0193144025823783,0.577204297943505,1.10185358757503,13019217.2386238,26.7360000000001
1995,10,250,5000,7.14942898659758,0.1,0.0120107565377364,1,0.0237268070543821,0.595031788039667,1.13071398995726,13034738.6857686,26.568
1995,10,250,5000,6.66991966303012,0.1,0.0136882685786745,1,0.0269964419822511,0.611676077018694,1.16173643174623,13039953.2125544,26.7539999999999
1995,10,250,5000,6.22257083673023,0.1,0.0158971008180086,1,0.0312830382530216,0.627183901719228,1.1937930539574,13067464.7525334,26.9780000000001
1995,10,250,5000,5.8052255160949,0.1,0.0180488048135397,1,0.0354381877629686,0.641633265701564,1.22689240488199,13097958.5068965,26.8599999999999
1995,10,250,5000,5.41587137807947,0.1,0.0206044750194312,1,0.0403538330482694,0.655098032580463,1.26074439076329,13144790.3657078,26.9010000000001
1995,10,250,5000,5.05263106533568,0.1,0.0230805554143574,1,0.0450863857963942,0.667646073434602,1.29492549881192,13193313.7575921,26.7669999999998
1995,10,250,5000,4.71375313411672,0.1,0.025777774977112,1,0.0502116099524545,0.679340898553524,1.32929500473719,13250933.1461365,26.748
1995,10,250,5000,4.39760360930272,0.1,0.0291358167712078,1,0.0565693922614938,0.690241367131332,1.36340528134043,13332565.4145114,26.8500000000001
1995,10,250,5000,4.10265810582719,0.1,0.0315892749203605,1,0.0611821639700354,0.700402555272357,1.39721426690905,13388324.4420667,26.768
1995,10,250,5000,3.82749447851631,0.1,0.034292680523865,1,0.0662407051359776,0.709875374239947,1.4302208960479,13454457.8377199,26.7959999999998
1995,10,250,5000,3.57078596490046,0.1,0.0369865005583016,1,0.0712704926181842,0.718706532407228,1.46234858782526,13520597.9461108,26.9169999999999
1995,10,250,5000,3.33129478793467,0.1,0.0397945504644148,1,0.0764815423275547,0.726939906292829,1.49350247596829,13592573.7204565,26.761
1995,10,250,5000,3.10786618778201,0.1,0.0424584064018544,1,0.0814014786454439,0.734616407551934,1.52353690980911,13663176.4125485,26.953
1995,10,250,5000,2.89942285388288,0.1,0.0452224594658604,1,0.0864776713201741,0.741774056883507,1.55241153151385,13736253.77038,26.981
1995,10,250,5000,2.70495973046314,0.1,0.0473813977683227,1,0.0904283071372752,0.748448272137804,1.58005129082943,13793528.8411691,26.749
1995,10,250,5000,2.52353917043477,0.1,0.0498697505246365,1,0.0949568530470297,0.754671987709387,1.60646448977541,13861087.0245988,26.711
1995,10,250,5000,2.35428641432242,0.1,0.0521014440871171,1,0.0989930797549662,0.760475750207626,1.63165260744298,13922653.0754283,26.9829999999999
1995,10,250,5000,2.19638537241655,0.1,0.054231850384381,1,0.102836236534776,0.765888069656008,1.65558670153902,13979168.9214891,26.924
1995,10,250,5000,2.04907468981585,0.1,0.0560975473424914,1,0.106191320349563,0.770935509367234,1.67827759762883,14031550.5811779,26.8300000000002
1995,10,250,5000,1.9116440753857,0.1,0.0578945956511464,1,0.109409420544054,0.775642799349452,1.6997443402626,14080716.2710877,26.9699999999998
1995,10,250,5000,1.78343087693191,0.1,0.0593976187578785,1,0.112097832165739,0.780032977949532,1.72005099380643,14121513.2591936,27.019
1995,10,250,5000,1.66381688607613,0.1,0.06060672168297,0.999418604651163,0.114247633267585,0.784127506552102,1.73918406306039,14154922.2925859,26.761
1995,10,250,5000,1.55222535742705,0.1,0.0615741916670867,0.994041815460224,0.115932464354258,0.787946382491574,1.75719481824945,14191948.0046412,27.0240000000001
1995,10,250,5000,1.44811822767453,0.1,0.0629404562746732,0.984978652759491,0.118286449025243,0.791508234766787,1.77413959435235,14248637.0780079,26.7370000000001
1995,10,250,5000,1.35099352119803,0.1,0.0640333889193477,0.973613169163512,0.120127675727565,0.794830423405584,1.79005431075923,14304754.098684,26.9480000000001
1995,10,250,5000,1.26038292967973,0.1,0.0652306693029247,0.953344676038375,0.12207555326894,0.797929128742302,1.80499324452875,14385443.5468007,26.884
1995,10,250,5000,1.17584955405216,0.1,0.0666049642452618,0.909691805779056,0.124089567866018,0.800819433484682,1.8190152692832,14533981.2687215,26.992
1995,10,250,5000,1.09698579789238,0.1,0.0684573018103264,0.849428028950784,0.126674642853415,0.803515391772258,1.83218307672286,14762366.9296227,26.9009999999998
1995,10,250,5000,1.02341140210545,0.1,0.0702970865045392,0.764103505200788,0.128715639956535,0.806030104992155,1.84454260007345,15119920.5665971,26.7730000000001
1995,10,250,5000,0.954771611420806,0.1,0.0726979275747503,0.675022017066162,0.131223920427383,0.8083757865221,1.85614514790438,15613597.5223115,26.962
1995,10,250,5000,0.890735463861044,0.1,0.0762863251131276,0.588297689820274,0.135015190476592,0.810563829520544,1.86704144234614,16301819.7139681,27.422
1995,10,250,5000,0.83099419493534,0.1,0.079676430955974,0.506764436543137,0.137634357026414,0.812604845153815,1.87728553498352,17167356.307093,27.0719999999999
1995,10,250,5000,0.775259748862946,0.1,0.0845760632652992,0.438529969624659,0.141696159906095,0.814508729990225,1.88693782198809,18298906.2183333,26.8780000000002
1995,10,250,5000,0.723263389648354,0.1,0.0896760896793072,0.381067067841446,0.145071136961652,0.816284712915387,1.89605596941125,19637913.8337398,26.8559999999998
1995,10,250,5000,0.674754405311069,0.1,0.0959791796090119,0.332086427043142,0.148779569653939,0.817941399692407,1.90468414079893,21326517.9299245,27.0660000000003
1995,10,250,5000,0.629498899022189,0.1,0.103787743545508,0.294284868052267,0.153305273060353,0.819486815336243,1.91287586015981,23332435.0104513,26.8539999999998
1995,10,250,5000,0.587278661318948,0.1,0.112685660218226,0.265458158952198,0.158015485157458,0.820928443347076,1.92067687196766,25602176.6002668,26.8600000000001
1995,10,250,5000,0.547890117959394,0.1,0.124229714151617,0.246344859336542,0.164914412449573,0.822273262474909,1.92812353906101,28112587.9883216,27.2930000000001
1995,10,250,5000,0.511143348344017,0.1,0.135391364980766,0.228053972317257,0.169633472839694,0.823527781705972,1.93525088153726,30928236.2514991,26.857
1995,10,250,5000,0.476861169771447,0.1,0.147123967431705,0.212942744026563,0.173697290295127,0.824698071488267,1.94208914905095,34006786.6438631,26.7530000000002
1995,10,250,5000,0.444878283112759,0.1,0.160758322998104,0.201204103503454,0.178390647900697,0.82578979229685,1.94866431917809,37410811.1259356,26.8630000000003
1995,10,250,5000,0.415040475785048,0.1,0.174646884853973,0.191795334411502,0.182484537672972,0.826808223117238,1.95499634865429,40931590.5282299,26.982
1995,10,250,5000,0.387203878181256,0.1,0.188958446304991,0.183613822388716,0.185901744981421,0.827758288341729,1.96110426066214,44652894.579727,26.9870000000001
1995,10,250,5000,0.361234269970943,0.1,0.204175250746979,0.177577413703442,0.189576572589211,0.82864458094392,1.9670012577686,48493112.3774736,27.145
1995,10,250,5000,0.337006432927193,0.1,0.219858946719026,0.172443175881083,0.19290957283317,0.829471384822465,1.97269475439461,52432118.5027818,27.165
1995,10,250,5000,0.31440354715915,0.1,0.236559323949565,0.168680339464864,0.196553721336841,0.830242695741824,1.97819335538491,56495190.7357679,27.4900000000002
1995,10,250,5000,0.293316627839005,0.1,0.254264494316744,0.165280472697298,0.199968053890563,0.830962240739909,1.98350339259856,60804396.1854327,26.8870000000002
1995,10,250,5000,0.273643999707467,0.1,0.272889716222545,0.162561527824052,0.203363112883898,0.831633496179759,1.98862913253842,65230667.8518971,26.7370000000001
1995,10,250,5000,0.255290806823952,0.1,0.29101247971838,0.16002549584826,0.206133952521896,0.832259704709442,1.99357370638567,69645973.44272,27.3269999999998
1995,10,250,5000,0.238168555197616,0.1,0.30942957944596,0.157972600852967,0.208813520261148,0.832843890952989,1.99833859982442,74083631.4485899,26.9960000000001
1995,10,250,5000,0.222194686093952,0.1,0.327861606155035,0.156265910346521,0.211312639957935,0.833388876271955,2.00292752770143,78465010.603808,27.2460000000001
1995,10,250,5000,0.207292177959537,0.1,0.344714987545295,0.153918079404303,0.212501726328633,0.833897292401777,2.00734159905889,82896023.257882,27.0529999999999
1995,10,250,5000,0.193389175045523,0.1,0.363326609408404,0.152423253230347,0.214467935455591,0.834371594261053,2.0115819119221,87409960.1342657,27.0410000000002
1995,10,250,5000,0.180418640939207,0.1,0.380890172409062,0.150613609729545,0.215602257076528,0.834814071832536,2.01565124079328,91989686.0251233,27.1109999999999
1995,10,250,5000,0.168318035333096,0.1,0.399162129137693,0.149151368816506,0.216907533049851,0.835226861245799,2.01955256638312,96622096.8371924,26.9200000000001
1995,10,250,5000,0.157029012472938,0.1,0.415851419435134,0.147266730403949,0.217268080173525,0.835611955130461,2.02328876567401,101279963.264585,27.098
1995,10,250,5000,0.146497139830729,0.1,0.434449556713148,0.145910687925026,0.218227614727439,0.835971212289549,2.02686262211878,106133722.317732,26.98
1995,10,250,5000,0.136671635646201,0.1,0.452059489800058,0.144378396922635,0.21864833511504,0.836306366697036,2.03027703257012,110939306.60387,27.3009999999999
1995,10,250,5000,0.127505124071301,0.1,0.46955289458892,0.14285259710253,0.218866798045334,0.836619035882918,2.03353545256694,115878245.558062,27.0830000000001
1995,10,250,5000,0.118953406737032,0.1,0.487082897362186,0.141479015501483,0.21909377848407,0.836910728771827,2.03664222370317,120771015.343415,27.241
1995,10,250,5000,0.110975249641207,0.1,0.503407146550462,0.139756724441365,0.21861897415593,0.837182852971735,2.03960091519977,125762841.917482,26.9830000000002
1995,10,250,5000,0.103532184329566,0.1,0.520106827961654,0.138268051122538,0.218314549221131,0.837436721592793,2.04241597344717,130758911.61096,27.1320000000001
1995,10,250,5000,0.0965883224115871,0.1,0.537228289197593,0.136894355472595,0.218053499520563,0.837673559587858,2.04509168504668,135914526.034911,26.9989999999998
1995,10,250,5000,0.0901101825166502,0.1,0.552065389493861,0.135174649904105,0.217049084538241,0.837894509675669,2.04763296579365,140937205.87419,27.0769999999998
1995,10,250,5000,0.0840665288561833,0.1,0.568135129037832,0.1337907900055,0.216464969338736,0.838100637872452,2.05004467923636,146066968.589358,27.145
1995,10,250,5000,0.0784282206133768,0.1,0.583660588766779,0.132373203304029,0.215694236080579,0.838292938645387,2.05233133851697,151218081.688692,27.3330000000001
1995,10,250,5000,0.073168071434272,0.1,0.598818354615876,0.130954839926602,0.214805589035533,0.838472339714523,2.05449795668058,156400619.499666,26.6779999999999
1995,10,250,5000,0.0682607183427239,0.1,0.614888825582869,0.129682233546394,0.214088085838988,0.838639706538073,2.05654929842059,161719459.129257,26.9409999999998
1995,10,250,5000,0.0636824994471859,0.1,0.63027253586509,0.128316712723914,0.213124490420806,0.838795846490902,2.05848992858181,167111054.749331,27.058
1995,10,250,5000,0.0594113398496503,0.1,0.645375975761758,0.126898764730025,0.21199783439211,0.83894151276723,2.06032451303973,172592542.781877,27.0100000000002
1995,10,250,5000,0.0554266452066311,0.1,0.660644988486339,0.125567600084842,0.210933471750673,0.839077408017344,2.06205791391866,178138701.483963,27.3589999999999
1995,10,250,5000,0.0517092024289676,0.1,0.676257615333177,0.124426957064222,0.210090048341032,0.839204187741154,2.06369468780025,183604297.354695,27.0439999999999
1995,10,250,5000,0.0482410870416537,0.1,0.691761674734425,0.123251629546632,0.209132901360233,0.839322463453342,2.06523927967612,189253553.421914,26.9560000000001
1995,10,250,5000,0.045005576757005,0.1,0.705272769643465,0.121871447525877,0.207737466749914,0.839432805636696,2.0666959857307,194807102.986495,27.0300000000002
1995,10,250,5000,0.0419870708444391,0.1,0.718834826607273,0.120548819923151,0.206380236989178,0.83953574649615,2.06806907990489,200441430.020233,26.8530000000001
1995,10,250,5000,0.0391710149080926,0.1,0.73258300168166,0.119295898116563,0.205089112333449,0.83963178252817,2.06936272182124,206020378.624366,26.9810000000002
1995,10,250,5000,0.0365438307095726,0.1,0.745571841122015,0.118078024442296,0.203778982241793,0.839721376917669,2.07058088435232,211540916.88524,27.143
1995,10,250,5000,0.0340928506974681,0.1,0.758548819449318,0.116939315143403,0.202549543584084,0.839804961773204,2.07172743621159,217014132.624717,27.0350000000003
