n,rd_seed,t,p,nu_0,mu,gamma,precision,recall,F1,Time,BIC,BIC_mean
250.0,12850.6,20.0,250.0,0.005,0.00075,1.0,0.8490179718935702,0.2239730263888923,0.3544407088132001,176.5506637096405,1267554.910531158,1267435.935700855
1250.0,12850.6,20.0,250.0,0.005,0.00075,1.0,1.0,0.21015037593984962,0.3473127136822516,165.33979845046997,6250492.737827151,6250144.999538621
2500.0,12850.6,20.0,250.0,0.0018000000000000002,0.00075,1.0,0.8767465024658267,0.4526483516586281,0.5804714193945439,182.00151333808898,12535514.677742211,12535517.941463474
3750.0,12850.6,20.0,250.0,0.001,0.00075,1.0,0.9846697834397522,0.5081238022473964,0.6703276261742364,187.0501546382904,18726573.147067647,18726321.762833342
5000.0,12850.6,20.0,250.0,0.0005,0.00075,1.0,0.8574562437549689,0.6570270667622894,0.7439745345247857,186.10871562957763,24981198.053957578,24980985.031113416
6250.0,12850.6,20.0,250.0,0.0005,0.00075,1.0,0.9503886493891717,0.6543365013340017,0.7750508325089582,182.78285369873046,31158936.666885506,31159266.150633954
7500.0,12850.6,20.0,250.0,0.0005,0.00075,1.0,0.9818912408771977,0.6558832293612931,0.7864394017202365,198.0341691970825,37352362.235391155,37352736.784879506
