n,rd_seed,t,p,nu_0,mu,gamma,precision,recall,F1,Time,BIC,BIC_mean
250.0,12850.6,20.0,250.0,0.005,0.00075,1.0,0.9335547436081022,0.21643247068794644,0.351396673350797,79.31992802619934,1259390.2739603443,1259390.2739603443
1250.0,12850.6,20.0,250.0,0.005,0.00075,1.0,0.9984312528901047,0.20782726368327453,0.3440403742133053,76.71287274360657,6250810.749168268,6250810.749168268
2500.0,12850.6,20.0,250.0,0.0006000000000000001,0.00075,1.0,0.7582882002892305,0.5519519452549739,0.6328157147850205,84.86436433792115,12618401.908546578,12618401.908546578
3750.0,12850.6,20.0,250.0,0.0005,0.00075,1.0,0.876570822251687,0.5679257001573109,0.6892647673364615,83.81675825119018,18805701.38739686,18805701.38739686
5000.0,12850.6,20.0,250.0,0.0005,0.00075,1.0,0.8987060475683911,0.5617919077004415,0.6913747106873862,83.42553470134735,25018649.82275974,25018649.82275974
6250.0,12850.6,20.0,250.0,0.0005,0.00075,1.0,0.9045933622162435,0.5622126803866744,0.6934361495464623,82.81305027008057,31235889.708806623,31235889.708806623
7500.0,12850.6,20.0,250.0,0.0005,0.00075,1.0,0.9057238767069995,0.5587460942304254,0.6911183578961124,86.11717686653137,37452539.19790217,37452539.19790218
