n,rd_seed,t,p,nu_0,mu,gamma,precision,recall,F1,BIC,BIC_mean
250.0,12850.6,20.0,250.0,0.005,0.00075,1.0,0.8477934209343875,0.22369690870128242,0.3539889168961571,1267435.935700855,1267435.935700855
1250.0,12850.6,20.0,250.0,0.005,0.00075,1.0,1.0,0.21041932415128167,0.34767981488874133,6250144.999538621,6250144.999538621
2500.0,12850.6,20.0,250.0,0.0018000000000000002,0.00075,1.0,0.8761796945297128,0.4521697334274732,0.5799633362464416,12535517.941463474,12535517.941463474
3750.0,12850.6,20.0,250.0,0.001,0.00075,1.0,0.9844339333216905,0.5063537506307157,0.6687279725244448,18726321.762833346,18726321.762833342
5000.0,12850.6,20.0,250.0,0.0005,0.00075,1.0,0.8566863193590457,0.6536692536137416,0.7415226918556008,24980985.03111341,24980985.031113416
6250.0,12850.6,20.0,250.0,0.0005,0.00075,1.0,0.9497275519033943,0.6525652155619965,0.7735864273614117,31159266.150633954,31159266.150633954
7500.0,12850.6,20.0,250.0,0.0005,0.00075,1.0,0.9813572360315834,0.6528192793866895,0.7840590687397183,37352736.784879506,37352736.784879506
